C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,GEO_ID,NAME
7015,530,4607,470,4276,480,3452,495,77,61,3375,498,3235,507,140,94,824,245,331,81,73,39,73,39,0,28,258,83,2408,316,2222,314,1525,274,0,28,1525,274,1480,280,45,53,697,190,186,86,91,72,91,72,0,28,95,55,5001600US0802,"Congressional District 2 (116th Congress), Colorado"
5400,448,3398,377,3046,371,2081,331,49,39,2032,330,1912,332,120,60,965,191,352,75,95,62,95,62,0,28,257,65,2002,288,1710,283,995,240,0,28,995,240,885,219,110,78,715,207,292,70,29,25,22,22,7,11,263,70,5001600US0803,"Congressional District 3 (116th Congress), Colorado"
9198,590,6125,542,5875,545,3457,396,34,50,3423,394,3326,379,97,80,2418,417,250,94,47,41,47,41,0,28,203,90,3073,219,2747,218,1868,214,0,28,1868,214,1755,216,113,60,879,185,326,101,45,36,45,36,0,28,281,99,5001600US0804,"Congressional District 4 (116th Congress), Colorado"
37574,794,21821,597,20040,589,14761,534,2616,389,12145,563,10918,621,1227,332,5279,503,1781,108,272,108,263,105,9,17,1509,155,15753,541,14043,538,10227,638,658,184,9569,630,8495,619,1074,259,3816,471,1710,103,242,108,242,108,0,28,1468,141,5001600US0805,"Congressional District 5 (116th Congress), Colorado"
59259,917,29779,617,27066,602,22372,715,67,68,22305,700,20829,708,1476,329,4694,482,2713,115,743,164,723,162,20,23,1970,188,29480,663,25929,650,19804,804,78,75,19726,805,18439,797,1287,284,6125,631,3551,114,779,147,775,147,4,7,2772,192,5001600US0806,"Congressional District 6 (116th Congress), Colorado"
10606,630,6069,434,5547,414,4167,412,6,9,4161,412,3951,395,210,118,1380,245,522,109,132,69,132,69,0,28,390,110,4537,367,4108,351,3234,349,12,20,3222,348,3087,356,135,71,874,177,429,90,60,41,60,41,0,28,369,92,5001600US0807,"Congressional District 7 (116th Congress), Colorado"
86405,1318,39872,880,34887,845,26078,840,17,17,26061,840,23184,849,2877,420,8809,642,4985,184,1185,184,1049,161,136,98,3800,234,46533,848,38978,784,30966,871,0,29,30966,871,28410,908,2556,393,8012,617,7555,275,1448,215,1297,192,151,103,6107,341,5001600US0901,"Congressional District 1 (116th Congress), Connecticut"
24111,974,14019,693,12928,679,7722,600,570,192,7152,550,6458,553,694,230,5206,425,1091,128,122,77,122,77,0,29,969,134,10092,557,8712,508,6521,480,65,59,6456,488,5745,487,711,223,2191,366,1380,184,249,97,178,79,71,62,1131,182,5001600US0902,"Congressional District 2 (116th Congress), Connecticut"
79951,1460,36403,931,32452,839,24025,822,22,35,24003,821,21162,776,2841,473,8427,597,3951,281,830,206,799,204,31,34,3121,258,43548,1087,37088,1068,28574,1161,0,29,28574,1161,25987,1215,2587,413,8514,762,6460,328,1315,207,1233,206,82,64,5145,377,5001600US0903,"Congressional District 3 (116th Congress), Connecticut"
71978,1710,32540,986,28526,940,21685,958,23,23,21662,955,19056,903,2606,383,6841,594,4014,176,1117,190,1074,193,43,41,2897,237,39438,1057,33124,980,26232,952,6,15,26226,955,23163,945,3063,455,6892,597,6314,262,1315,267,1279,266,36,32,4999,326,5001600US0904,"Congressional District 4 (116th Congress), Connecticut"
40897,1679,20033,1001,17902,956,12292,813,5,9,12287,814,10602,727,1685,305,5610,490,2131,268,632,203,533,208,99,72,1499,233,20864,1186,17547,1130,13086,921,0,29,13086,921,12012,863,1074,222,4461,541,3317,326,579,160,550,157,29,33,2738,279,5001600US0905,"Congressional District 5 (116th Congress), Connecticut"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US09ZZ,"Congressional Districts not defined (116th Congress), Connecticut"
165526,1071,76285,561,65867,547,47042,972,472,198,46570,988,42285,1048,4285,534,18825,862,10418,98,2571,293,2516,305,55,47,7847,303,89241,793,74551,780,55635,1179,85,66,55550,1170,51482,1191,4068,606,18916,1022,14690,131,2689,342,2432,339,257,94,12001,346,5001600US1000,"Congressional District (at Large) (116th Congress), Delaware"
258159,986,113452,556,95587,538,64000,1185,372,131,63628,1196,54495,1181,9133,691,31587,1212,17865,132,3812,389,3545,372,267,121,14053,416,144707,763,114681,699,79645,1308,123,59,79522,1309,69107,1310,10415,909,35036,1245,30026,187,5113,358,4878,353,235,87,24913,406,5001600US1198,"Delegate District (at Large) (116th Congress), District of Columbia"
80600,917,41106,569,36523,561,23702,805,2383,447,21319,760,18729,748,2590,415,12821,819,4583,114,468,153,449,153,19,20,4115,188,39494,591,32928,614,23138,811,439,145,22699,819,20479,788,2220,348,9790,662,6566,173,884,173,881,173,3,5,5682,239,5001600US1201,"Congressional District 1 (116th Congress), Florida"
76196,1502,43403,919,38925,936,16888,886,209,87,16679,865,14844,775,1835,431,22037,965,4478,292,635,143,615,145,20,26,3843,291,32793,1017,26856,912,19210,959,51,41,19159,953,17381,886,1778,351,7646,684,5937,345,612,172,543,143,69,75,5325,353,5001600US1202,"Congressional District 2 (116th Congress), Florida"
95081,1517,45805,869,40783,785,23676,1137,267,243,23409,1125,21317,1141,2092,458,17107,1106,5022,285,662,166,634,165,28,38,4360,300,49276,1013,42043,931,27660,968,46,55,27614,959,24891,856,2723,603,14383,889,7233,358,782,201,702,176,80,80,6451,412,5001600US1203,"Congressional District 3 (116th Congress), Florida"
59846,2350,28884,1463,26015,1450,20668,1205,1397,325,19271,1238,17996,1186,1275,367,5347,688,2869,301,639,196,622,194,17,14,2230,320,30962,1268,26630,1264,21089,1191,492,261,20597,1145,19159,1078,1438,367,5541,567,4332,390,716,193,646,187,70,55,3616,372,5001600US1204,"Congressional District 4 (116th Congress), Florida"
263667,2735,119641,1599,105902,1538,68433,1779,825,297,67608,1754,59649,1756,7959,832,37469,1342,13739,363,2175,278,2126,282,49,35,11564,417,144026,1654,123113,1646,87206,1778,154,127,87052,1780,78843,1695,8209,964,35907,1497,20913,377,2775,334,2551,299,224,131,18138,462,5001600US1205,"Congressional District 5 (116th Congress), Florida"
63596,1203,29597,660,24899,685,16429,712,26,32,16403,718,15093,669,1310,409,8470,789,4698,164,804,200,768,205,36,35,3894,219,33999,794,27795,812,18451,968,4,13,18447,966,17446,860,1001,293,9344,772,6204,314,674,173,624,169,50,37,5530,330,5001600US1206,"Congressional District 6 (116th Congress), Florida"
67134,1930,32105,1316,28961,1332,21871,1235,54,54,21817,1230,19998,1198,1819,384,7090,644,3144,240,609,144,603,143,6,13,2535,286,35029,1221,30181,1189,22253,1227,33,33,22220,1226,20934,1192,1286,352,7928,850,4848,262,911,179,820,178,91,69,3937,270,5001600US1207,"Congressional District 7 (116th Congress), Florida"
56815,924,26221,629,21652,586,14846,813,98,70,14748,811,13563,789,1185,428,6806,902,4569,259,612,198,594,199,18,28,3957,308,30594,601,24441,587,17490,925,43,38,17447,925,16208,948,1239,372,6951,863,6153,222,1010,321,782,240,228,210,5143,360,5001600US1208,"Congressional District 8 (116th Congress), Florida"
90113,2479,43504,1550,37984,1527,26563,1362,40,48,26523,1372,24367,1365,2156,520,11421,1040,5520,521,741,226,674,215,67,55,4779,526,46609,1652,39665,1507,27411,1416,0,32,27411,1416,25216,1422,2195,556,12254,1102,6944,646,841,249,706,229,135,99,6103,658,5001600US1209,"Congressional District 9 (116th Congress), Florida"
174161,2550,80125,1649,70721,1621,54552,1673,15,25,54537,1676,48911,1581,5626,700,16169,1045,9404,369,2173,365,2067,344,106,88,7231,426,94036,1554,81571,1488,62188,1640,51,58,62137,1631,57687,1630,4450,620,19383,1332,12465,396,1723,286,1668,277,55,48,10742,468,5001600US1210,"Congressional District 10 (116th Congress), Florida"
44762,1649,23045,986,18923,955,10406,1033,67,74,10339,1037,8974,985,1365,422,8517,732,4122,327,433,162,433,162,0,32,3689,350,21717,925,16840,910,11371,819,0,32,11371,819,10626,776,745,276,5469,609,4877,465,568,198,522,176,46,69,4309,465,5001600US1211,"Congressional District 11 (116th Congress), Florida"
30847,1008,15035,579,13284,539,9326,653,10,16,9316,650,8509,605,807,298,3958,483,1751,149,386,146,358,155,28,36,1365,196,15812,606,13294,608,9473,587,2,3,9471,587,8903,578,568,185,3821,501,2518,210,398,155,364,152,34,34,2120,211,5001600US1212,"Congressional District 12 (116th Congress), Florida"
71442,1141,32896,671,28326,636,20212,832,94,83,20118,833,17635,830,2483,515,8114,735,4570,158,978,179,902,171,76,71,3592,224,38546,690,32493,668,23223,897,38,44,23185,909,21591,891,1594,372,9270,808,6053,249,1136,195,1112,198,24,29,4917,310,5001600US1213,"Congressional District 13 (116th Congress), Florida"
109535,2142,49193,1237,43209,1161,31466,1094,191,95,31275,1092,28000,1117,3275,454,11743,858,5984,334,909,193,867,186,42,32,5075,341,60342,1490,51818,1314,37843,1273,116,83,37727,1262,34187,1148,3540,526,13975,813,8524,474,1201,206,1121,204,80,62,7323,445,5001600US1214,"Congressional District 14 (116th Congress), Florida"
89791,2504,42494,1493,37325,1514,25925,1275,116,61,25809,1274,23766,1196,2043,438,11400,995,5169,472,764,181,687,175,77,65,4405,473,47297,1687,40549,1515,29877,1290,153,130,29724,1266,27935,1329,1789,384,10672,836,6748,612,953,250,853,233,100,80,5795,555,5001600US1215,"Congressional District 15 (116th Congress), Florida"
54405,1533,24813,973,21720,883,16090,864,172,116,15918,831,14172,800,1746,413,5630,617,3093,309,561,135,538,135,23,27,2532,329,29592,938,25324,892,18125,931,67,80,18058,931,16463,883,1595,445,7199,659,4268,315,490,151,477,149,13,21,3778,306,5001600US1216,"Congressional District 16 (116th Congress), Florida"
45643,1651,24353,1256,20363,1261,10701,1335,8,13,10693,1335,9491,1297,1202,293,9662,639,3990,317,487,151,444,135,43,65,3503,344,21290,875,16762,809,11552,863,0,32,11552,863,10287,782,1265,322,5210,554,4528,351,424,149,397,143,27,32,4104,354,5001600US1217,"Congressional District 17 (116th Congress), Florida"
76908,1823,35772,1116,30188,1025,21855,1070,28,45,21827,1061,20254,1116,1573,411,8333,786,5584,329,1126,259,1009,256,117,101,4458,390,41136,1234,33709,1127,24758,1173,41,70,24717,1164,23028,1259,1689,487,8951,803,7427,342,922,219,896,219,26,39,6505,403,5001600US1218,"Congressional District 18 (116th Congress), Florida"
46972,1161,22353,795,19522,750,14119,886,41,56,14078,884,13165,817,913,349,5403,792,2831,256,488,160,457,153,31,37,2343,312,24619,749,20803,681,15584,661,0,32,15584,661,14615,688,969,296,5219,656,3816,298,623,217,603,216,20,24,3193,369,5001600US1219,"Congressional District 19 (116th Congress), Florida"
322011,3580,148562,2363,130472,2246,95773,2162,8,14,95765,2162,85671,2094,10094,837,34699,1568,18090,760,4138,523,3966,517,172,91,13952,795,173449,2312,147135,2197,110137,2007,15,24,110122,2007,99446,2126,10676,969,36998,1813,26314,971,4655,554,4410,559,245,105,21659,969,5001600US1220,"Congressional District 20 (116th Congress), Florida"
93437,2252,44288,1267,38999,1179,31910,1245,0,32,31910,1245,28729,1205,3181,519,7089,553,5289,399,1399,269,1346,278,53,44,3890,403,49149,1571,42050,1465,33034,1345,0,32,33034,1345,30753,1393,2281,402,9016,890,7099,571,1095,271,1063,269,32,31,6004,591,5001600US1221,"Congressional District 21 (116th Congress), Florida"
89052,2944,41539,1915,36875,1801,30288,1612,71,68,30217,1596,27249,1576,2968,569,6587,675,4664,529,1232,260,1202,257,30,34,3432,455,47513,1769,41569,1619,33476,1558,16,26,33460,1557,30019,1461,3441,513,8093,817,5944,642,924,252,860,253,64,53,5020,586,5001600US1222,"Congressional District 22 (116th Congress), Florida"
84538,2607,37530,1453,33284,1313,26685,1239,86,94,26599,1238,24377,1162,2222,449,6599,771,4246,460,1379,272,1224,242,155,103,2867,385,47008,1600,39044,1596,29902,1493,34,36,29868,1491,27896,1353,1972,420,9142,840,7964,578,1369,295,1272,280,97,64,6595,605,5001600US1223,"Congressional District 23 (116th Congress), Florida"
281310,2873,129809,1904,110260,1833,77012,1830,8,13,77004,1829,67805,1950,9199,887,33248,1256,19549,630,4454,383,4234,373,220,83,15095,744,151501,2196,124578,2036,85085,1820,112,82,84973,1818,76598,1803,8375,859,39493,1487,26923,721,3300,387,3135,380,165,102,23623,792,5001600US1224,"Congressional District 24 (116th Congress), Florida"
28431,1372,14719,841,12587,724,8560,614,41,44,8519,606,7517,611,1002,288,4027,505,2132,354,546,232,418,236,128,91,1586,418,13712,894,11461,812,8489,744,0,32,8489,744,7822,748,667,176,2972,488,2251,377,401,186,313,152,88,73,1850,339,5001600US1225,"Congressional District 25 (116th Congress), Florida"
66257,2355,32354,1718,28544,1640,19139,1326,269,128,18870,1339,16857,1213,2013,418,9405,936,3810,427,616,157,605,156,11,17,3194,435,33903,1519,28882,1452,20082,1232,27,25,20055,1228,17492,1147,2563,584,8800,752,5021,499,722,208,686,193,36,42,4299,456,5001600US1226,"Congressional District 26 (116th Congress), Florida"
32725,1788,16640,1171,14273,1097,10376,963,25,22,10351,964,9527,896,824,252,3897,577,2367,343,557,176,528,170,29,30,1810,294,16085,1086,12635,1038,9060,862,6,11,9054,861,8492,817,562,216,3575,611,3450,381,395,136,374,133,21,35,3055,377,5001600US1227,"Congressional District 27 (116th Congress), Florida"
169336,1087,79504,639,69875,629,48278,1274,2936,454,45342,1175,40097,1128,5245,590,21597,1258,9629,175,1538,246,1491,243,47,35,8091,297,89832,734,75298,726,55501,1015,708,240,54793,1006,49470,1063,5323,698,19797,922,14534,234,2224,328,2087,323,137,86,12310,370,5001600US1301,"Congressional District 1 (116th Congress), Georgia"
268545,1576,124116,1031,106990,994,64690,1405,1631,290,63059,1397,54179,1407,8880,868,42300,1379,17126,252,2530,305,2347,282,183,89,14596,363,144429,1216,118630,1220,77420,1374,238,120,77182,1356,67201,1549,9981,863,41210,1400,25799,357,3066,334,2852,330,214,101,22733,429,5001600US1302,"Congressional District 2 (116th Congress), Georgia"
141107,1787,63763,1104,56112,1074,39311,1225,99,80,39212,1231,36027,1181,3185,626,16801,1106,7651,274,1148,247,1059,246,89,68,6503,323,77344,1123,65691,1075,47109,1195,140,113,46969,1190,43150,1055,3819,587,18582,939,11653,358,1590,300,1555,298,35,41,10063,400,5001600US1303,"Congressional District 3 (116th Congress), Georgia"
352459,3165,156662,2089,140187,2055,105392,1989,329,191,105063,2000,96187,1847,8876,772,34795,1629,16475,508,3929,376,3733,387,196,90,12546,531,195797,2000,170782,1864,131400,1993,74,66,131326,1989,121479,1985,9847,1056,39382,1416,25015,626,4119,446,3750,412,369,176,20896,655,5001600US1304,"Congressional District 4 (116th Congress), Georgia"
352444,3545,157798,2624,136100,2556,94502,2463,77,58,94425,2454,84772,2370,9653,950,41598,1828,21698,768,3746,343,3491,335,255,111,17952,728,194646,2426,160325,2153,116136,2308,56,72,116080,2307,104390,2260,11690,1072,44189,2059,34321,828,3958,444,3690,424,268,95,30363,896,5001600US1305,"Congressional District 5 (116th Congress), Georgia"
82026,2670,37539,1849,34879,1809,29240,1797,74,98,29166,1775,27513,1703,1653,449,5639,696,2660,421,985,253,908,245,77,53,1675,314,44487,1716,40860,1697,33644,1480,38,43,33606,1476,31739,1395,1867,427,7216,816,3627,475,899,230,880,231,19,28,2728,404,5001600US1306,"Congressional District 6 (116th Congress), Georgia"
126143,2566,56848,1682,53611,1692,41357,1518,140,143,41217,1523,38405,1533,2812,527,12254,884,3237,324,772,264,690,258,82,82,2465,300,69295,1583,63759,1534,48382,1624,0,31,48382,1624,45451,1707,2931,563,15377,1464,5536,443,969,235,896,241,73,57,4567,436,5001600US1307,"Congressional District 7 (116th Congress), Georgia"
169239,1495,78907,979,69078,977,42079,1238,603,233,41476,1277,37242,1444,4234,639,26999,1105,9829,210,1724,275,1678,274,46,40,8105,356,90332,891,75755,873,50344,1118,277,201,50067,1135,45542,1236,4525,619,25411,1171,14577,279,1644,271,1545,271,99,65,12933,355,5001600US1308,"Congressional District 8 (116th Congress), Georgia"
39950,926,18724,592,16348,596,10785,654,54,49,10731,647,9998,639,733,215,5563,526,2376,205,418,126,409,128,9,15,1958,185,21226,572,17639,578,11289,551,25,41,11264,556,10552,568,712,202,6350,496,3587,200,345,104,345,104,0,31,3242,195,5001600US1309,"Congressional District 9 (116th Congress), Georgia"
147236,2324,69493,1422,60770,1365,38750,1411,118,113,38632,1401,35089,1295,3543,615,22020,1170,8723,372,1756,236,1701,237,55,59,6967,330,77743,1381,64508,1306,44722,1321,2,4,44720,1321,41162,1233,3558,570,19786,1107,13235,431,1657,238,1609,238,48,32,11578,473,5001600US1310,"Congressional District 10 (116th Congress), Georgia"
101327,1921,46642,1064,43317,1021,35258,1152,88,73,35170,1159,33563,1166,1607,370,8059,657,3325,301,730,218,671,201,59,41,2595,271,54685,1384,49353,1328,39678,1419,113,99,39565,1413,37421,1500,2144,455,9675,730,5332,393,843,220,747,204,96,75,4489,378,5001600US1311,"Congressional District 11 (116th Congress), Georgia"
194886,1132,92448,872,81189,929,47087,1365,1514,373,45573,1395,40277,1302,5296,688,34102,1477,11259,225,1841,234,1767,229,74,61,9418,296,102438,783,86262,732,59551,1265,282,113,59269,1288,54030,1423,5239,674,26711,1240,16176,247,2061,299,1914,279,147,84,14115,366,5001600US1312,"Congressional District 12 (116th Congress), Georgia"
343936,3871,151247,2352,137879,2239,105939,2265,320,220,105619,2247,97250,2297,8369,910,31940,1787,13368,687,3248,448,3143,445,105,62,10120,659,192689,3039,172216,2717,133680,2516,93,67,133587,2518,124477,2573,9110,1012,38536,1731,20473,970,4016,571,3830,568,186,105,16457,850,5001600US1313,"Congressional District 13 (116th Congress), Georgia"
50424,626,24272,449,22046,429,14795,697,32,48,14763,695,14020,703,743,193,7251,625,2226,170,254,119,254,119,0,31,1972,210,26152,429,22450,427,15709,609,20,32,15689,615,14562,669,1127,291,6741,541,3702,150,467,175,437,171,30,33,3235,229,5001600US1314,"Congressional District 14 (116th Congress), Georgia"
13017,665,8559,507,8100,502,7144,512,2777,391,4367,486,4013,470,354,136,956,264,459,85,219,73,206,71,13,21,240,62,4458,367,4125,358,3135,323,710,219,2425,302,2190,299,235,101,990,198,333,78,56,50,56,50,0,27,277,80,5001600US1501,"Congressional District 1 (116th Congress), Hawaii"
8984,667,5729,444,5358,418,4484,365,2111,312,2373,305,2187,305,186,111,874,229,371,102,74,46,74,46,0,27,297,100,3255,392,3052,371,2287,354,406,152,1881,325,1604,301,277,132,765,172,203,86,26,32,26,32,0,27,177,81,5001600US1502,"Congressional District 2 (116th Congress), Hawaii"
3677,513,2571,331,2376,326,1625,314,16,23,1609,319,1496,291,113,92,751,199,195,112,53,66,53,66,0,28,142,93,1106,298,930,288,551,261,0,28,551,261,520,260,31,28,379,163,176,88,16,21,0,28,16,21,160,84,5001600US1601,"Congressional District 1 (116th Congress), Idaho"
4640,552,2752,363,2477,377,1784,322,189,83,1595,317,1501,296,94,84,693,233,275,116,109,77,90,65,19,30,166,96,1888,331,1798,329,1304,309,25,44,1279,312,1104,315,175,105,494,193,90,60,40,39,40,39,0,28,50,42,5001600US1602,"Congressional District 2 (116th Congress), Idaho"
287360,3663,122829,2184,101282,2169,69199,1990,17,26,69182,1985,55898,1661,13284,1056,32083,1357,21547,776,3172,362,2884,336,288,144,18375,713,164531,2397,128187,2228,91114,2007,19,31,91095,2007,77478,1821,13617,878,37073,1489,36344,891,4840,445,4446,423,394,161,31504,884,5001600US1701,"Congressional District 1 (116th Congress), Illinois"
310870,2931,135388,1899,115895,1740,83252,1671,109,93,83143,1677,68196,1772,14947,1137,32643,1538,19493,810,3088,385,2957,366,131,87,16405,743,175482,2131,144134,1996,105510,1770,8,12,105502,1771,90433,1761,15069,927,38624,1524,31348,929,5084,456,4841,437,243,99,26264,886,5001600US1702,"Congressional District 2 (116th Congress), Illinois"
30013,1628,15243,1093,13709,1044,8592,804,0,27,8592,804,7171,637,1421,450,5117,541,1534,220,151,76,131,69,20,32,1383,219,14770,984,11712,962,8692,816,0,27,8692,816,7580,753,1112,257,3020,434,3058,331,337,106,337,106,0,27,2721,310,5001600US1703,"Congressional District 3 (116th Congress), Illinois"
22904,1379,11290,850,10266,825,7502,668,26,42,7476,668,6662,636,814,212,2764,452,1024,210,156,77,156,77,0,27,868,202,11614,829,10151,788,7601,696,0,27,7601,696,7202,704,399,113,2550,386,1463,284,200,96,200,96,0,27,1263,260,5001600US1704,"Congressional District 4 (116th Congress), Illinois"
18988,1367,10471,890,8946,810,7108,786,0,27,7108,786,6595,752,513,181,1838,290,1525,281,337,146,337,146,0,27,1188,242,8517,811,7136,721,5149,581,10,19,5139,581,4767,551,372,141,1987,360,1381,279,201,140,185,139,16,26,1180,217,5001600US1705,"Congressional District 5 (116th Congress), Illinois"
14741,1053,6971,601,6210,578,4827,460,0,27,4827,460,4531,441,296,104,1383,359,761,166,231,104,221,102,10,16,530,143,7770,680,6695,660,5064,524,0,27,5064,524,4717,510,347,130,1631,318,1075,180,112,69,93,63,19,26,963,147,5001600US1706,"Congressional District 6 (116th Congress), Illinois"
263725,3392,117280,2416,98222,2230,60491,1676,28,31,60463,1684,48440,1453,12023,835,37731,1658,19058,702,2344,320,2101,316,243,102,16714,699,146445,2084,115542,1960,79955,1774,15,25,79940,1770,68428,1742,11512,763,35587,1442,30903,801,4282,401,4036,402,246,79,26621,832,5001600US1707,"Congressional District 7 (116th Congress), Illinois"
25922,1440,11996,914,11096,901,8539,766,192,119,8347,762,7967,740,380,114,2557,438,900,224,222,112,211,111,11,17,678,193,13926,877,12519,875,9767,781,0,27,9767,781,8617,736,1150,290,2752,413,1407,211,212,84,162,75,50,45,1195,201,5001600US1708,"Congressional District 8 (116th Congress), Illinois"
50481,2075,24044,1200,21497,1170,15647,1000,48,56,15599,1008,14501,967,1098,260,5850,524,2547,323,714,192,688,190,26,25,1833,271,26437,1368,22810,1305,15411,1006,0,27,15411,1006,14462,1016,949,246,7399,841,3627,417,568,146,531,135,37,31,3059,428,5001600US1709,"Congressional District 9 (116th Congress), Illinois"
38269,1044,18628,683,16669,663,12508,652,1164,316,11344,604,10098,616,1246,251,4161,399,1959,138,573,139,562,138,11,22,1386,140,19641,586,16923,549,12776,633,435,194,12341,603,11044,615,1297,299,4147,447,2718,168,606,134,598,133,8,13,2112,184,5001600US1710,"Congressional District 10 (116th Congress), Illinois"
62685,1528,28628,1020,25495,970,20374,859,81,104,20293,859,18639,852,1654,273,5121,595,3133,300,662,215,615,219,47,38,2471,324,34057,951,29530,939,22402,887,0,27,22402,887,20369,873,2033,402,7128,655,4527,325,846,183,785,175,61,56,3681,335,5001600US1711,"Congressional District 11 (116th Congress), Illinois"
90819,890,43482,595,38376,605,22637,668,316,169,22321,656,18644,802,3677,540,15739,680,5106,147,714,162,671,154,43,49,4392,175,47337,538,39776,507,27862,715,181,103,27681,710,24390,876,3291,606,11914,706,7561,147,1000,195,956,190,44,33,6561,243,5001600US1712,"Congressional District 12 (116th Congress), Illinois"
60241,1110,28537,702,25708,704,16159,692,105,87,16054,678,13464,670,2590,431,9549,699,2829,120,368,108,353,113,15,19,2461,166,31704,742,27779,715,19948,853,10,17,19938,854,17931,847,2007,319,7831,728,3925,211,360,118,340,115,20,35,3565,246,5001600US1713,"Congressional District 13 (116th Congress), Illinois"
18513,1467,9532,909,8906,852,6947,709,0,27,6947,709,6245,647,702,258,1959,431,626,205,158,83,158,83,0,27,468,186,8981,767,8407,742,6718,729,0,27,6718,729,6199,707,519,237,1689,306,574,151,164,107,164,107,0,27,410,120,5001600US1714,"Congressional District 14 (116th Congress), Illinois"
23025,733,14678,553,13776,549,4213,560,0,27,4213,560,3549,559,664,197,9563,603,902,121,113,62,108,65,5,9,789,121,8347,416,7185,395,4776,411,0,27,4776,411,4022,393,754,237,2409,312,1162,146,98,56,98,56,0,27,1064,140,5001600US1715,"Congressional District 15 (116th Congress), Illinois"
21242,849,12071,585,11309,565,6200,548,54,80,6146,539,5315,494,831,288,5109,429,762,123,153,65,140,60,13,22,609,124,9171,601,8250,580,6164,521,0,27,6164,521,5082,446,1082,285,2086,398,921,187,123,67,123,67,0,27,798,180,5001600US1716,"Congressional District 16 (116th Congress), Illinois"
59584,925,29677,692,26616,682,15769,734,62,65,15707,743,12421,733,3286,380,10847,703,3061,167,431,99,425,99,6,9,2630,180,29907,585,25675,576,18275,679,0,27,18275,679,15186,643,3089,431,7400,554,4232,209,582,135,508,132,74,61,3650,227,5001600US1717,"Congressional District 17 (116th Congress), Illinois"
21103,789,11639,564,10698,508,5299,505,14,19,5285,507,4551,480,734,175,5399,461,941,163,145,68,145,68,0,27,796,137,9464,527,8245,497,5679,406,0,27,5679,406,5221,414,458,178,2566,374,1219,203,221,110,201,104,20,33,998,189,5001600US1718,"Congressional District 18 (116th Congress), Illinois"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US17ZZ,"Congressional Districts not defined (116th Congress), Illinois"
101308,780,46111,520,39025,546,24340,845,54,62,24286,845,21000,890,3286,409,14685,794,7086,111,962,180,920,174,42,36,6124,193,55197,505,44679,494,31258,796,0,28,31258,796,28173,810,3085,368,13421,760,10518,71,1453,229,1340,225,113,71,9065,233,5001600US1801,"Congressional District 1 (116th Congress), Indiana"
36266,837,17418,560,15579,574,9952,545,0,28,9952,545,9099,567,853,227,5627,482,1839,84,285,89,269,88,16,18,1554,112,18848,503,16243,503,11475,585,0,28,11475,585,9925,591,1550,341,4768,468,2605,73,416,100,371,93,45,30,2189,119,5001600US1802,"Congressional District 2 (116th Congress), Indiana"
33412,606,15844,421,13865,418,9386,467,0,28,9386,467,8135,444,1251,231,4479,397,1979,125,303,99,303,99,0,28,1676,154,17568,444,14997,455,10801,477,0,28,10801,477,9572,489,1229,343,4196,415,2571,64,456,119,417,121,39,30,2115,145,5001600US1803,"Congressional District 3 (116th Congress), Indiana"
23646,663,12841,332,12163,364,7622,472,10,18,7612,476,6703,490,909,283,4541,443,678,170,175,99,175,99,0,28,503,127,10805,493,9751,504,7409,514,0,28,7409,514,6753,442,656,266,2342,342,1054,156,176,92,176,92,0,28,878,168,5001600US1804,"Congressional District 4 (116th Congress), Indiana"
52594,1495,24794,963,21889,961,16315,962,41,49,16274,959,15018,967,1256,320,5574,584,2905,268,742,206,742,206,0,28,2163,213,27800,1056,23322,982,17976,972,0,28,17976,972,17113,951,863,250,5346,480,4478,329,856,196,816,197,40,40,3622,360,5001600US1805,"Congressional District 5 (116th Congress), Indiana"
15488,516,8574,364,7678,361,4691,455,0,28,4691,455,4294,517,397,179,2987,399,896,115,69,44,69,44,0,28,827,114,6914,351,5915,352,3765,368,0,28,3765,368,3606,346,159,74,2150,352,999,111,112,52,112,52,0,28,887,123,5001600US1806,"Congressional District 6 (116th Congress), Indiana"
