C23002B_001E,C23002B_001M,C23002B_002E,C23002B_002M,C23002B_003E,C23002B_003M,C23002B_004E,C23002B_004M,C23002B_005E,C23002B_005M,C23002B_006E,C23002B_006M,C23002B_007E,C23002B_007M,C23002B_008E,C23002B_008M,C23002B_009E,C23002B_009M,C23002B_010E,C23002B_010M,C23002B_011E,C23002B_011M,C23002B_012E,C23002B_012M,C23002B_013E,C23002B_013M,C23002B_014E,C23002B_014M,C23002B_015E,C23002B_015M,C23002B_016E,C23002B_016M,C23002B_017E,C23002B_017M,C23002B_018E,C23002B_018M,C23002B_019E,C23002B_019M,C23002B_020E,C23002B_020M,C23002B_021E,C23002B_021M,C23002B_022E,C23002B_022M,C23002B_023E,C23002B_023M,C23002B_024E,C23002B_024M,C23002B_025E,C23002B_025M,C23002B_026E,C23002B_026M,C23002B_027E,C23002B_027M,GEO_ID,NAME
Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Male:,Margin of Error!!Total:!!Male:,Estimate!!Total:!!Male:!!16 to 64 years:,Margin of Error!!Total:!!Male:!!16 to 64 years:,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Male:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Male:!!16 to 64 years:!!Not in labor force,Margin of Error!!Total:!!Male:!!16 to 64 years:!!Not in labor force,Estimate!!Total:!!Male:!!65 years and over:,Margin of Error!!Total:!!Male:!!65 years and over:,Estimate!!Total:!!Male:!!65 years and over:!!In labor force:,Margin of Error!!Total:!!Male:!!65 years and over:!!In labor force:,Estimate!!Total:!!Male:!!65 years and over:!!In labor force:!!Employed,Margin of Error!!Total:!!Male:!!65 years and over:!!In labor force:!!Employed,Estimate!!Total:!!Male:!!65 years and over:!!In labor force:!!Unemployed,Margin of Error!!Total:!!Male:!!65 years and over:!!In labor force:!!Unemployed,Estimate!!Total:!!Male:!!65 years and over:!!Not in labor force,Margin of Error!!Total:!!Male:!!65 years and over:!!Not in labor force,Estimate!!Total:!!Female:,Margin of Error!!Total:!!Female:,Estimate!!Total:!!Female:!!16 to 64 years:,Margin of Error!!Total:!!Female:!!16 to 64 years:,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!In Armed Forces,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!In Armed Forces,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Employed,Estimate!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Margin of Error!!Total:!!Female:!!16 to 64 years:!!In labor force:!!Civilian:!!Unemployed,Estimate!!Total:!!Female:!!16 to 64 years:!!Not in labor force,Margin of Error!!Total:!!Female:!!16 to 64 years:!!Not in labor force,Estimate!!Total:!!Female:!!65 years and over:,Margin of Error!!Total:!!Female:!!65 years and over:,Estimate!!Total:!!Female:!!65 years and over:!!In labor force:,Margin of Error!!Total:!!Female:!!65 years and over:!!In labor force:,Estimate!!Total:!!Female:!!65 years and over:!!In labor force:!!Employed,Margin of Error!!Total:!!Female:!!65 years and over:!!In labor force:!!Employed,Estimate!!Total:!!Female:!!65 years and over:!!In labor force:!!Unemployed,Margin of Error!!Total:!!Female:!!65 years and over:!!In labor force:!!Unemployed,Estimate!!Total:!!Female:!!65 years and over:!!Not in labor force,Margin of Error!!Total:!!Female:!!65 years and over:!!Not in labor force,id,Geographic Area Name
148581,1021,67415,567,57864,561,34573,1048,167,107,34406,1058,30154,982,4252,528,23291,1032,9551,99,1346,173,1322,174,24,20,8205,184,81166,659,67132,621,43252,1125,21,36,43231,1129,39224,1053,4007,568,23880,1226,14034,132,1720,219,1663,226,57,40,12314,258,5001600US0101,"Congressional District 1 (116th Congress), Alabama"
165778,1497,75966,935,66523,918,41605,1130,626,171,40979,1135,36885,1105,4094,468,24918,974,9443,227,1695,230,1639,235,56,40,7748,305,89812,873,76365,864,51143,1206,359,164,50784,1214,46502,1257,4282,521,25222,1006,13447,267,1724,219,1633,224,91,60,11723,326,5001600US0102,"Congressional District 2 (116th Congress), Alabama"
143823,1221,65616,636,56492,625,36746,1073,482,190,36264,1046,33037,1092,3227,434,19746,908,9124,185,1300,246,1275,240,25,23,7824,276,78207,829,65132,801,43662,1221,116,76,43546,1216,39543,1295,4003,577,21470,1081,13075,203,1090,196,1032,193,58,46,11985,265,5001600US0103,"Congressional District 3 (116th Congress), Alabama"
38301,687,17853,428,15274,413,9207,574,0,28,9207,574,8316,530,891,223,6067,523,2579,143,246,96,246,96,0,28,2333,147,20448,447,16694,446,10819,492,0,28,10819,492,10018,523,801,192,5875,429,3754,157,478,136,476,137,2,3,3276,178,5001600US0104,"Congressional District 4 (116th Congress), Alabama"
100828,763,47163,378,41867,382,29049,775,245,160,28804,785,26449,835,2355,515,12818,773,5296,130,976,187,922,181,54,35,4320,217,53665,563,45961,539,33351,794,163,197,33188,809,30608,857,2580,431,12610,711,7704,118,1288,252,1248,247,40,41,6416,287,5001600US0105,"Congressional District 5 (116th Congress), Alabama"
85866,1602,39750,1041,36110,995,25738,1079,162,142,25576,1037,23644,1013,1932,393,10372,779,3640,271,504,149,504,149,0,28,3136,222,46116,1040,40599,938,30693,1031,45,46,30648,1036,28738,954,1910,359,9906,712,5517,384,715,172,715,172,0,28,4802,394,5001600US0106,"Congressional District 6 (116th Congress), Alabama"
331026,2304,146570,1401,123420,1367,77119,1717,106,83,77013,1715,67190,1706,9823,876,46301,1486,23150,351,3465,393,3290,383,175,73,19685,478,184456,1408,149590,1334,96168,1630,110,80,96058,1617,85915,1662,10143,694,53422,1494,34866,487,4498,421,4320,413,178,73,30368,558,5001600US0107,"Congressional District 7 (116th Congress), Alabama"
19519,596,11372,370,10509,360,8602,472,1453,289,7149,502,6744,505,405,156,1907,365,863,84,228,84,214,84,14,22,635,94,8147,409,7177,388,5594,396,393,158,5201,437,5046,430,155,96,1583,270,970,146,161,76,131,67,30,29,809,163,5001600US0200,"Congressional District (at Large) (116th Congress), Alaska"
14625,925,7834,587,6824,535,3822,498,1,3,3821,498,3457,399,364,205,3002,354,1010,201,248,117,248,117,0,29,762,178,6791,590,5806,555,3711,428,8,11,3703,426,3199,405,504,211,2095,402,985,210,186,103,148,84,38,60,799,175,5001600US0401,"Congressional District 1 (116th Congress), Arizona"
23233,970,13263,602,11779,579,7629,583,606,171,7023,584,6519,577,504,155,4150,463,1484,142,290,103,285,101,5,7,1194,156,9970,599,8519,555,6540,551,289,97,6251,536,5606,536,645,161,1979,292,1451,170,175,70,160,69,15,24,1276,175,5001600US0402,"Congressional District 2 (116th Congress), Arizona"
28856,1412,15548,942,13936,935,9778,779,160,94,9618,770,9002,737,616,199,4158,479,1612,282,521,167,435,167,86,91,1091,230,13308,881,11358,857,8053,750,17,20,8036,753,7506,728,530,147,3305,411,1950,289,386,123,349,120,37,37,1564,302,5001600US0403,"Congressional District 3 (116th Congress), Arizona"
11499,877,7168,557,6379,562,2980,472,329,125,2651,444,2514,432,137,80,3399,345,789,185,236,132,189,113,47,61,553,171,4331,495,3496,481,2319,383,20,28,2299,385,2100,360,199,137,1177,280,835,193,203,110,203,110,0,29,632,186,5001600US0404,"Congressional District 4 (116th Congress), Arizona"
22531,1596,11904,995,10695,971,8615,822,0,29,8615,822,8038,804,577,217,2080,380,1209,215,353,130,353,130,0,29,856,169,10627,878,9165,836,7257,747,5,8,7252,746,6870,729,382,143,1908,315,1462,221,290,90,266,82,24,32,1172,216,5001600US0405,"Congressional District 5 (116th Congress), Arizona"
18294,1395,9096,860,8228,817,6598,645,8,12,6590,643,6041,669,549,249,1630,409,868,225,215,99,215,99,0,29,653,201,9198,784,8190,710,6240,663,0,29,6240,663,5550,670,690,220,1950,297,1008,242,232,119,223,116,9,18,776,218,5001600US0406,"Congressional District 6 (116th Congress), Arizona"
58737,2443,28883,1469,25997,1443,18226,1260,89,72,18137,1261,16514,1217,1623,336,7771,623,2886,247,386,124,379,121,7,12,2500,235,29854,1484,26247,1480,18427,1208,27,34,18400,1210,16341,1164,2059,373,7820,816,3607,325,500,109,496,109,4,11,3107,317,5001600US0407,"Congressional District 7 (116th Congress), Arizona"
28134,1559,13838,940,12077,888,9295,761,307,148,8988,726,7956,669,1032,292,2782,420,1761,252,383,155,262,94,121,113,1378,228,14296,938,11925,917,8715,770,35,29,8680,766,7941,736,739,205,3210,416,2371,337,382,107,372,106,10,17,1989,312,5001600US0408,"Congressional District 8 (116th Congress), Arizona"
37976,1922,18558,1239,17301,1232,14220,1068,7,10,14213,1068,13146,990,1067,272,3081,502,1257,272,244,116,244,116,0,29,1013,252,19418,1228,17588,1228,13388,1082,0,29,13388,1082,12516,1076,872,217,4200,566,1830,275,275,124,255,123,20,25,1555,307,5001600US0409,"Congressional District 9 (116th Congress), Arizona"
94072,863,45711,689,40103,669,22179,803,32,54,22147,808,18962,751,3185,414,17924,766,5608,140,922,168,863,162,59,59,4686,168,48361,539,40491,512,27083,672,26,32,27057,670,23923,730,3134,444,13408,659,7870,173,892,195,872,193,20,18,6978,271,5001600US0501,"Congressional District 1 (116th Congress), Arkansas"
130994,825,58886,469,52382,461,36128,1023,432,164,35696,1049,33306,1114,2390,392,16254,998,6504,80,1231,234,1167,234,64,42,5273,246,72108,586,62656,590,43807,1063,285,178,43522,1078,40901,1058,2621,428,18849,1138,9452,80,1285,214,1218,210,67,51,8167,226,5001600US0502,"Congressional District 2 (116th Congress), Arkansas"
18382,360,9436,289,8925,270,5891,398,0,28,5891,398,5383,426,508,205,3034,327,511,109,17,23,17,23,0,28,494,109,8946,268,8112,319,5231,364,0,28,5231,364,4956,332,275,133,2881,362,834,162,55,47,55,47,0,28,779,155,5001600US0503,"Congressional District 3 (116th Congress), Arkansas"
105994,574,49203,430,41083,430,23990,726,6,9,23984,725,21217,709,2767,432,17093,805,8120,126,1070,216,967,201,103,77,7050,232,56791,450,45950,441,29998,710,26,33,29972,713,27140,802,2832,384,15952,742,10841,166,1331,208,1323,210,8,12,9510,285,5001600US0504,"Congressional District 4 (116th Congress), Arkansas"
9265,415,6494,380,5874,374,2224,275,7,13,2217,274,1894,232,323,154,3650,343,620,147,68,40,68,40,0,29,552,144,2771,270,2401,266,1534,241,0,29,1534,241,1359,226,175,99,867,209,370,83,92,54,92,54,0,29,278,83,5001600US0601,"Congressional District 1 (116th Congress), California"
9304,636,6009,514,5539,504,2611,420,15,23,2596,425,2457,405,139,81,2928,405,470,122,106,61,106,61,0,29,364,113,3295,382,2794,369,1744,324,9,19,1735,326,1586,310,149,90,1050,251,501,71,61,33,61,33,0,29,440,78,5001600US0602,"Congressional District 2 (116th Congress), California"
38093,1150,21261,693,18376,688,10692,625,543,186,10149,604,8961,565,1188,270,7684,598,2885,221,601,139,526,146,75,74,2284,215,16832,717,13510,702,9355,618,243,99,9112,610,8415,633,697,199,4155,493,3322,280,552,176,513,169,39,36,2770,235,5001600US0603,"Congressional District 3 (116th Congress), California"
8910,447,5745,345,4911,308,2504,231,14,22,2490,224,2318,199,172,102,2407,248,834,153,153,91,153,91,0,29,681,148,3165,287,2520,261,1633,247,0,29,1633,247,1585,239,48,47,887,252,645,145,60,54,60,54,0,29,585,140,5001600US0604,"Congressional District 4 (116th Congress), California"
37929,1296,17450,761,14924,724,10994,620,0,29,10994,620,9604,616,1390,309,3930,355,2526,250,553,128,502,129,51,36,1973,248,20479,880,16995,827,11965,720,0,29,11965,720,10876,739,1089,285,5030,574,3484,347,683,188,570,176,113,77,2801,324,5001600US0605,"Congressional District 5 (116th Congress), California"
73773,1587,34773,1089,30145,1038,20404,930,9,15,20395,934,18330,874,2065,385,9741,759,4628,337,642,156,582,151,60,41,3986,320,39000,1048,32854,1013,22536,1026,0,29,22536,1026,19687,1032,2849,462,10318,714,6146,276,746,200,732,201,14,16,5400,305,5001600US0606,"Congressional District 6 (116th Congress), California"
44704,1584,22749,1008,20305,942,13382,773,34,32,13348,777,11194,723,2154,412,6923,712,2444,345,299,99,299,99,0,29,2145,337,21955,1016,18634,944,12893,766,54,50,12839,760,11420,844,1419,350,5741,615,3321,281,424,127,424,127,0,29,2897,258,5001600US0607,"Congressional District 7 (116th Congress), California"
41524,2204,19661,1263,17215,1196,10648,806,1177,329,9471,784,8202,785,1269,325,6567,799,2446,299,294,102,294,102,0,29,2152,317,21863,1443,18926,1383,11739,1128,82,66,11657,1117,10205,1098,1452,379,7187,785,2937,396,210,85,198,81,12,21,2727,386,5001600US0608,"Congressional District 8 (116th Congress), California"
53203,1598,25283,1007,22346,973,15222,823,12,28,15210,831,13326,792,1884,332,7124,710,2937,274,361,114,357,115,4,7,2576,294,27920,943,23905,936,16359,890,16,25,16343,887,14329,850,2014,481,7546,644,4015,342,510,150,499,151,11,16,3505,324,5001600US0609,"Congressional District 9 (116th Congress), California"
19869,800,10249,535,9036,521,5633,472,65,96,5568,461,4970,499,598,190,3403,435,1213,117,187,84,187,84,0,29,1026,119,9620,458,8128,423,5544,441,0,29,5544,441,5099,452,445,170,2584,334,1492,154,90,67,70,59,20,25,1402,158,5001600US0610,"Congressional District 10 (116th Congress), California"
51273,1446,23617,897,19933,861,13939,756,59,76,13880,764,12567,753,1313,291,5994,568,3684,318,652,169,596,154,56,66,3032,317,27656,953,22057,937,16280,883,0,29,16280,883,14202,821,2078,422,5777,545,5599,304,946,205,933,202,13,22,4653,295,5001600US0611,"Congressional District 11 (116th Congress), California"
34826,881,18276,615,15204,628,10145,642,18,28,10127,645,9246,677,881,212,5059,529,3072,149,433,118,332,106,101,74,2639,193,16550,504,13301,477,8010,540,0,29,8010,540,7143,510,867,253,5291,473,3249,202,665,159,597,153,68,43,2584,213,5001600US0612,"Congressional District 12 (116th Congress), California"
106994,1832,49262,1105,40855,1053,29077,971,68,46,29009,972,26493,974,2516,418,11778,753,8407,300,1907,240,1823,231,84,61,6500,356,57732,1172,45749,1052,31348,1008,14,24,31334,1005,28256,1022,3078,449,14401,849,11983,360,2238,287,2132,290,106,55,9745,371,5001600US0613,"Congressional District 13 (116th Congress), California"
18867,840,9864,547,7969,531,6109,510,0,29,6109,510,5455,494,654,206,1860,264,1895,168,509,147,480,142,29,34,1386,162,9003,483,6365,468,4685,401,0,29,4685,401,4269,410,416,136,1680,309,2638,158,302,102,302,102,0,29,2336,169,5001600US0614,"Congressional District 14 (116th Congress), California"
35687,1821,17710,1045,15474,986,11838,942,0,29,11838,942,10867,882,971,256,3636,462,2236,265,468,121,426,116,42,38,1768,244,17977,1140,15092,982,11317,924,21,33,11296,922,10228,836,1068,266,3775,470,2885,339,586,179,586,179,0,29,2299,309,5001600US0615,"Congressional District 15 (116th Congress), California"
31289,1027,14727,691,12831,656,6573,569,26,31,6547,572,4928,570,1619,319,6258,557,1896,155,371,106,360,107,11,18,1525,184,16562,624,14083,591,7933,626,18,29,7915,630,6378,599,1537,332,6150,526,2479,197,290,101,250,91,40,36,2189,203,5001600US0616,"Congressional District 16 (116th Congress), California"
16060,1406,8640,836,8006,793,6124,658,0,29,6124,658,5616,647,508,255,1882,392,634,134,221,98,194,100,27,32,413,115,7420,788,6402,736,4600,573,0,29,4600,573,4387,552,213,140,1802,368,1018,212,264,102,209,112,55,58,754,164,5001600US0617,"Congressional District 17 (116th Congress), California"
12252,1137,6699,658,6002,631,4485,519,27,35,4458,524,4214,508,244,125,1517,344,697,142,280,109,268,107,12,18,417,109,5553,683,4886,626,3968,547,5,7,3963,547,3787,512,176,129,918,234,667,189,96,73,96,73,0,29,571,177,5001600US0618,"Congressional District 18 (116th Congress), California"
17548,1130,8959,666,7749,629,5934,590,0,29,5934,590,5558,543,376,139,1815,272,1210,142,287,95,280,94,7,10,923,144,8589,668,7009,629,5346,550,0,29,5346,550,5023,528,323,124,1663,295,1580,157,255,87,255,87,0,29,1325,157,5001600US0619,"Congressional District 19 (116th Congress), California"
12659,507,8135,325,7157,308,3642,406,169,91,3473,398,3103,363,370,172,3515,389,978,109,152,86,145,86,7,10,826,114,4524,310,3863,304,2503,278,54,56,2449,294,2261,284,188,94,1360,233,661,79,57,33,57,33,0,29,604,80,5001600US0620,"Congressional District 20 (116th Congress), California"
21422,1014,14618,667,13454,603,4725,595,638,151,4087,579,3248,531,839,239,8729,625,1164,191,149,84,142,83,7,12,1015,193,6804,510,5699,460,3550,392,118,84,3432,390,2973,363,459,154,2149,342,1105,181,177,94,177,94,0,29,928,166,5001600US0621,"Congressional District 21 (116th Congress), California"
17744,1061,9258,739,8378,704,6254,678,84,80,6170,671,5503,640,667,203,2124,430,880,150,103,66,77,48,26,41,777,152,8486,607,7365,581,4976,506,0,29,4976,506,4302,430,674,213,2389,378,1121,199,116,67,116,67,0,29,1005,193,5001600US0622,"Congressional District 22 (116th Congress), California"
36048,1446,18275,886,16657,870,9431,586,219,105,9212,589,7983,576,1229,260,7226,657,1618,229,198,75,198,75,0,29,1420,234,17773,903,15567,819,9289,747,3,8,9286,747,8225,667,1061,283,6278,717,2206,255,335,128,335,128,0,29,1871,239,5001600US0623,"Congressional District 23 (116th Congress), California"
12442,471,7762,347,6977,331,3834,384,199,156,3635,391,3307,407,328,159,3143,319,785,78,134,59,134,59,0,29,651,92,4680,272,3900,269,2956,306,234,238,2722,279,2343,244,379,265,944,218,780,89,198,108,187,109,11,17,582,107,5001600US0624,"Congressional District 24 (116th Congress), California"
42376,1767,20895,1092,18669,1098,10965,825,34,33,10931,822,9655,710,1276,306,7704,652,2226,295,528,172,505,176,23,21,1698,245,21481,1151,18584,1039,11196,704,0,29,11196,704,10007,657,1189,211,7388,756,2897,348,523,177,489,165,34,39,2374,296,5001600US0625,"Congressional District 25 (116th Congress), California"
11735,529,6537,338,5712,316,4364,341,395,158,3969,371,3659,389,310,124,1348,263,825,81,247,67,247,67,0,29,578,88,5198,350,4265,352,3125,340,122,74,3003,334,2733,327,270,137,1140,246,933,103,251,74,251,74,0,29,682,95,5001600US0626,"Congressional District 26 (116th Congress), California"
26888,1731,12907,1079,10442,941,7291,736,25,37,7266,740,6434,679,832,182,3151,513,2465,333,558,149,532,155,26,41,1907,291,13981,1024,10134,853,7310,722,20,21,7290,718,6916,713,374,122,2824,357,3847,377,642,135,557,142,85,74,3205,358,5001600US0627,"Congressional District 27 (116th Congress), California"
18791,1345,10192,888,9085,863,7362,815,0,29,7362,815,6690,754,672,202,1723,280,1107,212,252,95,223,93,29,28,855,191,8599,716,7742,691,6245,631,92,119,6153,599,5638,552,515,197,1497,297,857,182,175,84,175,84,0,29,682,176,5001600US0628,"Congressional District 28 (116th Congress), California"
23610,1255,12152,930,10767,889,8145,741,0,29,8145,741,7417,655,728,232,2622,355,1385,195,400,111,332,99,68,46,985,155,11458,735,9616,709,7092,609,16,26,7076,605,6663,612,413,128,2524,319,1842,268,389,129,382,128,7,11,1453,237,5001600US0629,"Congressional District 29 (116th Congress), California"
31198,1899,15847,1063,14667,1038,12172,953,14,22,12158,951,11208,919,950,287,2495,363,1180,214,366,120,334,116,32,36,814,193,15351,1169,13808,1124,10706,910,0,29,10706,910,9833,871,873,253,3102,444,1543,250,265,120,255,121,10,15,1278,210,5001600US0630,"Congressional District 30 (116th Congress), California"
63771,2111,29767,1295,26018,1237,16812,1029,38,50,16774,1024,14435,942,2339,439,9206,697,3749,346,799,192,768,186,31,41,2950,345,34004,1233,28867,1183,20151,1036,0,29,20151,1036,18050,980,2101,403,8716,779,5137,452,567,153,534,140,33,41,4570,454,5001600US0631,"Congressional District 31 (116th Congress), California"
15796,1128,7713,722,6636,696,4655,576,31,30,4624,575,4267,535,357,123,1981,367,1077,163,234,70,234,70,0,29,843,144,8083,677,6550,616,4492,508,0,29,4492,508,4033,493,459,151,2058,327,1533,223,170,58,154,56,16,18,1363,216,5001600US0632,"Congressional District 32 (116th Congress), California"
19476,1558,9101,870,7972,817,6151,739,35,56,6116,735,5524,717,592,190,1821,370,1129,244,377,162,377,162,0,29,752,189,10375,950,8772,909,6196,715,55,50,6141,718,5718,687,423,174,2576,437,1603,273,226,108,216,108,10,16,1377,235,5001600US0633,"Congressional District 33 (116th Congress), California"
33040,1556,19902,1149,18183,1114,10042,801,17,24,10025,802,8808,727,1217,298,8141,739,1719,311,289,113,229,92,60,61,1430,282,13138,871,11797,844,8076,711,0,29,8076,711,7251,711,825,223,3721,470,1341,235,155,68,149,68,6,9,1186,211,5001600US0634,"Congressional District 34 (116th Congress), California"
36996,1540,18627,959,16202,894,10165,732,79,80,10086,739,9073,716,1013,238,6037,553,2425,263,443,132,412,128,31,29,1982,245,18369,977,14788,937,10286,740,11,18,10275,741,9487,719,788,208,4502,500,3581,365,570,188,541,185,29,26,3011,314,5001600US0635,"Congressional District 35 (116th Congress), California"
27227,1647,13910,990,11653,935,6475,693,0,29,6475,693,5614,659,861,206,5178,581,2257,284,341,131,276,118,65,78,1916,273,13317,1028,10758,976,6334,626,12,26,6322,622,5361,589,961,311,4424,676,2559,336,353,121,339,123,14,20,2206,320,5001600US0636,"Congressional District 36 (116th Congress), California"
141031,3020,62837,1852,50900,1763,34900,1371,80,93,34820,1372,30706,1187,4114,508,16000,927,11937,576,2765,361,2576,357,189,104,9172,492,78194,1990,58740,1789,41309,1475,0,29,41309,1475,37779,1381,3530,496,17431,930,19454,674,2914,313,2772,319,142,79,16540,614,5001600US0637,"Congressional District 37 (116th Congress), California"
23181,1326,10756,845,9264,802,6562,674,0,29,6562,674,5829,588,733,235,2702,368,1492,272,395,142,382,141,13,16,1097,216,12425,839,10505,819,7373,650,0,29,7373,650,6895,626,478,155,3132,423,1920,236,275,92,265,90,10,15,1645,222,5001600US0638,"Congressional District 38 (116th Congress), California"
14437,1118,7352,726,6176,690,4674,581,0,29,4674,581,4155,576,519,187,1502,358,1176,190,283,113,275,112,8,13,893,184,7085,633,5802,630,4215,476,29,47,4186,465,3462,413,724,257,1587,313,1283,213,271,120,271,120,0,29,1012,201,5001600US0639,"Congressional District 39 (116th Congress), California"
27326,1372,12131,789,10353,705,6874,542,28,42,6846,541,5999,463,847,243,3479,421,1778,248,146,77,125,74,21,30,1632,227,15195,950,12304,886,7606,627,0,29,7606,627,6683,534,923,225,4698,524,2891,312,466,121,433,121,33,36,2425,279,5001600US0640,"Congressional District 40 (116th Congress), California"
55304,2112,25666,1105,22232,1077,15175,984,14,22,15161,985,13254,886,1907,333,7057,658,3434,347,660,157,638,153,22,21,2774,321,29638,1352,24708,1218,16532,1033,17,29,16515,1032,14809,929,1706,300,8176,631,4930,385,924,250,825,218,99,125,4006,335,5001600US0641,"Congressional District 41 (116th Congress), California"
37227,1820,19541,1134,17546,1081,12183,894,201,95,11982,904,11110,856,872,258,5363,615,1995,258,272,103,257,101,15,16,1723,250,17686,1111,15183,1008,10929,876,30,33,10899,874,10073,869,826,263,4254,565,2503,314,373,90,336,81,37,45,2130,295,5001600US0642,"Congressional District 42 (116th Congress), California"
129709,3016,55970,1989,46389,1933,32941,1393,31,34,32910,1391,29190,1243,3720,556,13448,1019,9581,587,1666,276,1601,264,65,45,7915,536,73739,1915,58735,1715,42456,1409,0,29,42456,1409,38915,1337,3541,410,16279,1114,15004,597,2208,271,1992,282,216,95,12796,574,5001600US0643,"Congressional District 43 (116th Congress), California"
88702,2310,39113,1467,32152,1345,21352,1009,53,66,21299,1004,17594,868,3705,541,10800,923,6961,479,1100,196,1000,176,100,67,5861,439,49589,1504,38612,1351,25855,1077,0,29,25855,1077,23006,1027,2849,365,12757,864,10977,541,1503,235,1405,219,98,59,9474,537,5001600US0644,"Congressional District 44 (116th Congress), California"
11514,1123,6010,670,5508,652,4367,536,0,29,4367,536,4174,510,193,127,1141,266,502,117,114,63,97,56,17,27,388,105,5504,668,4711,621,3169,453,0,29,3169,453,2853,423,316,234,1542,390,793,212,104,62,104,62,0,29,689,218,5001600US0645,"Congressional District 45 (116th Congress), California"
11916,987,6059,556,5490,538,3871,427,23,19,3848,429,3588,402,260,106,1619,269,569,148,149,70,149,70,0,29,420,143,5857,647,5052,577,3665,511,0,29,3665,511,3439,486,226,132,1387,279,805,185,152,71,152,71,0,29,653,185,5001600US0646,"Congressional District 46 (116th Congress), California"
42598,1553,20085,1084,17671,1054,12320,897,14,29,12306,898,11224,858,1082,226,5351,553,2414,318,401,124,385,121,16,19,2013,319,22513,1195,19186,1151,13807,880,9,15,13798,881,12648,810,1150,281,5379,669,3327,373,396,121,375,120,21,22,2931,347,5001600US0647,"Congressional District 47 (116th Congress), California"
8496,887,4554,573,3829,524,3371,498,36,37,3335,499,3108,477,227,117,458,116,725,176,214,93,214,93,0,29,511,147,3942,562,3437,557,2645,432,5,6,2640,434,2436,401,204,120,792,278,505,132,70,42,49,34,21,32,435,129,5001600US0648,"Congressional District 48 (116th Congress), California"
15485,1362,8806,898,8137,884,6847,777,2357,484,4490,696,4101,632,389,169,1290,306,669,201,117,72,117,72,0,29,552,198,6679,779,5878,723,4091,601,147,74,3944,612,3598,555,346,190,1787,434,801,201,37,37,37,37,0,29,764,202,5001600US0649,"Congressional District 49 (116th Congress), California"
16471,1386,9081,886,8222,867,6594,759,356,153,6238,756,5695,736,543,192,1628,337,859,203,166,86,166,86,0,29,693,177,7390,823,6449,783,4115,567,126,122,3989,568,3209,536,780,242,2334,444,941,187,178,76,178,76,0,29,763,163,5001600US0650,"Congressional District 50 (116th Congress), California"
39871,1692,23343,1078,20706,988,13394,908,2655,468,10739,809,9045,793,1694,393,7312,563,2637,313,461,135,400,124,61,54,2176,296,16528,1003,13419,927,8687,700,602,181,8085,667,6894,613,1191,241,4732,572,3109,273,365,127,352,127,13,16,2744,285,5001600US0651,"Congressional District 51 (116th Congress), California"
19713,1538,11692,1024,10882,972,8777,890,2101,531,6676,765,6130,750,546,196,2105,362,810,212,138,71,138,71,0,29,672,196,8021,896,7216,869,5251,717,363,151,4888,715,4467,672,421,201,1965,340,805,207,190,87,190,87,0,29,615,192,5001600US0652,"Congressional District 52 (116th Congress), California"
51405,2115,26744,1338,23958,1284,18923,1058,1171,310,17752,1007,15925,1012,1827,356,5035,654,2786,231,568,143,531,135,37,54,2218,254,24661,1153,21257,1077,15809,920,450,147,15359,925,13616,856,1743,367,5448,580,3404,319,554,141,534,139,20,35,2850,325,5001600US0653,"Congressional District 53 (116th Congress), California"
52562,792,26593,557,22916,551,17292,767,75,93,17217,777,16014,723,1203,312,5624,643,3677,112,679,170,671,171,8,13,2998,190,25969,449,21179,428,14812,615,16,24,14796,613,13769,634,1027,262,6367,542,4790,136,654,156,634,153,20,23,4136,196,5001600US0801,"Congressional District 1 (116th Congress), Colorado"
