C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,GEO_ID,NAME
29773,301,15162,327,14357,306,11803,307,26,39,11777,300,11278,307,499,164,2554,263,805,87,222,77,211,75,11,16,583,86,14611,234,13629,237,9642,408,0,28,9642,408,8956,427,686,181,3987,424,982,127,211,80,200,81,11,19,771,132,5001600US1803,"Congressional District 3 (116th Congress), Indiana"
30696,276,16292,325,15670,351,12589,483,17,27,12572,485,12101,467,471,136,3081,473,622,152,248,114,200,108,48,39,374,121,14404,327,13618,338,8929,444,0,28,8929,444,8194,455,735,227,4689,430,786,161,126,76,111,70,15,24,660,151,5001600US1804,"Congressional District 4 (116th Congress), Indiana"
23171,1079,11748,685,11300,707,9468,548,29,45,9439,548,9120,579,319,153,1832,388,448,120,131,100,131,100,0,28,317,84,11423,545,10479,563,7391,499,16,28,7375,500,6999,485,376,152,3088,566,944,180,208,123,201,124,7,12,736,151,5001600US1805,"Congressional District 5 (116th Congress), Indiana"
13225,257,7076,330,6620,286,5368,310,11,19,5357,309,4949,332,408,154,1252,176,456,163,105,79,105,79,0,28,351,140,6149,230,5587,230,3336,291,0,28,3336,291,2976,303,360,140,2251,296,562,139,53,40,53,40,0,28,509,140,5001600US1806,"Congressional District 6 (116th Congress), Indiana"
53074,1128,27915,690,26877,696,22844,713,42,41,22802,715,22067,766,735,264,4033,578,1038,49,309,93,293,92,16,26,729,111,25159,602,24230,605,14855,661,7,13,14848,659,13784,610,1064,316,9375,769,929,118,196,91,168,86,28,30,733,138,5001600US1807,"Congressional District 7 (116th Congress), Indiana"
11710,243,6537,240,6142,230,4658,269,46,69,4612,259,4461,279,151,78,1484,235,395,104,67,42,67,42,0,28,328,96,5173,214,4841,227,2821,267,36,69,2785,261,2620,257,165,98,2020,283,332,100,76,45,76,45,0,28,256,86,5001600US1808,"Congressional District 8 (116th Congress), Indiana"
17250,232,8957,263,8704,303,7519,349,47,71,7472,356,7188,406,284,152,1185,225,253,123,25,20,25,20,0,28,228,124,8293,245,7704,245,4861,413,0,28,4861,413,4580,407,281,136,2843,374,589,172,171,111,158,111,13,14,418,156,5001600US1809,"Congressional District 9 (116th Congress), Indiana"
20422,140,10408,214,9854,198,8415,241,13,16,8402,240,7752,257,650,173,1439,223,554,94,216,83,151,71,65,54,338,83,10014,161,9383,186,6585,332,0,23,6585,332,6105,341,480,136,2798,340,631,99,100,53,82,53,18,20,531,102,5001600US1901,"Congressional District 1 (116th Congress), Iowa"
30549,216,15688,249,14730,254,12044,289,29,33,12015,299,11153,306,862,196,2686,304,958,105,201,84,198,84,3,5,757,92,14861,174,13879,180,9954,329,0,23,9954,329,9468,340,486,122,3925,338,982,90,137,69,137,69,0,23,845,99,5001600US1902,"Congressional District 2 (116th Congress), Iowa"
37061,197,19266,264,18378,261,15738,301,76,59,15662,302,15066,326,596,171,2640,299,888,130,234,82,234,82,0,23,654,133,17795,184,16723,179,11779,438,1,4,11778,438,10920,428,858,226,4944,394,1072,106,259,94,259,94,0,23,813,106,5001600US1903,"Congressional District 3 (116th Congress), Iowa"
34132,205,17887,226,17356,217,14869,303,24,33,14845,304,14088,329,757,211,2487,281,531,67,170,65,168,64,2,4,361,61,16245,207,15400,250,9904,468,26,29,9878,461,8957,461,921,220,5496,449,845,136,127,61,127,61,0,23,718,130,5001600US1904,"Congressional District 4 (116th Congress), Iowa"
75031,388,40019,325,37534,359,32115,452,1931,270,30184,452,28595,519,1589,342,5419,474,2485,151,823,180,814,180,9,10,1662,162,35012,329,32622,341,22354,728,173,76,22181,725,20679,738,1502,294,10268,712,2390,133,410,116,410,116,0,24,1980,166,5001600US2001,"Congressional District 1 (116th Congress), Kansas"
32670,277,16854,261,15575,262,11894,367,214,102,11680,381,11138,391,542,146,3681,361,1279,151,366,104,355,103,11,18,913,172,15816,256,14276,264,10287,391,44,34,10243,393,9805,401,438,217,3989,349,1540,129,228,83,185,85,43,48,1312,141,5001600US2002,"Congressional District 2 (116th Congress), Kansas"
61567,303,31564,225,29735,227,26043,364,77,62,25966,377,24853,377,1113,252,3692,372,1829,44,673,121,659,122,14,17,1156,132,30003,182,27786,182,19740,570,42,58,19698,565,18310,591,1388,260,8046,555,2217,8,520,137,489,135,31,33,1697,137,5001600US2003,"Congressional District 3 (116th Congress), Kansas"
58376,286,30167,283,28074,294,23756,543,396,171,23360,566,21921,546,1439,333,4318,540,2093,104,454,127,449,126,5,7,1639,137,28209,233,25904,240,17458,587,70,62,17388,592,16104,589,1284,257,8446,564,2305,74,372,105,367,105,5,7,1933,118,5001600US2004,"Congressional District 4 (116th Congress), Kansas"
14744,350,8450,381,8070,369,6638,423,1176,169,5462,425,5075,442,387,160,1432,264,380,108,115,61,91,55,24,33,265,103,6294,322,5706,321,3048,337,43,57,3005,345,2602,355,403,147,2658,309,588,153,38,34,38,34,0,27,550,148,5001600US2101,"Congressional District 1 (116th Congress), Kentucky"
17151,333,9346,300,8793,295,7259,342,471,153,6788,361,6323,381,465,140,1534,281,553,139,190,91,190,91,0,27,363,107,7805,260,7204,250,4539,319,74,52,4465,308,4104,298,361,147,2665,323,601,95,85,59,85,59,0,27,516,88,5001600US2102,"Congressional District 2 (116th Congress), Kentucky"
28069,179,14854,134,14001,134,12468,316,54,69,12414,318,11878,349,536,166,1533,317,853,2,255,94,249,95,6,10,598,94,13215,122,12376,122,8940,414,7,13,8933,413,8504,416,429,153,3436,430,839,25,68,39,68,39,0,27,771,49,5001600US2103,"Congressional District 3 (116th Congress), Kentucky"
16199,246,9291,332,8943,333,7432,430,80,98,7352,438,6952,470,400,152,1511,291,348,130,36,28,36,28,0,27,312,126,6908,271,6491,303,4405,390,0,27,4405,390,4214,393,191,82,2086,282,417,126,27,26,27,26,0,27,390,125,5001600US2104,"Congressional District 4 (116th Congress), Kentucky"
6035,379,3494,408,3277,401,1791,262,0,27,1791,262,1688,258,103,88,1486,307,217,97,29,30,29,30,0,27,188,91,2541,320,2185,292,1062,216,0,27,1062,216,979,205,83,63,1123,303,356,110,62,62,62,62,0,27,294,99,5001600US2105,"Congressional District 5 (116th Congress), Kentucky"
23694,303,13037,274,12500,252,10845,296,13,18,10832,293,10381,301,451,161,1655,264,537,98,296,102,219,100,77,82,241,104,10657,255,9949,231,6475,369,0,27,6475,369,6269,361,206,93,3474,337,708,109,223,109,223,109,0,27,485,93,5001600US2106,"Congressional District 6 (116th Congress), Kentucky"
51982,1352,27548,854,25006,842,21933,984,257,137,21676,1023,20496,1053,1180,325,3073,459,2542,205,773,149,766,148,7,10,1769,193,24434,743,20848,676,12948,657,7,15,12941,656,12161,642,780,210,7900,554,3586,241,649,151,627,151,22,26,2937,230,5001600US2201,"Congressional District 1 (116th Congress), Louisiana"
37913,1521,20575,994,18420,965,15688,876,74,42,15614,875,14767,833,847,227,2732,340,2155,264,668,196,651,193,17,19,1487,225,17338,776,15063,704,9697,571,13,20,9684,572,8669,600,1015,225,5366,532,2275,276,312,112,310,111,2,10,1963,252,5001600US2202,"Congressional District 2 (116th Congress), Louisiana"
22037,211,12120,214,11174,304,9484,357,56,55,9428,363,8790,390,638,238,1690,332,946,211,316,157,316,157,0,30,630,219,9917,198,8898,213,4245,441,0,30,4245,441,3843,392,402,177,4653,445,1019,101,242,103,198,93,44,52,777,125,5001600US2203,"Congressional District 3 (116th Congress), Louisiana"
21061,326,12177,322,11242,303,7655,389,1460,200,6195,429,5710,434,485,172,3587,374,935,157,212,84,203,80,9,15,723,145,8884,299,8000,317,4464,367,54,40,4410,368,4077,346,333,127,3536,482,884,119,224,79,206,72,18,24,660,115,5001600US2204,"Congressional District 4 (116th Congress), Louisiana"
13322,488,7826,355,7132,292,3998,313,36,48,3962,331,3829,325,133,82,3134,291,694,172,220,117,204,119,16,28,474,147,5496,330,4669,295,2715,293,29,38,2686,291,2555,276,131,82,1954,245,827,156,133,63,121,61,12,20,694,154,5001600US2205,"Congressional District 5 (116th Congress), Louisiana"
24652,952,13443,673,12233,692,10642,643,138,100,10504,628,10093,590,411,148,1591,332,1210,178,424,162,417,161,7,12,786,177,11209,468,9989,504,6200,528,18,28,6182,524,5785,496,397,217,3789,405,1220,188,82,53,68,46,14,24,1138,199,5001600US2206,"Congressional District 6 (116th Congress), Louisiana"
9152,142,4613,160,4293,154,3396,237,258,148,3138,248,2981,253,157,102,897,188,320,70,75,48,75,48,0,24,245,73,4539,116,3997,127,3154,202,0,24,3154,202,3071,217,83,56,843,180,542,69,87,46,87,46,0,24,455,75,5001600US2301,"Congressional District 1 (116th Congress), Maine"
6672,140,3367,169,3015,161,2075,190,3,4,2072,190,1937,189,135,67,940,189,352,74,60,38,60,38,0,24,292,67,3305,135,2916,127,2038,165,0,24,2038,165,1960,162,78,41,878,125,389,77,48,41,45,41,3,4,341,78,5001600US2302,"Congressional District 2 (116th Congress), Maine"
19858,526,10821,404,10081,393,8275,364,105,87,8170,381,7719,363,451,241,1806,269,740,173,321,121,309,119,12,19,419,132,9037,336,8391,340,5415,366,0,28,5415,366,5116,380,299,132,2976,284,646,133,29,24,29,24,0,28,617,133,5001600US2401,"Congressional District 1 (116th Congress), Maryland"
36900,1803,19027,1123,18268,1102,15873,971,620,171,15253,927,14578,893,675,224,2395,384,759,157,278,109,205,95,73,82,481,136,17873,925,16702,891,11562,717,192,118,11370,697,10651,669,719,195,5140,597,1171,181,248,114,231,110,17,27,923,181,5001600US2402,"Congressional District 2 (116th Congress), Maryland"
47091,2095,24580,1430,23360,1362,20482,1364,779,353,19703,1329,18806,1298,897,263,2878,403,1220,208,287,135,287,135,0,28,933,197,22511,1045,20967,1006,15356,949,239,117,15117,951,14026,923,1091,285,5611,576,1544,299,204,79,204,79,0,28,1340,276,5001600US2403,"Congressional District 3 (116th Congress), Maryland"
86461,1628,47123,1101,45228,1069,41193,976,291,104,40902,962,39507,986,1395,238,4035,409,1895,192,830,149,800,153,30,34,1065,151,39338,831,36843,802,25705,776,102,67,25603,768,23986,761,1617,275,11138,682,2495,257,508,151,475,143,33,38,1987,261,5001600US2404,"Congressional District 4 (116th Congress), Maryland"
47986,1549,25683,1068,24361,1039,21504,926,508,165,20996,959,20488,942,508,150,2857,370,1322,203,473,131,467,132,6,11,849,196,22303,736,20761,705,14027,701,50,40,13977,700,13146,693,831,184,6734,608,1542,255,156,78,156,78,0,28,1386,257,5001600US2405,"Congressional District 5 (116th Congress), Maryland"
77114,1742,39574,1002,37013,939,31751,967,135,72,31616,974,30452,1002,1164,296,5262,538,2561,285,1068,235,959,226,109,57,1493,291,37540,1086,34125,986,25769,1022,55,40,25714,1019,24371,1063,1343,313,8356,772,3415,353,766,209,753,209,13,18,2649,284,5001600US2406,"Congressional District 6 (116th Congress), Maryland"
19691,1397,9757,811,8883,810,7091,696,31,28,7060,695,6798,694,262,114,1792,322,874,147,305,103,282,104,23,34,569,162,9934,795,8944,775,6446,649,36,27,6410,649,5952,636,458,178,2498,419,990,173,217,97,180,86,37,42,773,172,5001600US2407,"Congressional District 7 (116th Congress), Maryland"
83797,1738,42135,1163,39191,1074,34945,1001,263,114,34682,992,33220,999,1462,286,4246,426,2944,289,1249,191,1178,180,71,56,1695,263,41662,946,36785,910,27756,873,47,51,27709,875,25847,895,1862,310,9029,621,4877,330,1483,277,1470,276,13,42,3394,308,5001600US2408,"Congressional District 8 (116th Congress), Maryland"
94315,739,44003,399,40541,414,26367,920,25,40,26342,919,23394,878,2948,391,14174,862,3462,58,452,119,425,119,27,28,3010,129,50312,512,45368,450,27787,882,8,14,27779,884,25404,878,2375,360,17581,858,4944,173,367,146,367,146,0,29,4577,189,5001600US2501,"Congressional District 1 (116th Congress), Massachusetts"
53878,1157,26323,699,24484,683,17481,704,59,73,17422,701,16045,771,1377,333,7003,673,1839,128,360,129,341,126,19,30,1479,173,27555,747,25028,708,16028,606,4,7,16024,607,14981,548,1043,263,9000,676,2527,226,299,100,291,96,8,14,2228,229,5001600US2502,"Congressional District 2 (116th Congress), Massachusetts"
107753,2188,52891,1585,48708,1486,37329,1450,46,42,37283,1454,33972,1399,3311,461,11379,784,4183,372,770,206,702,208,68,55,3413,378,54862,1326,49454,1229,37273,1165,0,29,37273,1165,34251,1170,3022,441,12181,900,5408,485,564,162,544,159,20,32,4844,480,5001600US2503,"Congressional District 3 (116th Congress), Massachusetts"
27600,1333,14046,807,13136,796,9749,713,38,33,9711,718,8723,710,988,235,3387,489,910,159,258,98,258,98,0,29,652,148,13554,794,12411,782,8354,759,18,19,8336,759,7388,712,948,271,4057,435,1143,166,264,78,235,70,29,35,879,173,5001600US2504,"Congressional District 4 (116th Congress), Massachusetts"
52818,1693,26674,1124,25235,1152,21183,1143,140,78,21043,1149,20055,1137,988,230,4052,535,1439,204,560,191,546,191,14,21,879,165,26144,1084,24220,1054,18837,971,13,14,18824,969,18104,973,720,200,5383,555,1924,279,288,123,288,123,0,29,1636,270,5001600US2505,"Congressional District 5 (116th Congress), Massachusetts"
52329,1335,25976,1071,24389,946,19689,999,81,103,19608,1002,18550,972,1058,303,4700,426,1587,280,639,199,606,193,33,27,948,212,26353,766,23595,764,17636,826,0,29,17636,826,16436,824,1200,311,5959,488,2758,273,324,130,324,130,0,29,2434,281,5001600US2506,"Congressional District 6 (116th Congress), Massachusetts"
136775,1925,68007,1365,63558,1390,51011,1386,87,98,50924,1382,47132,1458,3792,480,12547,872,4449,213,1007,263,960,256,47,40,3442,285,68768,1084,62221,1002,44620,1171,16,26,44604,1169,41340,1105,3264,411,17601,849,6547,366,894,178,878,177,16,21,5653,372,5001600US2507,"Congressional District 7 (116th Congress), Massachusetts"
33774,1275,16699,859,15415,883,12249,833,9,20,12240,834,11551,851,689,203,3166,375,1284,176,399,128,384,130,15,25,885,187,17075,795,14971,747,10929,666,12,20,10917,664,10230,665,687,209,4042,434,2104,265,276,120,221,116,55,50,1828,248,5001600US2508,"Congressional District 8 (116th Congress), Massachusetts"
27427,1127,14131,698,13274,691,9784,657,76,69,9708,666,8980,673,728,212,3490,441,857,121,212,99,212,99,0,29,645,133,13296,620,12176,591,7321,567,0,29,7321,567,6707,509,614,189,4855,559,1120,162,153,77,151,76,2,6,967,145,5001600US2509,"Congressional District 9 (116th Congress), Massachusetts"
9481,152,5036,179,4483,176,2926,202,56,49,2870,203,2618,210,252,66,1557,192,553,114,61,44,61,44,0,24,492,110,4445,169,3941,164,2775,196,13,18,2762,197,2495,211,267,164,1166,186,504,89,64,45,64,45,0,24,440,96,5001600US2601,"Congressional District 1 (116th Congress), Michigan"
47144,945,24099,646,22581,647,18808,688,0,24,18808,688,17560,713,1248,427,3773,458,1518,103,262,78,247,76,15,20,1256,131,23045,524,21154,527,15539,578,28,46,15511,567,14651,554,860,278,5615,489,1891,162,221,114,214,113,7,7,1670,179,5001600US2602,"Congressional District 2 (116th Congress), Michigan"
36319,917,18883,639,17764,641,14252,586,10,18,14242,586,13283,544,959,236,3512,370,1119,103,291,94,291,94,0,24,828,118,17436,532,16228,537,11126,579,0,24,11126,579,10435,590,691,163,5102,410,1208,166,157,69,146,68,11,17,1051,160,5001600US2603,"Congressional District 3 (116th Congress), Michigan"
16282,505,8423,273,7594,287,5418,258,0,24,5418,258,4940,295,478,139,2176,237,829,87,191,73,180,74,11,15,638,92,7859,329,7001,323,4910,372,0,24,4910,372,4471,370,439,137,2091,246,858,121,86,39,86,39,0,24,772,116,5001600US2604,"Congressional District 4 (116th Congress), Michigan"
23153,396,11127,202,9822,206,7378,298,22,32,7356,304,6539,334,817,221,2444,243,1305,55,150,73,150,73,0,24,1155,84,12026,290,10494,276,6934,385,0,24,6934,385,6491,385,443,151,3560,356,1532,74,219,76,174,71,45,49,1313,105,5001600US2605,"Congressional District 5 (116th Congress), Michigan"
29239,208,15065,159,14036,160,11549,311,25,28,11524,311,10685,393,839,199,2487,317,1029,53,175,64,136,51,39,38,854,77,14174,150,13173,152,8743,419,30,43,8713,416,7913,465,800,200,4430,393,1001,20,170,74,157,71,13,17,831,72,5001600US2606,"Congressional District 6 (116th Congress), Michigan"
22082,411,11366,292,10316,269,7796,300,0,24,7796,300,7326,312,470,124,2520,265,1050,57,155,67,137,64,18,20,895,72,10716,250,9518,236,6515,337,9,17,6506,337,6133,334,373,131,3003,361,1198,74,146,63,146,63,0,24,1052,82,5001600US2607,"Congressional District 7 (116th Congress), Michigan"
27430,674,13659,409,12600,392,10106,436,73,66,10033,432,9468,450,565,144,2494,292,1059,87,144,62,144,62,0,24,915,98,13771,404,12601,386,9098,365,16,25,9082,368,8337,358,745,209,3503,385,1170,87,127,66,123,66,4,6,1043,104,5001600US2608,"Congressional District 8 (116th Congress), Michigan"
13199,729,6591,423,6090,414,5260,415,6,9,5254,415,4955,413,299,102,830,175,501,104,147,57,147,57,0,24,354,94,6608,485,5863,466,4310,429,0,24,4310,429,4077,397,233,134,1553,212,745,126,94,49,94,49,0,24,651,129,5001600US2609,"Congressional District 9 (116th Congress), Michigan"
16444,585,8238,349,7511,335,6111,358,34,41,6077,371,5547,355,530,177,1400,228,727,88,184,61,184,61,0,24,543,80,8206,356,7381,342,4841,356,0,24,4841,356,4408,365,433,151,2540,324,825,88,93,47,84,47,9,14,732,93,5001600US2610,"Congressional District 10 (116th Congress), Michigan"
17200,872,8559,534,7797,518,6938,492,23,35,6915,484,6684,459,231,117,859,168,762,139,204,75,198,74,6,9,558,128,8641,472,7797,455,5210,403,0,24,5210,403,5003,393,207,88,2587,267,844,134,95,59,95,59,0,24,749,129,5001600US2611,"Congressional District 11 (116th Congress), Michigan"
30747,1044,15446,693,14268,682,11318,680,8,13,11310,679,10609,627,701,214,2950,352,1178,174,244,100,244,100,0,24,934,153,15301,687,13900,642,9479,507,0,24,9479,507,9013,483,466,168,4421,446,1401,204,123,68,123,68,0,24,1278,198,5001600US2612,"Congressional District 12 (116th Congress), Michigan"
34192,958,17184,571,16227,571,12509,503,0,24,12509,503,11225,482,1284,241,3718,355,957,152,204,78,186,73,18,20,753,146,17008,629,15625,612,8614,580,0,24,8614,580,7729,529,885,227,7011,465,1383,164,172,81,172,81,0,24,1211,164,5001600US2613,"Congressional District 13 (116th Congress), Michigan"
22352,1085,11244,674,10225,668,8106,645,0,24,8106,645,7526,627,580,191,2119,294,1019,173,197,110,141,66,56,81,822,147,11108,676,9941,615,5517,494,0,24,5517,494,4950,455,567,175,4424,446,1167,191,60,39,60,39,0,24,1107,185,5001600US2614,"Congressional District 14 (116th Congress), Michigan"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US26ZZ,"Congressional Districts not defined (116th Congress), Michigan"
28471,246,15367,211,14774,223,12351,383,0,20,12351,383,11553,371,798,183,2423,311,593,140,155,62,141,62,14,18,438,125,13104,229,12385,253,8731,348,0,20,8731,348,7960,363,771,220,3654,357,719,115,160,57,160,57,0,20,559,122,5001600US2701,"Congressional District 1 (116th Congress), Minnesota"
28967,358,14708,245,13942,231,12444,313,7,11,12437,313,11313,355,1124,265,1498,246,766,82,308,113,272,115,36,59,458,118,14259,265,13426,262,9829,369,0,20,9829,369,9096,389,733,230,3597,410,833,78,141,84,141,84,0,20,692,111,5001600US2702,"Congressional District 2 (116th Congress), Minnesota"
19930,1213,10360,753,10023,736,8734,684,0,20,8734,684,8292,666,442,174,1289,301,337,97,45,39,45,39,0,20,292,90,9570,628,9037,624,6856,497,0,20,6856,497,6540,481,316,141,2181,364,533,128,154,82,154,82,0,20,379,113,5001600US2703,"Congressional District 3 (116th Congress), Minnesota"
32226,436,16524,309,15527,309,13211,406,22,22,13189,406,12584,426,605,197,2316,290,997,29,178,79,168,80,10,17,819,91,15702,261,14569,252,10878,389,0,20,10878,389,10080,441,798,224,3691,391,1133,69,111,59,91,46,20,31,1022,92,5001600US2704,"Congressional District 4 (116th Congress), Minnesota"
44601,1273,23759,826,22821,802,20031,783,6,8,20025,784,19025,815,1000,236,2790,362,938,117,137,65,137,65,0,20,801,125,20842,648,19934,654,14436,638,0,20,14436,638,13619,637,817,191,5498,487,908,120,199,106,199,106,0,20,709,115,5001600US2705,"Congressional District 5 (116th Congress), Minnesota"
13578,680,7246,473,6965,469,5533,475,0,20,5533,475,5327,474,206,99,1432,239,281,97,97,57,92,57,5,7,184,79,6332,341,5954,341,4789,382,0,20,4789,382,4630,359,159,96,1165,219,378,98,47,41,47,41,0,20,331,102,5001600US2706,"Congressional District 6 (116th Congress), Minnesota"
19862,270,10740,236,10156,238,8559,254,15,14,8544,251,8019,293,525,141,1597,196,584,91,165,55,164,55,1,3,419,78,9122,205,8672,210,5978,324,0,20,5978,324,5570,313,408,98,2694,317,450,83,113,48,113,48,0,20,337,64,5001600US2707,"Congressional District 7 (116th Congress), Minnesota"
8234,122,4326,145,4072,157,2782,160,48,61,2734,170,2589,178,145,66,1290,142,254,72,30,15,28,15,2,3,224,70,3908,120,3586,126,2483,177,26,40,2457,180,2290,177,167,56,1103,155,322,56,80,39,75,41,5,9,242,52,5001600US2708,"Congressional District 8 (116th Congress), Minnesota"
16773,182,8963,277,8508,285,6924,372,100,81,6824,375,6512,372,312,122,1584,294,455,153,101,64,101,64,0,30,354,141,7810,272,7252,278,3900,294,8,18,3892,297,3676,315,216,97,3352,424,558,118,39,33,39,33,0,30,519,115,5001600US2801,"Congressional District 1 (116th Congress), Mississippi"
10502,919,6742,764,6398,794,3121,339,33,48,3088,332,2844,324,244,110,3277,694,344,127,50,42,50,42,0,30,294,120,3760,425,3414,419,1755,308,42,59,1713,300,1562,324,151,89,1659,317,346,137,47,36,47,36,0,30,299,133,5001600US2802,"Congressional District 2 (116th Congress), Mississippi"
12466,629,7353,555,6843,508,4570,393,65,51,4505,405,4168,397,337,197,2273,400,510,174,233,120,233,120,0,30,277,113,5113,327,4752,310,2663,323,10,16,2653,324,2442,307,211,144,2089,309,361,115,129,87,129,87,0,30,232,76,5001600US2803,"Congressional District 3 (116th Congress), Mississippi"
22388,195,12346,242,11415,307,9229,418,634,150,8595,419,8255,406,340,135,2186,393,931,185,236,138,236,138,0,30,695,205,10042,214,9135,254,5688,365,212,102,5476,351,4840,409,636,231,3447,436,907,174,96,62,96,62,0,30,811,179,5001600US2804,"Congressional District 4 (116th Congress), Mississippi"
18697,764,10122,525,9605,508,7947,532,42,45,7905,526,7445,534,460,188,1658,295,517,80,194,68,194,68,0,27,323,90,8575,404,7889,373,5200,375,40,45,5160,372,4913,362,247,115,2689,316,686,98,94,51,94,51,0,27,592,89,5001600US2901,"Congressional District 1 (116th Congress), Missouri"
13891,967,6709,680,6014,650,5254,608,15,24,5239,609,5125,603,114,74,760,198,695,115,197,84,191,83,6,9,498,120,7182,529,6435,482,4568,455,0,27,4568,455,4354,436,214,91,1867,279,747,126,79,43,76,42,3,5,668,126,5001600US2902,"Congressional District 2 (116th Congress), Missouri"
13909,568,7275,429,6718,394,5307,391,69,52,5238,399,5125,390,113,109,1411,336,557,143,280,148,251,141,29,41,277,87,6634,376,5889,381,4288,344,0,27,4288,344,3993,325,295,149,1601,320,745,155,106,51,106,51,0,27,639,160,5001600US2903,"Congressional District 3 (116th Congress), Missouri"
20517,268,10915,250,10301,260,8519,319,1345,356,7174,402,6917,406,257,117,1782,280,614,145,72,44,72,44,0,27,542,135,9602,235,8820,264,6157,356,673,186,5484,345,5046,353,438,163,2663,401,782,142,69,44,69,44,0,27,713,138,5001600US2904,"Congressional District 4 (116th Congress), Missouri"
46764,632,23504,386,21758,357,18235,449,75,68,18160,438,17463,498,697,183,3523,388,1746,119,369,91,328,103,41,51,1377,138,23260,401,21176,379,14453,562,0,27,14453,562,13642,574,811,184,6723,507,2084,125,426,120,407,118,19,31,1658,156,5001600US2905,"Congressional District 5 (116th Congress), Missouri"
21481,595,11305,408,10605,395,8763,406,71,64,8692,394,8288,409,404,151,1842,250,700,157,112,62,112,62,0,27,588,159,10176,428,9046,409,6484,421,0,27,6484,421,6178,421,306,122,2562,294,1130,139,261,98,261,98,0,27,869,157,5001600US2906,"Congressional District 6 (116th Congress), Missouri"
25574,193,13429,198,12786,229,10525,366,28,45,10497,375,10004,386,493,192,2261,379,643,115,143,80,135,79,8,12,500,109,12145,189,11351,206,7465,350,0,27,7465,350,6985,366,480,171,3886,365,794,108,92,66,92,66,0,27,702,117,5001600US2907,"Congressional District 7 (116th Congress), Missouri"
10025,252,4983,280,4443,253,3268,276,0,27,3268,276,3050,258,218,104,1175,152,540,156,140,62,140,62,0,27,400,145,5042,288,4526,275,2431,269,8,13,2423,271,2265,242,158,98,2095,216,516,130,51,43,51,43,0,27,465,120,5001600US2908,"Congressional District 8 (116th Congress), Missouri"
27183,279,13654,323,12545,336,9887,357,307,164,9580,371,9021,420,559,180,2658,301,1109,138,297,101,292,101,5,9,812,129,13529,288,12250,301,8782,389,157,119,8625,376,8263,385,362,150,3468,352,1279,174,251,75,247,75,4,6,1028,182,5001600US3000,"Congressional District (at Large) (116th Congress), Montana"
38918,405,20758,307,19798,295,16330,447,316,132,16014,455,15266,417,748,166,3468,374,960,119,273,84,273,84,0,23,687,122,18160,309,17166,303,12658,426,104,68,12554,423,11497,473,1057,243,4508,392,994,85,281,83,281,83,0,23,713,116,5001600US3101,"Congressional District 1 (116th Congress), Nebraska"
47575,370,24901,260,23650,241,20251,428,67,57,20184,437,19099,524,1085,252,3399,365,1251,61,365,90,349,87,16,27,886,107,22674,264,21259,255,14631,515,52,39,14579,519,13667,521,912,246,6628,517,1415,56,231,78,231,78,0,23,1184,89,5001600US3102,"Congressional District 2 (116th Congress), Nebraska"
46653,242,24522,304,22918,362,19332,451,33,34,19299,443,18088,522,1211,245,3586,443,1604,186,542,171,520,168,22,23,1062,166,22131,238,20656,245,14337,497,0,23,14337,497,13543,460,794,205,6319,491,1475,164,254,78,245,78,9,17,1221,163,5001600US3103,"Congressional District 3 (116th Congress), Nebraska"
231118,3388,118119,1836,109970,1796,91690,1676,57,50,91633,1675,86223,1663,5410,562,18280,898,8149,466,1854,277,1730,272,124,73,6295,430,112999,2178,103536,2077,68909,1748,5,6,68904,1747,63914,1760,4990,549,34627,1343,9463,521,1405,268,1388,269,17,23,8058,556,5001600US3201,"Congressional District 1 (116th Congress), Nevada"
113415,439,59038,338,54602,356,46483,531,50,32,46433,529,43485,670,2948,458,8119,526,4436,121,1211,203,1110,199,101,89,3225,234,54377,292,49490,278,35088,752,107,79,34981,759,32676,806,2305,419,14402,786,4887,123,896,214,777,188,119,93,3991,210,5001600US3202,"Congressional District 2 (116th Congress), Nevada"
104489,2525,51643,1653,47000,1602,39823,1508,116,79,39707,1509,37722,1448,1985,328,7177,862,4643,464,1190,245,1106,243,84,66,3453,409,52846,1549,46690,1364,34482,1325,67,58,34415,1320,32415,1279,2000,392,12208,967,6156,499,744,188,732,187,12,17,5412,478,5001600US3203,"Congressional District 3 (116th Congress), Nevada"
