C23002I_001E,C23002I_001M,C23002I_002E,C23002I_002M,C23002I_003E,C23002I_003M,C23002I_004E,C23002I_004M,C23002I_005E,C23002I_005M,C23002I_006E,C23002I_006M,C23002I_007E,C23002I_007M,C23002I_008E,C23002I_008M,C23002I_009E,C23002I_009M,C23002I_010E,C23002I_010M,C23002I_011E,C23002I_011M,C23002I_012E,C23002I_012M,C23002I_013E,C23002I_013M,C23002I_014E,C23002I_014M,C23002I_015E,C23002I_015M,C23002I_016E,C23002I_016M,C23002I_017E,C23002I_017M,C23002I_018E,C23002I_018M,C23002I_019E,C23002I_019M,C23002I_020E,C23002I_020M,C23002I_021E,C23002I_021M,C23002I_022E,C23002I_022M,C23002I_023E,C23002I_023M,C23002I_024E,C23002I_024M,C23002I_025E,C23002I_025M,C23002I_026E,C23002I_026M,C23002I_027E,C23002I_027M,GEO_ID,NAME
382709,3504,187879,2011,168269,1986,123963,1698,2903,527,121060,1781,108358,1812,12702,889,44306,1514,19610,563,3253,352,3060,316,193,100,16357,600,194830,2335,167549,2191,107480,2034,781,245,106699,1994,93497,1940,13202,904,60069,1511,27281,660,2639,279,2384,259,255,154,24642,679,5001600US0651,"Congressional District 51 (116th Congress), California"
84490,2485,42741,1918,39453,1838,32294,1674,3586,931,28708,1445,27275,1465,1433,352,7159,836,3288,403,902,224,837,215,65,54,2386,361,41749,1395,37207,1391,26368,1173,386,199,25982,1166,24629,1153,1353,293,10839,768,4542,390,714,174,714,174,0,29,3828,375,5001600US0652,"Congressional District 52 (116th Congress), California"
197133,4076,95389,2604,88414,2509,73697,2251,1662,310,72035,2244,67391,2164,4644,692,14717,1122,6975,579,1584,326,1547,330,37,24,5391,447,101744,2258,90680,2178,63030,1795,315,147,62715,1799,57797,1671,4918,513,27650,1452,11064,643,1329,220,1326,221,3,7,9735,637,5001600US0653,"Congressional District 53 (116th Congress), California"
164058,682,83074,487,76093,466,62627,909,83,75,62544,914,59833,962,2711,355,13466,839,6981,142,1531,244,1395,227,136,72,5450,253,80984,482,72413,467,48254,1229,20,25,48234,1234,45839,1255,2395,366,24159,1149,8571,127,973,214,951,213,22,20,7598,225,5001600US0801,"Congressional District 1 (116th Congress), Colorado"
61993,1157,31264,752,29105,720,24003,703,16,26,23987,700,22706,702,1281,300,5102,546,2159,168,483,134,483,134,0,28,1676,157,30729,767,28160,735,19765,747,26,34,19739,750,18644,818,1095,231,8395,651,2569,225,407,136,397,135,10,16,2162,219,5001600US0802,"Congressional District 2 (116th Congress), Colorado"
133942,672,67583,438,59397,423,45507,878,43,42,45464,880,42008,943,3456,412,13890,885,8186,117,1413,235,1335,227,78,62,6773,228,66359,462,56867,456,37446,886,32,37,37414,881,34296,863,3118,424,19421,864,9492,132,1183,200,1154,201,29,25,8309,220,5001600US0803,"Congressional District 3 (116th Congress), Colorado"
127524,1249,66559,902,60856,851,47968,808,115,63,47853,799,45343,803,2510,364,12888,805,5703,147,1197,160,1077,158,120,80,4506,205,60965,756,54558,730,36019,897,18,24,36001,894,33967,867,2034,322,18539,802,6407,182,970,171,930,172,40,35,5437,222,5001600US0804,"Congressional District 4 (116th Congress), Colorado"
91016,311,47227,232,44085,230,33725,678,4214,562,29511,821,27738,807,1773,319,10360,681,3142,69,682,158,673,158,9,13,2460,161,43789,264,39577,265,26793,703,743,175,26050,695,23394,779,2656,427,12784,725,4212,131,749,159,733,155,16,23,3463,205,5001600US0805,"Congressional District 5 (116th Congress), Colorado"
113907,1550,57225,1049,53954,1031,46724,995,344,137,46380,1017,44290,953,2090,389,7230,649,3271,251,958,220,944,220,14,16,2313,285,56682,963,52334,974,36632,1003,83,56,36549,1008,34723,992,1826,305,15702,1037,4348,237,726,158,712,157,14,22,3622,263,5001600US0806,"Congressional District 6 (116th Congress), Colorado"
165182,1285,83546,974,77027,976,64173,1118,117,98,64056,1111,61812,1090,2244,358,12854,772,6519,214,1393,194,1342,190,51,53,5126,264,81636,913,73469,906,51154,1000,41,49,51113,998,48771,1033,2342,394,22315,1094,8167,250,1068,208,1057,209,11,17,7099,340,5001600US0807,"Congressional District 7 (116th Congress), Colorado"
87801,1169,42137,812,38379,818,29200,782,118,96,29082,780,25450,772,3632,465,9179,605,3758,218,759,149,704,138,55,52,2999,243,45664,718,40379,715,28951,895,0,29,28951,895,26051,880,2900,389,11428,737,5285,213,427,143,427,143,0,29,4858,249,5001600US0901,"Congressional District 1 (116th Congress), Connecticut"
43264,744,22888,396,21580,393,15292,598,881,229,14411,661,12969,637,1442,384,6288,555,1308,84,339,100,332,100,7,16,969,109,20376,489,18693,480,13614,520,61,80,13553,527,12315,576,1238,327,5079,500,1683,106,242,101,242,101,0,29,1441,116,5001600US0902,"Congressional District 2 (116th Congress), Connecticut"
82432,1464,41054,968,38691,908,30377,1050,8,14,30369,1047,27756,981,2613,445,8314,753,2363,279,277,156,277,156,0,29,2086,258,41378,876,37739,832,26962,1016,2,5,26960,1016,24651,1003,2309,348,10777,858,3639,277,622,172,585,171,37,36,3017,308,5001600US0903,"Congressional District 3 (116th Congress), Connecticut"
107716,1379,53177,1036,48728,1020,40983,1009,32,28,40951,1008,37038,1030,3913,496,7745,698,4449,171,1072,221,943,215,129,121,3377,264,54539,653,48650,615,34241,762,6,15,34235,759,30331,782,3904,453,14409,848,5889,199,1134,251,1051,233,83,68,4755,282,5001600US0904,"Congressional District 4 (116th Congress), Connecticut"
93561,2093,45660,1520,42190,1441,33534,1403,55,55,33479,1405,31042,1453,2437,416,8656,569,3470,383,696,181,696,181,0,29,2774,331,47901,1193,43716,1172,29600,1084,0,29,29600,1084,27165,1036,2435,374,14116,1086,4185,320,523,160,484,161,39,36,3662,307,5001600US0905,"Congressional District 5 (116th Congress), Connecticut"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US09ZZ,"Congressional Districts not defined (116th Congress), Connecticut"
59579,197,30599,142,28556,142,23337,497,227,109,23110,502,21915,560,1195,292,5219,501,2043,*****,631,160,630,159,1,2,1412,159,28980,154,26611,153,17145,693,109,69,17036,685,15926,672,1110,235,9466,664,2369,*****,252,105,232,100,20,32,2117,104,5001600US1000,"Congressional District (at Large) (116th Congress), Delaware"
57042,162,28909,120,27230,120,23469,413,348,114,23121,409,22259,478,862,290,3761,406,1679,*****,654,168,654,168,0,29,1025,168,28133,102,25472,102,19905,511,78,59,19827,531,18866,569,961,258,5567,526,2661,*****,858,185,787,192,71,58,1803,185,5001600US1198,"Delegate District (at Large) (116th Congress), District of Columbia"
36533,172,19558,120,18353,138,14557,410,2970,400,11587,538,10678,544,909,292,3796,403,1205,68,269,112,228,99,41,54,936,140,16975,131,15270,138,10821,424,593,171,10228,432,9551,436,677,195,4449,438,1705,75,181,101,181,101,0,32,1524,125,5001600US1201,"Congressional District 1 (116th Congress), Florida"
36134,993,20807,758,19242,765,10970,742,351,107,10619,751,9964,798,655,219,8272,485,1565,204,354,132,324,127,30,50,1211,212,15327,619,13662,633,8312,573,105,66,8207,559,7481,589,726,214,5350,588,1665,229,157,91,157,91,0,32,1508,230,5001600US1202,"Congressional District 2 (116th Congress), Florida"
56807,1078,27958,641,25625,632,18218,789,161,124,18057,785,16728,768,1329,336,7407,676,2333,186,409,156,377,147,32,41,1924,208,28849,674,25869,617,15583,806,21,27,15562,812,14317,779,1245,424,10286,725,2980,247,441,144,425,137,16,24,2539,253,5001600US1203,"Congressional District 3 (116th Congress), Florida"
51509,1474,26110,940,23899,891,20716,889,1739,417,18977,916,18381,889,596,215,3183,514,2211,221,542,206,542,206,0,32,1669,212,25399,893,22430,849,15743,851,377,182,15366,874,14650,907,716,247,6687,665,2969,262,288,119,288,119,0,32,2681,292,5001600US1204,"Congressional District 4 (116th Congress), Florida"
45276,1401,23196,1040,21481,992,15717,828,79,57,15638,827,14750,819,888,228,5764,616,1715,300,408,147,346,148,62,54,1307,239,22080,825,19824,800,12532,763,40,49,12492,763,11583,712,909,228,7292,736,2256,260,317,133,313,133,4,7,1939,271,5001600US1205,"Congressional District 5 (116th Congress), Florida"
75088,1111,36786,632,31649,619,23116,859,51,77,23065,865,21927,914,1138,348,8533,791,5137,131,651,170,623,160,28,36,4486,226,38302,761,31438,732,19046,912,0,32,19046,912,17925,954,1121,307,12392,818,6864,191,456,146,404,132,52,77,6408,220,5001600US1206,"Congressional District 6 (116th Congress), Florida"
154172,2799,73098,1678,65508,1597,50978,1499,293,233,50685,1501,47551,1479,3134,431,14530,1000,7590,492,1626,365,1551,358,75,59,5964,412,81074,1761,70455,1543,48722,1486,10,15,48712,1487,46323,1449,2389,421,21733,1199,10619,557,1239,261,1214,254,25,24,9380,535,5001600US1207,"Congressional District 7 (116th Congress), Florida"
62531,663,30709,466,26516,444,20903,735,247,115,20656,731,19215,815,1441,476,5613,631,4193,83,562,189,562,189,0,32,3631,204,31822,519,26215,495,16773,808,8,13,16765,807,15854,783,911,308,9442,736,5607,134,512,191,498,190,14,23,5095,221,5001600US1208,"Congressional District 8 (116th Congress), Florida"
273425,3287,132546,2156,118454,2031,92868,2059,52,45,92816,2060,88941,2272,3875,686,25586,1746,14092,567,2390,479,2373,472,17,36,11702,640,140879,1996,121386,1992,78991,2188,18,29,78973,2193,74273,2168,4700,777,42395,1790,19493,651,1405,341,1351,333,54,56,18088,668,5001600US1209,"Congressional District 9 (116th Congress), Florida"
177535,2989,87223,1920,79215,1889,65090,1884,35,46,65055,1881,62269,1935,2786,584,14125,1032,8008,596,1788,370,1657,371,131,78,6220,551,90312,1944,79204,1810,54480,1991,60,53,54420,1996,51231,1934,3189,436,24724,1605,11108,588,1459,399,1294,346,165,122,9649,629,5001600US1210,"Congressional District 10 (116th Congress), Florida"
62776,1725,32096,1058,26556,991,18576,965,0,32,18576,965,16786,838,1790,516,7980,638,5540,268,554,226,546,225,8,14,4986,289,30680,995,24098,907,14730,941,0,32,14730,941,13951,970,779,220,9368,715,6582,311,408,150,399,149,9,14,6174,342,5001600US1211,"Congressional District 11 (116th Congress), Florida"
75470,1069,36299,620,32023,598,25797,681,115,94,25682,674,24123,715,1559,317,6226,515,4276,180,774,230,747,227,27,27,3502,275,39171,726,33226,687,21806,832,11,18,21795,829,20506,776,1289,280,11420,788,5945,277,724,151,686,148,38,31,5221,289,5001600US1212,"Congressional District 12 (116th Congress), Florida"
56700,996,28258,543,25023,525,20861,650,111,63,20750,650,19804,598,946,208,4162,523,3235,170,782,182,743,173,39,47,2453,256,28442,704,24440,653,17465,723,90,75,17375,730,16224,731,1151,311,6975,605,4002,263,615,143,586,135,29,32,3387,305,5001600US1213,"Congressional District 13 (116th Congress), Florida"
190569,2846,92074,1866,81314,1794,66629,1716,354,155,66275,1703,62556,1652,3719,475,14685,995,10760,492,1793,336,1721,335,72,44,8967,493,98495,1601,83806,1451,58643,1411,35,61,58608,1418,54164,1464,4444,618,25163,977,14689,544,1467,271,1435,267,32,32,13222,598,5001600US1214,"Congressional District 14 (116th Congress), Florida"
133257,3610,67364,2243,60861,2044,48624,1717,149,93,48475,1716,46451,1621,2024,376,12237,1006,6503,612,1082,250,1054,257,28,38,5421,665,65893,2190,57651,1940,39304,1519,21,25,39283,1516,36328,1443,2955,643,18347,1128,8242,707,532,144,525,146,7,12,7710,697,5001600US1215,"Congressional District 15 (116th Congress), Florida"
102907,2226,52207,1414,47722,1339,39765,1242,173,88,39592,1236,37671,1210,1921,372,7957,779,4485,300,1077,244,986,239,91,64,3408,314,50700,1391,44425,1273,30306,1199,90,105,30216,1190,28061,1246,2155,391,14119,870,6275,437,840,211,800,202,40,48,5435,415,5001600US1216,"Congressional District 16 (116th Congress), Florida"
91261,2335,49864,1564,44438,1531,32592,1301,23,25,32569,1300,30898,1260,1671,385,11846,963,5426,331,1150,281,1148,282,2,9,4276,319,41397,1246,35796,1232,21484,1200,1,11,21483,1199,19723,1230,1760,438,14312,826,5601,420,608,184,601,181,7,10,4993,453,5001600US1217,"Congressional District 17 (116th Congress), Florida"
95651,1535,48271,1046,43030,991,36113,1114,79,92,36034,1109,34592,1174,1442,388,6917,829,5241,291,1371,303,1252,285,119,82,3870,349,47380,1025,40449,936,26835,1147,31,43,26804,1149,25295,1204,1509,369,13614,878,6931,432,761,234,728,236,33,53,6170,481,5001600US1218,"Congressional District 18 (116th Congress), Florida"
121801,2189,61517,1405,55339,1408,46190,1333,128,94,46062,1327,44431,1340,1631,380,9149,830,6178,318,1118,242,1108,241,10,15,5060,355,60284,1189,52470,1210,34238,1320,19,30,34219,1320,31640,1322,2579,576,18232,981,7814,393,819,254,753,242,66,57,6995,465,5001600US1219,"Congressional District 19 (116th Congress), Florida"
151148,3788,76030,2553,67563,2458,56515,2213,44,47,56471,2214,53509,2168,2962,473,11048,809,8467,737,1893,328,1809,323,84,65,6574,661,75118,1881,64341,1679,46318,1562,26,43,46292,1562,42749,1614,3543,654,18023,1025,10777,816,1320,256,1248,254,72,49,9457,761,5001600US1220,"Congressional District 20 (116th Congress), Florida"
144219,2352,71681,1651,63450,1532,55020,1463,41,41,54979,1464,52024,1335,2955,497,8430,753,8231,478,2058,342,1994,351,64,49,6173,457,72538,1199,60592,1183,42278,1306,14,26,42264,1302,39543,1165,2721,519,18314,1093,11946,551,1712,273,1643,269,69,64,10234,602,5001600US1221,"Congressional District 21 (116th Congress), Florida"
131101,3125,63823,2153,56854,1957,48213,1816,44,45,48169,1823,46041,1690,2128,404,8641,867,6969,652,2084,403,1893,384,191,96,4885,468,67278,1864,57430,1762,41376,1571,0,32,41376,1571,38529,1511,2847,450,16054,1096,9848,728,1282,228,1201,217,81,60,8566,683,5001600US1222,"Congressional District 22 (116th Congress), Florida"
238512,4119,110981,2598,96312,2496,81376,2365,162,103,81214,2347,78203,2233,3011,488,14936,1228,14669,735,3899,359,3625,335,274,118,10770,679,127531,2253,105271,2147,75713,1920,12,17,75701,1920,71422,1714,4279,578,29558,1273,22260,865,2689,347,2508,318,181,97,19571,860,5001600US1223,"Congressional District 23 (116th Congress), Florida"
246116,3970,120747,2509,103902,2302,83572,2218,36,38,83536,2219,79382,2125,4154,545,20330,1150,16845,894,3284,341,3007,345,277,96,13561,850,125369,2551,101976,2247,70577,1993,4,10,70573,1992,66060,1927,4513,561,31399,1382,23393,1096,2177,288,2041,270,136,104,21216,1069,5001600US1224,"Congressional District 24 (116th Congress), Florida"
479214,3813,230408,2448,192375,2426,156699,2527,151,105,156548,2526,151238,2490,5310,678,35676,1856,38033,1028,7880,610,7626,614,254,116,30153,1041,248806,2598,193919,2350,135353,2282,0,32,135353,2282,128076,2158,7277,830,58566,1979,54887,1301,5462,499,5313,495,149,70,49425,1344,5001600US1225,"Congressional District 25 (116th Congress), Florida"
442388,4142,211719,2463,181035,2350,145099,2193,498,160,144601,2178,138941,2102,5660,634,35936,1535,30684,913,6634,427,6366,440,268,113,24050,920,230669,2939,184791,2617,128038,2065,63,55,127975,2071,121896,2016,6079,682,56753,2005,45878,1282,5182,507,5025,492,157,70,40696,1372,5001600US1226,"Congressional District 26 (116th Congress), Florida"
457039,4160,218743,2836,179498,2735,148914,2618,95,71,148819,2629,143174,2561,5645,745,30584,1578,39245,1134,8914,600,8727,614,187,98,30331,1105,238296,2903,178770,2616,128183,2491,6,12,128177,2493,122351,2474,5826,723,50587,2021,59526,1279,7256,630,7040,615,216,105,52270,1164,5001600US1227,"Congressional District 27 (116th Congress), Florida"
35347,562,19644,466,18630,458,14433,545,1756,278,12677,564,12108,592,569,226,4197,534,1014,156,185,107,185,107,0,31,829,172,15703,353,14661,402,9057,626,266,108,8791,624,8055,633,736,218,5604,600,1042,198,139,82,104,67,35,57,903,192,5001600US1301,"Congressional District 1 (116th Congress), Georgia"
24417,752,14408,609,13636,593,9781,581,1884,328,7897,563,7588,549,309,131,3855,432,772,178,212,104,199,103,13,21,560,154,10009,501,9212,464,5083,484,113,76,4970,470,4382,418,588,202,4129,402,797,145,132,90,132,90,0,31,665,159,5001600US1302,"Congressional District 2 (116th Congress), Georgia"
29156,978,15163,557,14249,548,11736,560,262,120,11474,584,11061,561,413,181,2513,447,914,189,202,95,202,95,0,31,712,184,13993,594,12633,571,7440,590,14,22,7426,590,6693,580,733,194,5193,467,1360,157,123,60,123,60,0,31,1237,150,5001600US1303,"Congressional District 3 (116th Congress), Georgia"
46574,2145,24377,1526,23125,1427,19666,1251,36,41,19630,1253,19223,1251,407,147,3459,638,1252,382,643,323,643,323,0,31,609,205,22197,1093,20981,996,13003,773,0,31,13003,773,12265,758,738,229,7978,612,1216,286,140,83,134,82,6,13,1076,288,5001600US1304,"Congressional District 4 (116th Congress), Georgia"
34841,1411,17830,808,17021,803,14107,697,51,48,14056,702,13617,680,439,171,2914,371,809,198,151,64,124,61,27,27,658,198,17011,972,16082,897,10472,865,17,27,10455,866,9963,879,492,188,5610,530,929,213,161,97,161,97,0,31,768,192,5001600US1305,"Congressional District 5 (116th Congress), Georgia"
62886,1607,33270,1171,31623,1115,28410,916,49,79,28361,912,27592,910,769,205,3213,515,1647,210,638,159,572,165,66,75,1009,175,29616,907,27358,874,18491,916,21,36,18470,910,17061,876,1409,335,8867,684,2258,285,522,168,491,162,31,50,1736,276,5001600US1306,"Congressional District 6 (116th Congress), Georgia"
107009,1981,55841,1422,53650,1328,46170,1362,70,71,46100,1356,45153,1372,947,249,7480,689,2191,311,762,238,745,233,17,28,1429,260,51168,992,47661,955,29901,1030,0,31,29901,1030,28573,1043,1328,305,17760,984,3507,175,568,197,568,197,0,31,2939,233,5001600US1307,"Congressional District 7 (116th Congress), Georgia"
30757,542,17628,491,16828,502,11718,569,439,180,11279,532,10841,547,438,157,5110,454,800,207,242,115,242,115,0,31,558,176,13129,375,12152,337,7678,543,82,64,7596,546,6927,558,669,294,4474,504,977,166,62,60,62,60,0,31,915,154,5001600US1308,"Congressional District 8 (116th Congress), Georgia"
64409,857,33753,691,32182,670,26481,732,70,63,26411,731,25746,756,665,208,5701,542,1571,174,300,125,300,125,0,31,1271,173,30656,563,28709,618,16852,733,29,40,16823,725,16377,694,446,180,11857,748,1947,223,274,119,257,119,17,18,1673,210,5001600US1309,"Congressional District 9 (116th Congress), Georgia"
29545,1085,15074,702,13933,709,11018,592,45,53,10973,597,10486,688,487,233,2915,434,1141,213,220,137,155,105,65,62,921,200,14471,651,13529,703,7518,612,0,31,7518,612,6808,608,710,203,6011,539,942,201,77,59,77,59,0,31,865,190,5001600US1310,"Congressional District 10 (116th Congress), Georgia"
58469,1612,30940,1076,29829,1055,26208,1075,36,35,26172,1081,25424,1043,748,238,3621,487,1111,179,286,140,286,140,0,31,825,209,27529,812,25686,839,16347,954,0,31,16347,954,15389,901,958,260,9339,770,1843,224,222,118,222,118,0,31,1621,224,5001600US1311,"Congressional District 11 (116th Congress), Georgia"
30340,451,16280,398,15476,434,12489,546,1064,248,11425,609,10749,624,676,249,2987,413,804,185,179,111,179,111,0,31,625,176,14060,360,13061,361,7476,434,196,100,7280,418,6610,413,670,212,5585,500,999,187,497,209,497,209,0,31,502,121,5001600US1312,"Congressional District 12 (116th Congress), Georgia"
54722,2221,27270,1242,25669,1247,21758,1130,55,58,21703,1125,20863,1064,840,290,3911,546,1601,229,613,211,558,214,55,61,988,188,27452,1314,25945,1292,15782,980,30,49,15752,980,15003,976,749,224,10163,834,1507,229,246,117,246,117,0,31,1261,228,5001600US1313,"Congressional District 13 (116th Congress), Georgia"
56651,276,29962,397,28581,379,24209,520,18,37,24191,522,23363,478,828,253,4372,497,1381,199,302,142,302,142,0,31,1079,206,26689,325,25073,351,15715,712,0,31,15715,712,14782,712,933,335,9358,785,1616,237,144,89,144,89,0,31,1472,246,5001600US1314,"Congressional District 14 (116th Congress), Georgia"
42496,1058,22107,689,20823,662,17416,628,3137,356,14279,700,13658,663,621,220,3407,434,1284,120,428,87,428,87,0,27,856,118,20389,612,18545,593,13422,672,547,157,12875,677,12271,656,604,141,5123,451,1844,115,385,96,372,93,13,20,1459,144,5001600US1501,"Congressional District 1 (116th Congress), Hawaii"
55351,1055,28124,689,25977,659,20576,606,2989,337,17587,602,16347,620,1240,239,5401,463,2147,121,375,120,318,94,57,62,1772,161,27227,619,24729,603,16456,597,426,126,16030,596,14856,578,1174,274,8273,521,2498,114,411,121,398,120,13,13,2087,163,5001600US1502,"Congressional District 2 (116th Congress), Hawaii"
65663,856,33273,604,30921,607,24250,716,18,29,24232,715,23073,734,1159,277,6671,648,2352,149,824,179,802,185,22,31,1528,178,32390,630,29466,618,19742,982,36,45,19706,980,18584,962,1122,273,9724,860,2924,265,327,150,327,150,0,28,2597,268,5001600US1601,"Congressional District 1 (116th Congress), Idaho"
77701,833,40994,651,38602,638,32136,770,289,133,31847,817,30458,842,1389,277,6466,517,2392,174,659,172,619,169,40,47,1733,220,36707,571,34512,588,23004,763,88,70,22916,772,21504,794,1412,323,11508,644,2195,218,345,100,345,100,0,28,1850,228,5001600US1602,"Congressional District 2 (116th Congress), Idaho"
51451,1867,26378,1288,24721,1323,20535,1162,11,17,20524,1159,19086,1091,1438,337,4186,489,1657,265,443,130,434,133,9,15,1214,220,25073,1011,23203,978,15431,892,0,27,15431,892,14122,932,1309,291,7772,676,1870,273,323,130,312,133,11,17,1547,228,5001600US1701,"Congressional District 1 (116th Congress), Illinois"
69615,1949,34647,951,31084,1010,25492,976,63,72,25429,978,22799,901,2630,428,5592,544,3563,345,465,118,400,95,65,74,3098,323,34968,1337,30815,1213,19377,964,0,27,19377,964,17279,899,2098,343,11438,697,4153,408,480,142,469,144,11,12,3673,415,5001600US1702,"Congressional District 2 (116th Congress), Illinois"
162746,2780,83838,1908,77214,1757,64477,1654,10,13,64467,1653,60267,1617,4200,526,12737,912,6624,449,1086,200,1052,194,34,43,5538,417,78908,1704,71425,1650,47588,1405,0,27,47588,1405,43060,1313,4528,552,23837,1129,7483,552,681,167,653,172,28,45,6802,524,5001600US1703,"Congressional District 3 (116th Congress), Illinois"
354170,3541,179033,2397,162437,2155,133952,2148,47,48,133905,2154,125948,2150,7957,663,28485,1234,16596,669,3138,329,3034,312,104,63,13458,573,175137,2091,155147,1993,98010,2147,35,50,97975,2146,90088,1950,7887,637,57137,1266,19990,658,2140,303,2069,291,71,63,17850,691,5001600US1704,"Congressional District 4 (116th Congress), Illinois"
111594,3018,54923,1673,50139,1651,42300,1543,49,59,42251,1527,40075,1550,2176,361,7839,744,4784,450,778,193,707,180,71,59,4006,380,56671,1952,50051,1804,36958,1486,34,50,36924,1482,35070,1399,1854,384,13093,819,6620,497,732,201,718,201,14,21,5888,450,5001600US1705,"Congressional District 5 (116th Congress), Illinois"
51297,2172,25753,1130,24147,1128,21122,1017,22,25,21100,1015,20074,987,1026,288,3025,436,1606,261,455,137,436,130,19,30,1151,243,25544,1337,23391,1249,16863,1003,0,27,16863,1003,16163,983,700,218,6528,723,2153,330,176,88,176,88,0,27,1977,337,5001600US1706,"Congressional District 6 (116th Congress), Illinois"
84865,2744,44517,1586,41286,1521,32336,1396,40,34,32296,1395,29968,1430,2328,356,8950,667,3231,405,519,134,503,137,16,18,2712,371,40348,1514,36510,1440,25381,1324,19,44,25362,1327,22832,1349,2530,400,11129,801,3838,473,509,242,509,242,0,27,3329,441,5001600US1707,"Congressional District 7 (116th Congress), Illinois"
140698,2528,72318,1605,68615,1595,61103,1507,30,43,61073,1514,58401,1537,2672,423,7512,674,3703,414,984,246,911,238,73,66,2719,339,68380,1506,64389,1527,46164,1525,0,27,46164,1525,43852,1425,2312,353,18225,1194,3991,371,563,167,544,165,19,29,3428,357,5001600US1708,"Congressional District 8 (116th Congress), Illinois"
61773,2123,31928,1369,29206,1333,24632,1218,15,25,24617,1222,23520,1224,1097,232,4574,511,2722,322,880,233,831,224,49,49,1842,263,29845,1224,26536,1218,16630,814,0,27,16630,814,15884,790,746,180,9906,944,3309,416,463,119,448,117,15,17,2846,399,5001600US1709,"Congressional District 9 (116th Congress), Illinois"
112961,1805,58735,1166,55316,1122,48216,1202,1514,458,46702,1275,44231,1280,2471,382,7100,604,3419,183,988,222,988,222,0,27,2431,244,54226,983,50610,919,36209,921,362,165,35847,935,33598,944,2249,402,14401,678,3616,254,527,149,494,145,33,33,3089,280,5001600US1710,"Congressional District 10 (116th Congress), Illinois"
139835,1874,72276,1242,67416,1217,58132,1255,62,68,58070,1256,55216,1255,2854,453,9284,733,4860,328,1092,212,1051,206,41,42,3768,322,67559,1188,62347,1238,43344,1153,26,43,43318,1151,40949,1084,2369,316,19003,857,5212,332,558,141,550,138,8,12,4654,327,5001600US1711,"Congressional District 11 (116th Congress), Illinois"
17067,379,9313,329,8672,313,5783,375,199,97,5584,371,5242,377,342,121,2889,339,641,86,126,53,125,54,1,2,515,88,7754,233,6999,238,4579,326,136,93,4443,324,4037,324,406,134,2420,305,755,98,78,50,78,50,0,27,677,105,5001600US1712,"Congressional District 12 (116th Congress), Illinois"
17854,573,9048,424,8639,425,5960,363,0,27,5960,363,5480,362,480,238,2679,347,409,120,84,52,84,52,0,27,325,96,8806,383,8247,394,5296,342,12,19,5284,344,4964,333,320,115,2951,312,559,134,211,161,211,161,0,27,348,114,5001600US1713,"Congressional District 13 (116th Congress), Illinois"
60391,1906,30523,1126,28911,1036,25098,1022,15,24,25083,1022,23717,995,1366,288,3813,488,1612,303,379,111,350,104,29,39,1233,287,29868,1232,27457,1221,19930,931,0,27,19930,931,18878,924,1052,258,7527,762,2411,341,403,153,386,151,17,26,2008,301,5001600US1714,"Congressional District 14 (116th Congress), Illinois"
13632,575,7847,408,7246,368,4311,388,5,7,4306,387,3970,399,336,121,2935,233,601,153,89,44,87,44,2,3,512,149,5785,364,5100,361,3403,361,13,22,3390,363,3238,357,152,75,1697,219,685,119,75,50,75,50,0,27,610,135,5001600US1715,"Congressional District 15 (116th Congress), Illinois"
46977,745,24504,509,22977,497,18496,604,0,27,18496,604,17115,661,1381,280,4481,434,1527,181,393,126,363,117,30,48,1134,159,22473,473,20652,466,15142,592,0,27,15142,592,14034,644,1108,213,5510,496,1821,128,315,126,311,127,4,5,1506,156,5001600US1716,"Congressional District 16 (116th Congress), Illinois"
42145,778,22097,565,20128,524,15496,544,17,22,15479,541,14232,637,1247,234,4632,373,1969,151,340,122,303,111,37,38,1629,166,20048,457,18143,444,12634,477,0,27,12634,477,11623,498,1011,224,5509,415,1905,131,209,96,204,96,5,7,1696,147,5001600US1717,"Congressional District 17 (116th Congress), Illinois"
13942,592,7484,471,7129,452,5205,436,34,38,5171,433,4721,406,450,168,1924,243,355,116,43,28,43,28,0,27,312,115,6458,325,5914,317,4045,315,0,27,4045,315,3761,323,284,91,1869,245,544,127,90,48,65,43,25,25,454,129,5001600US1718,"Congressional District 18 (116th Congress), Illinois"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US17ZZ,"Congressional Districts not defined (116th Congress), Illinois"
81285,344,40981,223,36839,226,28771,575,14,22,28757,578,27049,609,1708,323,8068,591,4142,34,590,137,578,134,12,19,3552,135,40304,244,35668,241,22192,719,0,28,22192,719,20941,732,1251,253,13476,705,4636,40,553,163,534,157,19,21,4083,168,5001600US1801,"Congressional District 1 (116th Congress), Indiana"
45203,454,23931,315,22518,324,18561,451,36,44,18525,454,17348,479,1177,279,3957,435,1413,97,416,135,358,123,58,76,997,144,21272,256,19916,272,12626,580,35,43,12591,589,11558,598,1033,234,7290,609,1356,120,178,78,161,73,17,22,1178,123,5001600US1802,"Congressional District 2 (116th Congress), Indiana"
