"GEO_ID","NAME","C23002I_001E","C23002I_001M","C23002I_002E","C23002I_002M","C23002I_003E","C23002I_003M","C23002I_004E","C23002I_004M","C23002I_005E","C23002I_005M","C23002I_006E","C23002I_006M","C23002I_007E","C23002I_007M","C23002I_008E","C23002I_008M","C23002I_009E","C23002I_009M","C23002I_010E","C23002I_010M","C23002I_011E","C23002I_011M","C23002I_012E","C23002I_012M","C23002I_013E","C23002I_013M","C23002I_014E","C23002I_014M","C23002I_015E","C23002I_015M","C23002I_016E","C23002I_016M","C23002I_017E","C23002I_017M","C23002I_018E","C23002I_018M","C23002I_019E","C23002I_019M","C23002I_020E","C23002I_020M","C23002I_021E","C23002I_021M","C23002I_022E","C23002I_022M","C23002I_023E","C23002I_023M","C23002I_024E","C23002I_024M","C23002I_025E","C23002I_025M","C23002I_026E","C23002I_026M","C23002I_027E","C23002I_027M"
"5001600US09ZZ","Congressional Districts not defined (116th Congress), Connecticut","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"5001600US5106","Congressional District 6 (116th Congress), Virginia","27749","344","14321","270","13659","287","11066","382","114","75","10952","380","10525","391","427","152","2593","288","662","143","182","100","172","95","10","18","480","133","13428","319","12533","299","8230","428","18","25","8212","427","7540","434","672","208","4303","416","895","141","128","65","114","63","14","25","767","132"
"5001600US0103","Congressional District 3 (116th Congress), Alabama","14503","264","8094","234","7677","250","6040","399","236","161","5804","404","5431","369","373","159","1637","373","417","123","70","54","59","52","11","19","347","117","6409","253","5896","268","3451","314","15","25","3436","312","3225","302","211","96","2445","357","513","134","24","21","24","21","0","28","489","131"
"5001600US3704","Congressional District 4 (116th Congress), North Carolina","57752","1281","29770","873","28773","866","24961","922","15","25","24946","921","24392","905","554","192","3812","443","997","160","336","141","330","143","6","10","661","164","27982","695","26714","678","18826","872","10","16","18816","871","17564","894","1252","268","7888","661","1268","158","140","78","140","78","0","29","1128","164"
"5001600US3617","Congressional District 17 (116th Congress), New York","119514","1948","61204","1395","57151","1315","49260","1252","62","59","49198","1255","46276","1244","2922","440","7891","591","4053","325","1277","259","1180","251","97","78","2776","264","58310","1093","51995","1023","37953","1045","29","43","37924","1055","35262","1039","2662","401","14042","860","6315","375","1074","240","1065","238","9","11","5241","363"
"5001600US0105","Congressional District 5 (116th Congress), Alabama","23297","181","12384","161","11657","157","9991","270","49","45","9942","273","9567","262","375","141","1666","287","727","130","190","118","190","118","0","28","537","146","10913","183","10062","190","5399","359","0","28","5399","359","5027","362","372","141","4663","371","851","96","58","43","58","43","0","28","793","99"
"5001600US0640","Congressional District 40 (116th Congress), California","458214","3180","227799","2697","208334","2710","168496","2316","120","96","168376","2314","157225","2128","11151","704","39838","1334","19465","691","3601","340","3355","321","246","99","15864","656","230415","2003","205857","2006","125684","1947","15","22","125669","1948","113322","1766","12347","814","80173","1707","24558","865","2163","299","2014","279","149","72","22395","827"
"5001600US2902","Congressional District 2 (116th Congress), Missouri","13189","795","6462","571","5946","531","5161","498","22","35","5139","496","4956","504","183","97","785","163","516","116","197","83","197","83","0","26","319","96","6727","474","6026","469","4155","404","0","26","4155","404","3956","391","199","91","1871","283","701","130","77","51","74","51","3","5","624","139"
"5001600US4209","Congressional District 9 (116th Congress), Pennsylvania","29991","602","16525","502","15570","499","10765","556","0","24","10765","556","9677","586","1088","217","4805","503","955","128","278","92","278","92","0","24","677","126","13466","394","12494","384","8263","494","0","24","8263","494","7313","458","950","241","4231","385","972","92","117","52","90","46","27","34","855","106"
"5001600US4505","Congressional District 5 (116th Congress), South Carolina","20531","488","10824","403","10180","412","8684","359","138","92","8546","356","8192","341","354","162","1496","364","644","159","87","50","79","47","8","12","557","168","9707","349","8823","352","5759","470","74","93","5685","443","5269","424","416","152","3064","393","884","163","190","110","190","110","0","29","694","153"
"5001600US3203","Congressional District 3 (116th Congress), Nevada","98936","2635","48561","1720","44397","1613","37031","1372","44","38","36987","1374","34818","1338","2169","376","7366","707","4164","458","1137","227","1032","199","105","96","3027","417","50375","1485","45025","1408","33222","1296","24","28","33198","1296","31045","1249","2153","405","11803","744","5350","539","594","171","594","171","0","29","4756","497"
"5001600US0644","Congressional District 44 (116th Congress), California","369248","3339","181763","2385","167200","2194","134708","2155","71","50","134637","2152","124407","2105","10230","689","32492","1259","14563","627","2997","363","2784","348","213","102","11566","571","187485","2159","168222","1981","101720","2077","0","29","101720","2077","92301","1930","9419","712","66502","1324","19263","761","1817","292","1727","283","90","54","17446","777"
"5001600US2507","Congressional District 7 (116th Congress), Massachusetts","132976","1879","66118","1324","61918","1328","48417","1285","42","47","48375","1287","44637","1236","3738","490","13501","875","4200","227","1022","223","980","220","42","47","3178","266","66858","1071","60693","952","43113","1143","0","29","43113","1143","39266","1211","3847","579","17580","977","6165","349","905","179","863","176","42","39","5260","317"
"5001600US4834","Congressional District 34 (116th Congress), Texas","435967","2415","210573","1597","183278","1480","126976","1770","81","70","126895","1770","116721","1800","10174","888","56302","1705","27295","509","4314","446","4180","434","134","72","22981","602","225394","1422","188590","1402","110263","2005","13","22","110250","2005","103386","1994","6864","611","78327","1901","36804","539","3951","394","3853","395","98","55","32853","646"
"5001600US0614","Congressional District 14 (116th Congress), California","135428","2023","67117","1343","61036","1327","51902","1280","32","43","51870","1269","49304","1365","2566","457","9134","814","6081","217","1628","223","1565","227","63","42","4453","290","68311","982","59356","855","43563","987","6","9","43557","988","41286","1039","2271","362","15793","959","8955","358","1090","217","1072","217","18","19","7865","379"
"5001600US0645","Congressional District 45 (116th Congress), California","108838","2326","52849","1609","49014","1546","39882","1436","0","29","39882","1436","38344","1364","1538","300","9132","624","3835","364","1337","222","1146","221","191","127","2498","351","55989","1465","50270","1404","34613","1164","20","16","34593","1164","32436","1143","2157","398","15657","1044","5719","507","753","164","727","162","26","33","4966","487"
"5001600US1904","Congressional District 4 (116th Congress), Iowa","32833","213","17339","216","16863","229","14468","343","13","17","14455","344","13578","430","877","241","2395","304","476","68","135","61","133","61","2","3","341","56","15494","217","14806","234","9565","435","37","42","9528","438","8641","423","887","192","5241","410","688","92","100","51","100","51","0","22","588","91"
"5001600US2202","Congressional District 2 (116th Congress), Louisiana","36767","1476","20119","959","18160","924","15305","927","113","70","15192","918","14402","900","790","177","2855","353","1959","262","671","182","655","184","16","23","1288","235","16648","817","14447","718","9529","610","0","29","9529","610","8540","624","989","266","4918","520","2201","237","275","98","271","97","4","11","1926","240"
"5001600US1215","Congressional District 15 (116th Congress), Florida","124791","2878","62488","1905","56354","1847","45110","1628","119","67","44991","1623","42390","1675","2601","417","11244","918","6134","469","1214","258","1190","256","24","37","4920","439","62303","1774","54463","1763","36827","1474","23","27","36804","1470","34028","1374","2776","571","17636","1135","7840","563","477","157","462","157","15","22","7363","517"
"5001600US4202","Congressional District 2 (116th Congress), Pennsylvania","127625","1695","61360","1134","56774","1117","37515","1251","30","35","37485","1256","31566","1269","5919","728","19259","1078","4586","224","582","194","465","169","117","72","4004","288","66265","965","59861","933","34752","1078","0","24","34752","1078","29889","1143","4863","593","25109","1202","6404","238","595","163","478","144","117","90","5809","276"
"5001600US0905","Congressional District 5 (116th Congress), Connecticut","90653","1959","44527","1431","41013","1451","32077","1224","47","46","32030","1226","29585","1190","2445","418","8936","718","3514","364","740","198","740","198","0","29","2774","318","46126","1221","42459","1206","28453","1229","0","29","28453","1229","25880","1149","2573","428","14006","858","3667","321","512","120","512","120","0","29","3155","288"
"5001600US2611","Congressional District 11 (116th Congress), Michigan","16412","962","8220","639","7535","605","6676","597","19","29","6657","593","6414","600","243","126","859","154","685","148","175","72","158","67","17","21","510","130","8192","595","7394","560","4860","427","0","23","4860","427","4526","411","334","130","2534","322","798","131","55","55","55","55","0","23","743","124"
"5001600US5000","Congressional District (at Large) (116th Congress), Vermont","8854","74","4259","106","3908","111","2884","186","7","13","2877","184","2775","181","102","54","1024","173","351","70","64","52","57","50","7","12","287","70","4595","121","4014","134","2786","170","0","22","2786","170","2596","182","190","105","1228","177","581","88","89","55","89","55","0","22","492","77"
"5001600US3606","Congressional District 6 (116th Congress), New York","113491","3078","54581","1782","47940","1821","40204","1727","49","39","40155","1725","37920","1644","2235","450","7736","590","6641","535","1825","362","1809","360","16","25","4816","461","58910","1782","49274","1594","34273","1358","0","28","34273","1358","32227","1301","2046","317","15001","1002","9636","683","1141","207","1141","207","0","28","8495","672"
