C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,GEO_ID,NAME
419870,2578,204631,1630,165337,1539,135284,1497,870,181,134414,1500,128277,1527,6137,517,30053,1122,39294,572,10307,560,10073,557,234,86,28987,614,215239,1707,164738,1539,122940,1796,148,85,122792,1816,117472,1696,5320,505,41798,1206,50501,608,8345,459,8201,466,144,61,42156,642,5001600US2406,"Congressional District 6 (116th Congress), Maryland"
216260,2297,106219,1666,84937,1477,69583,1298,567,165,69016,1290,66325,1269,2691,301,15354,760,21282,674,6253,380,6061,374,192,106,15029,650,110041,1366,83495,1375,62790,1334,191,92,62599,1329,60369,1281,2230,323,20705,959,26546,691,5052,380,4918,377,134,74,21494,694,5001600US2407,"Congressional District 7 (116th Congress), Maryland"
412166,2869,199754,1828,157020,1678,134421,1746,1559,253,132862,1776,128291,1705,4571,434,22599,856,42734,604,14919,542,14570,547,349,102,27815,624,212412,1721,158345,1532,121703,1692,532,181,121171,1683,117011,1677,4160,401,36642,1056,54067,753,10562,561,10398,563,164,71,43505,842,5001600US2408,"Congressional District 8 (116th Congress), Maryland"
518082,1941,245334,1230,192560,1137,149731,1484,395,125,149336,1477,140314,1404,9022,693,42829,1467,52774,426,12140,596,11721,581,419,125,40634,702,272748,1169,204421,1164,149601,1798,60,56,149541,1812,143181,1782,6360,589,54820,1537,68327,538,11361,571,11131,563,230,77,56966,826,5001600US2501,"Congressional District 1 (116th Congress), Massachusetts"
526055,1991,253281,1535,205259,1466,161993,1588,325,133,161668,1614,152737,1591,8931,728,43266,1478,48022,621,12343,613,11889,596,454,130,35679,806,272774,1335,211198,1379,156289,1872,13,20,156276,1868,150052,1791,6224,587,54909,1577,61576,788,10532,544,10167,500,365,148,51044,904,5001600US2502,"Congressional District 2 (116th Congress), Massachusetts"
484848,3795,237096,2619,194084,2420,158478,2053,269,71,158209,2054,149960,2046,8249,666,35606,1343,43012,1091,11394,704,10964,703,430,122,31618,947,247752,2326,194527,2297,148742,2125,28,42,148714,2127,141887,2014,6827,638,45785,1262,53225,1039,9436,520,9067,514,369,115,43789,1055,5001600US2503,"Congressional District 3 (116th Congress), Massachusetts"
531332,2392,253507,1775,203297,1742,169952,1952,189,98,169763,1961,162215,1803,7548,705,33345,1156,50210,851,15879,714,15468,686,411,148,34331,865,277825,1573,214113,1546,163881,1911,34,28,163847,1909,157871,1895,5976,527,50232,1589,63712,931,13023,630,12647,649,376,150,50689,888,5001600US2504,"Congressional District 4 (116th Congress), Massachusetts"
490674,2863,234406,1879,188271,1832,158518,1589,703,125,157815,1592,152237,1505,5578,533,29753,1314,46135,881,15584,754,15123,762,461,167,30551,723,256268,1821,194478,1570,152213,1739,62,47,152151,1739,147260,1805,4891,528,42265,1423,61790,958,13305,632,13028,624,277,93,48485,1010,5001600US2505,"Congressional District 5 (116th Congress), Massachusetts"
546559,2398,258197,1677,203131,1616,169947,1828,286,138,169661,1791,162903,1863,6758,578,33184,1201,55066,683,15641,657,14950,645,691,146,39425,775,288362,1616,213669,1618,166801,2029,4,9,166797,2029,160663,2013,6134,614,46868,1521,74693,683,14132,704,13805,699,327,92,60561,948,5001600US2506,"Congressional District 6 (116th Congress), Massachusetts"
357689,3633,176566,2367,155981,2193,126459,1962,296,116,126163,1941,119107,1840,7056,584,29522,1265,20585,772,5705,435,5527,427,178,89,14880,698,181123,2648,154087,2466,120403,2275,36,40,120367,2273,115054,2247,5313,502,33684,1343,27036,688,5280,476,5104,476,176,106,21756,664,5001600US2507,"Congressional District 7 (116th Congress), Massachusetts"
491030,3042,234131,2265,189245,2166,161860,2122,510,144,161350,2137,154013,2098,7337,645,27385,1155,44886,806,13025,742,12598,717,427,128,31861,902,256899,2205,194616,2019,155884,1972,67,65,155817,1974,150047,1834,5770,560,38732,1501,62283,986,12118,704,11754,695,364,126,50165,1121,5001600US2508,"Congressional District 8 (116th Congress), Massachusetts"
554235,2115,263517,1523,196396,1505,159246,1552,720,164,158526,1564,150557,1545,7969,512,37150,1482,67121,671,17300,633,16667,642,633,125,49821,811,290718,1508,204104,1245,155739,1654,51,43,155688,1660,149585,1701,6103,630,48365,1701,86614,869,15370,674,14869,669,501,153,71244,1002,5001600US2509,"Congressional District 9 (116th Congress), Massachusetts"
543668,509,272459,373,198531,358,147241,1077,645,147,146596,1076,137261,1045,9335,602,51290,1001,73928,144,11534,399,11000,403,534,95,62394,412,271209,404,190547,384,133629,928,148,68,133481,927,127514,984,5967,433,56918,929,80662,118,8720,418,8492,427,228,59,71942,435,5001600US2601,"Congressional District 1 (116th Congress), Michigan"
502837,1680,245855,1158,197228,1084,160895,1469,150,56,160745,1470,154176,1467,6569,554,36333,1275,48627,384,9848,409,9620,411,228,66,38779,508,256982,1156,198306,1105,145554,1574,24,17,145530,1573,140216,1582,5314,431,52752,1412,58676,462,7180,437,7039,431,141,61,51496,573,5001600US2602,"Congressional District 2 (116th Congress), Michigan"
500781,1627,246609,1113,201903,1132,165976,1351,253,110,165723,1345,158544,1544,7179,574,35927,1141,44706,386,9861,511,9633,505,228,105,34845,501,254172,1103,199480,1168,148251,1281,55,35,148196,1273,142186,1259,6010,485,51229,1375,54692,528,6733,457,6474,445,259,89,47959,612,5001600US2603,"Congressional District 3 (116th Congress), Michigan"
542757,791,268112,615,208857,576,153751,994,97,45,153654,999,144102,1069,9552,580,55106,990,59255,298,8730,390,8472,384,258,61,50525,464,274645,660,205763,623,139116,1182,6,6,139110,1182,132570,1218,6540,386,66647,1076,68882,289,6556,347,6443,356,113,49,62326,438,5001600US2604,"Congressional District 4 (116th Congress), Michigan"
432721,1052,208945,645,162737,560,123374,1186,165,95,123209,1193,114414,1298,8795,486,39363,1084,46208,308,6687,405,6409,395,278,96,39521,456,223776,704,165811,638,114191,1494,12,14,114179,1493,107359,1471,6820,646,51620,1340,57965,365,5720,396,5532,386,188,79,52245,558,5001600US2605,"Congressional District 5 (116th Congress), Michigan"
494984,715,242012,431,191913,439,155364,1167,178,83,155186,1167,147929,1094,7257,486,36549,1100,50099,126,10856,497,10525,479,331,102,39243,508,252972,549,192177,538,139107,1081,61,60,139046,1073,133721,1167,5325,450,53070,1177,60795,185,7833,401,7625,401,208,80,52962,438,5001600US2606,"Congressional District 6 (116th Congress), Michigan"
526001,974,259657,823,205092,796,158470,1298,277,122,158193,1297,150459,1405,7734,472,46622,1196,54565,324,8804,449,8588,446,216,67,45761,451,266344,692,200791,693,141473,1204,32,29,141441,1207,135725,1263,5716,464,59318,1269,65553,319,7285,354,7019,350,266,98,58268,432,5001600US2607,"Congressional District 7 (116th Congress), Michigan"
518613,1427,252867,1036,206771,1055,168987,1374,238,102,168749,1375,160531,1443,8218,636,37784,954,46096,477,10153,491,9899,478,254,83,35943,530,265746,1150,210537,1001,151949,1571,21,20,151928,1573,145263,1402,6665,659,58588,1287,55209,578,7672,442,7493,421,179,63,47537,623,5001600US2608,"Congressional District 8 (116th Congress), Michigan"
472476,2014,231835,1574,186500,1442,153418,1588,256,114,153162,1599,145588,1609,7574,523,33082,1068,45335,674,9431,448,9090,445,341,103,35904,606,240641,1428,180124,1419,130772,1400,8,14,130764,1401,125238,1428,5526,485,49352,1294,60517,680,8136,490,7952,467,184,83,52381,718,5001600US2609,"Congressional District 9 (116th Congress), Michigan"
544194,1721,266936,1248,211135,1179,172045,1209,339,110,171706,1220,163013,1317,8693,555,39090,1010,55801,518,9374,450,9077,429,297,98,46427,617,277258,1174,209759,1207,147682,1531,24,28,147658,1533,140783,1598,6875,465,62077,1372,67499,597,6859,380,6687,385,172,75,60640,693,5001600US2610,"Congressional District 10 (116th Congress), Michigan"
487243,2001,237852,1385,189807,1266,160638,1350,110,60,160528,1347,154275,1388,6253,504,29169,961,48045,720,11160,557,10789,533,371,117,36885,785,249391,1530,189850,1518,140026,1645,0,24,140026,1645,135101,1664,4925,475,49824,1271,59541,886,8504,448,8293,473,211,88,51037,886,5001600US2611,"Congressional District 11 (116th Congress), Michigan"
460398,1917,224381,1635,185717,1522,144462,1716,182,82,144280,1731,136936,1716,7344,636,41255,1174,38664,639,7906,398,7749,389,157,62,30758,770,236017,1237,185787,1212,125459,1566,55,53,125404,1565,119894,1576,5510,422,60328,1416,50230,653,6641,341,6425,333,216,72,43589,672,5001600US2612,"Congressional District 12 (116th Congress), Michigan"
208111,2371,102463,1590,85166,1516,64994,1343,66,46,64928,1336,60196,1291,4732,456,20172,815,17297,637,2665,338,2532,327,133,66,14632,600,105648,1395,82461,1349,52170,1227,14,16,52156,1230,48970,1154,3186,384,30291,1098,23187,622,2403,285,2356,278,47,37,20784,644,5001600US2613,"Congressional District 13 (116th Congress), Michigan"
195362,2497,96900,1480,74844,1338,59346,1090,52,45,59294,1089,55965,1030,3329,337,15498,887,22056,620,6841,434,6634,414,207,104,15215,599,98462,1620,71480,1393,48140,1358,14,24,48126,1361,45966,1290,2160,351,23340,1037,26982,709,4396,347,4293,348,103,52,22586,687,5001600US2614,"Congressional District 14 (116th Congress), Michigan"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5001600US26ZZ,"Congressional Districts not defined (116th Congress), Michigan"
488758,1043,241124,704,190250,695,162723,1068,219,97,162504,1057,156957,1059,5547,440,27527,840,50874,187,12681,441,12435,426,246,80,38193,440,247634,605,186268,570,152072,985,23,19,152049,987,148334,1043,3715,369,34196,898,61366,167,8442,438,8313,433,129,58,52924,486,5001600US2701,"Congressional District 1 (116th Congress), Minnesota"
472970,1278,231674,829,191098,804,168792,1159,370,131,168422,1159,163031,1230,5391,491,22306,788,40576,244,9439,436,9250,432,189,67,31137,511,241296,792,192034,760,157060,1011,68,45,156992,1021,153113,1023,3879,404,34974,1004,49262,243,7972,450,7850,444,122,62,41290,507,5001600US2702,"Congressional District 2 (116th Congress), Minnesota"
465496,2163,225388,1460,179725,1354,158583,1422,106,69,158477,1424,153961,1449,4516,357,21142,856,45663,573,12528,556,12245,564,283,90,33135,734,240108,1767,183303,1580,146714,1623,13,19,146701,1625,142993,1623,3708,398,36589,1334,56805,768,10478,508,10180,484,298,120,46327,809,5001600US2703,"Congressional District 3 (116th Congress), Minnesota"
418575,1115,200892,797,161614,774,136750,1173,209,130,136541,1200,131869,1233,4672,445,24864,927,39278,270,8903,468,8635,458,268,98,30375,529,217683,768,166084,680,134397,1088,27,39,134370,1091,130478,1180,3892,460,31687,962,51599,278,8005,493,7810,484,195,88,43594,546,5001600US2704,"Congressional District 4 (116th Congress), Minnesota"
413522,2298,204269,1666,172414,1482,149991,1509,51,44,149940,1513,144139,1624,5801,603,22423,854,31855,623,8335,460,8064,443,271,96,23520,598,209253,1697,166428,1462,139921,1589,17,26,139904,1592,136202,1639,3702,321,26507,946,42825,780,7792,456,7680,454,112,52,35033,789,5001600US2705,"Congressional District 5 (116th Congress), Minnesota"
504637,1296,253766,914,213272,873,184792,1430,276,107,184516,1432,178376,1402,6140,559,28480,1110,40494,441,9223,514,8995,501,228,81,31271,576,250871,1028,204381,934,167784,1236,59,45,167725,1235,163509,1292,4216,431,36597,1128,46490,436,6790,439,6732,433,58,39,39700,576,5001600US2706,"Congressional District 6 (116th Congress), Minnesota"
487750,927,243017,554,185221,501,158337,851,165,56,158172,850,153180,812,4992,340,26884,813,57796,210,13084,378,12769,383,315,90,44712,401,244733,589,177213,516,141112,913,23,16,141089,913,137985,882,3104,270,36101,816,67520,280,9975,346,9834,342,141,57,57545,419,5001600US2707,"Congressional District 7 (116th Congress), Minnesota"
509351,670,255945,457,194369,433,155778,923,481,106,155297,933,147862,1045,7435,417,38591,915,61576,130,10082,443,9797,405,285,80,51494,473,253406,340,185156,311,140823,817,91,44,140732,822,136382,878,4350,379,44333,856,68250,130,8480,366,8295,372,185,55,59770,395,5001600US2708,"Congressional District 8 (116th Congress), Minnesota"
418913,771,202600,539,161189,538,123454,1383,1309,255,122145,1357,116904,1383,5241,573,37735,1273,41411,160,8333,548,8145,534,188,100,33078,549,216313,500,163000,498,105102,1607,128,63,104974,1609,99285,1693,5689,615,57898,1568,53313,170,6813,447,6703,438,110,68,46500,470,5001600US2801,"Congressional District 1 (116th Congress), Mississippi"
182962,1067,90259,757,67613,694,47276,1105,169,86,47107,1100,44888,1136,2219,334,20337,1038,22646,313,5152,382,5094,378,58,43,17494,496,92703,672,64224,569,39484,816,52,64,39432,827,37113,891,2319,366,24740,945,28479,378,3898,376,3823,372,75,42,24581,557,5001600US2802,"Congressional District 2 (116th Congress), Mississippi"
370676,1228,180898,794,142936,729,108047,1302,1117,250,106930,1338,102702,1358,4228,524,34889,1191,37962,332,8407,578,8223,593,184,103,29555,641,189778,753,140918,685,90156,1631,171,105,89985,1636,86376,1539,3609,457,50762,1600,48860,414,6702,494,6466,491,236,128,42158,607,5001600US2803,"Congressional District 3 (116th Congress), Mississippi"
444125,947,217880,672,173232,683,132570,1353,4783,404,127787,1376,118532,1592,9255,929,40662,1433,44648,181,8464,601,8252,592,212,92,36184,615,226245,604,172666,590,110375,1701,994,249,109381,1799,101116,1971,8265,907,62291,1725,53579,190,5992,529,5834,519,158,78,47587,529,5001600US2804,"Congressional District 4 (116th Congress), Mississippi"
268789,1953,132215,1333,110512,1369,90358,1544,424,170,89934,1554,86295,1563,3639,422,20154,1060,21703,448,5440,426,5282,413,158,81,16263,577,136574,1265,107071,1154,81794,1367,63,58,81731,1365,78918,1389,2813,362,25277,1179,29503,544,4802,438,4731,429,71,47,24701,632,5001600US2901,"Congressional District 1 (116th Congress), Missouri"
556289,2603,265960,1655,206570,1581,176842,1633,135,77,176707,1627,171079,1579,5628,543,29728,838,59390,668,14517,628,14073,595,444,120,44873,774,290329,1889,212668,1648,162110,1685,19,18,162091,1689,157650,1763,4441,436,50558,1354,77661,717,11850,662,11554,630,296,111,65811,977,5001600US2902,"Congressional District 2 (116th Congress), Missouri"
583958,2588,287080,1501,232327,1442,189689,1737,384,106,189305,1738,181687,1820,7618,638,42638,1393,54753,490,10708,533,10325,518,383,186,44045,660,296878,1685,231352,1504,172728,1846,23,27,172705,1846,166829,1800,5876,598,58624,1729,65526,594,9033,574,8842,553,191,79,56493,785,5001600US2903,"Congressional District 3 (116th Congress), Missouri"
553446,1295,273557,868,218720,829,168126,1588,8425,658,159701,1663,151972,1824,7729,617,50594,1442,54837,293,10318,502,10123,505,195,66,44519,519,279889,906,214492,765,149195,1361,1496,412,147699,1455,141356,1483,6343,537,65297,1363,65397,330,8502,454,8352,457,150,62,56895,510,5001600US2904,"Congressional District 4 (116th Congress), Missouri"
434681,1899,211401,1332,171547,1308,142462,1535,372,134,142090,1542,136807,1505,5283,510,29085,1099,39854,461,8553,455,8286,480,267,95,31301,632,223280,1156,170598,1084,127685,1619,25,24,127660,1619,122884,1578,4776,470,42913,1275,52682,455,8862,552,8731,548,131,65,43820,624,5001600US2905,"Congressional District 5 (116th Congress), Missouri"
556229,1756,270963,1223,216683,1169,172495,1392,598,141,171897,1382,165543,1532,6354,592,44188,1159,54280,425,11508,536,11330,527,178,74,42772,591,285266,1096,218801,994,158361,1383,211,110,158150,1368,153355,1314,4795,536,60440,1235,66465,448,9343,494,9009,483,334,121,57122,678,5001600US2906,"Congressional District 6 (116th Congress), Missouri"
574600,864,276736,582,219173,594,171293,1491,328,153,170965,1491,163346,1592,7619,602,47880,1605,57563,169,10880,635,10625,621,255,110,46683,623,297864,614,225724,612,155802,1695,30,49,155772,1698,149574,1849,6198,629,69922,1606,72140,173,9981,570,9680,555,301,111,62159,586,5001600US2907,"Congressional District 7 (116th Congress), Missouri"
548962,1277,270311,908,211011,852,150577,1583,433,173,150144,1598,141005,1597,9139,666,60434,1512,59300,286,10081,555,9834,532,247,88,49219,635,278651,786,207126,791,135498,1483,73,49,135425,1483,128441,1592,6984,536,71628,1614,71525,333,8822,503,8660,497,162,80,62703,553,5001600US2908,"Congressional District 8 (116th Congress), Missouri"
764687,867,383580,605,296167,597,239007,1510,2109,322,236898,1496,227607,1610,9291,747,57160,1461,87413,149,20290,729,19828,715,462,106,67123,750,381107,538,286712,549,211415,1748,383,135,211032,1751,204350,1885,6682,584,75297,1640,94395,169,14473,604,14123,588,350,122,79922,637,5001600US3000,"Congressional District (at Large) (116th Congress), Montana"
454059,997,225896,669,184105,679,157225,1120,2669,309,154556,1208,150117,1322,4439,485,26880,954,41791,213,11274,457,11123,439,151,75,30517,468,228163,682,176967,693,141022,1039,425,111,140597,1045,136095,1041,4502,454,35945,870,51196,234,8900,448,8833,443,67,42,42296,521,5001600US3101,"Congressional District 1 (116th Congress), Nebraska"
425025,1340,207786,741,175061,735,150801,1099,1360,237,149441,1158,144662,1279,4779,433,24260,886,32725,216,9239,395,8997,369,242,92,23486,478,217239,815,175534,760,138506,1017,254,98,138252,1014,134597,970,3655,465,37028,943,41705,232,7518,381,7350,378,168,65,34187,420,5001600US3102,"Congressional District 2 (116th Congress), Nebraska"
441987,1229,217841,762,166796,783,142719,950,131,50,142588,954,138018,1047,4570,433,24077,785,51045,183,15289,522,15131,511,158,52,35756,497,224146,632,162793,617,125929,1037,20,12,125909,1036,122573,1049,3336,315,36864,1028,61353,167,10800,398,10706,398,94,39,50553,420,5001600US3103,"Congressional District 3 (116th Congress), Nebraska"
297138,4282,154989,2640,122957,2547,94835,2114,218,103,94617,2102,87379,2073,7238,552,28122,1156,32032,759,6394,460,5895,440,499,137,25638,800,142149,2379,109302,2075,71509,1854,22,21,71487,1854,66002,1811,5485,459,37793,1445,32847,879,5397,482,5080,473,317,128,27450,711,5001600US3201,"Congressional District 1 (116th Congress), Nevada"
472519,2135,239819,1346,186341,1348,150903,1437,841,204,150062,1424,142428,1507,7634,751,35438,1031,53478,321,11015,500,10673,490,342,116,42463,553,232700,1195,176649,1064,126310,1507,262,109,126048,1494,120273,1433,5775,642,50339,1346,56051,353,9447,541,9103,545,344,131,46604,589,5001600US3202,"Congressional District 2 (116th Congress), Nevada"
445248,3733,222927,2388,175784,2258,145382,1991,659,182,144723,2006,137948,2051,6775,534,30402,1446,47143,958,10051,700,9246,656,805,207,37092,964,222321,2101,169480,1888,123404,1921,85,65,123319,1910,117042,1936,6277,596,46076,1518,52841,766,7921,512,7644,505,277,98,44920,863,5001600US3203,"Congressional District 3 (116th Congress), Nevada"
380747,3666,191818,1864,150145,1866,118128,1839,3559,405,114569,1783,107660,1747,6909,722,32017,1223,41673,808,7382,541,6915,504,467,136,34291,753,188929,2470,145744,2360,96751,2056,610,170,96141,2082,90317,2065,5824,589,48993,1408,43185,860,5304,407,5149,390,155,67,37881,757,5001600US3204,"Congressional District 4 (116th Congress), Nevada"
530757,1525,259476,1264,208169,1211,177983,1501,1158,327,176825,1476,169610,1513,7215,648,30186,1110,51307,490,13679,647,13345,644,334,98,37628,593,271281,1203,210224,1015,162744,1631,94,91,162650,1640,157714,1607,4936,538,47480,1499,61057,554,11029,605,10713,610,316,112,50028,825,5001600US3301,"Congressional District 1 (116th Congress), New Hampshire"
519469,1381,255331,1060,201780,1005,164813,1382,378,134,164435,1400,158057,1471,6378,551,36967,1305,53551,495,14061,631,13712,630,349,95,39490,703,264138,1120,200474,938,153889,1461,9,14,153880,1462,148948,1488,4932,512,46585,1275,63664,540,11859,641,11637,614,222,92,51805,767,5001600US3302,"Congressional District 2 (116th Congress), New Hampshire"
408022,2016,196833,1362,158520,1335,131829,1331,291,122,131538,1342,124038,1323,7500,619,26691,1044,38313,415,10206,515,9784,463,422,133,28107,557,211189,1046,160679,1016,122151,1446,35,31,122116,1449,116109,1474,6007,582,38528,1282,50510,447,8851,537,8509,555,342,104,41659,710,5001600US3401,"Congressional District 1 (116th Congress), New Jersey"
449259,1881,216968,1310,166115,1206,132336,1449,1042,251,131294,1419,122783,1550,8511,775,33779,1188,50853,505,11875,545,11111,522,764,172,38978,634,232291,1115,169177,1180,125047,1482,201,121,124846,1494,117862,1565,6984,525,44130,1223,63114,480,9048,462,8638,463,410,123,54066,625,5001600US3402,"Congressional District 2 (116th Congress), New Jersey"
490836,1779,235678,1245,180686,1245,147913,1590,3106,385,144807,1611,136945,1656,7862,575,32773,1328,54992,611,13037,582,12538,577,499,130,41955,731,255158,1270,182992,1066,137315,1320,460,135,136855,1307,130606,1307,6249,532,45677,1152,72166,661,11273,559,10792,554,481,125,60893,828,5001600US3403,"Congressional District 3 (116th Congress), New Jersey"
495452,2559,236981,1627,184051,1275,148900,1542,382,146,148518,1533,141778,1709,6740,612,35151,1334,52930,826,13443,661,12960,629,483,124,39487,906,258471,1778,186713,1593,135885,2120,103,89,135782,2129,129985,2055,5797,586,50828,1491,71758,894,10943,574,10420,568,523,182,60815,821,5001600US3404,"Congressional District 4 (116th Congress), New Jersey"
478855,2364,231248,1561,182560,1479,153120,1564,76,45,153044,1562,145831,1578,7213,564,29440,1260,48688,708,16062,607,15452,595,610,143,32626,718,247607,1596,185518,1358,136305,1459,10,15,136295,1459,130398,1458,5897,465,49213,1436,62089,769,11215,631,10916,632,299,113,50874,953,5001600US3405,"Congressional District 5 (116th Congress), New Jersey"
381725,2618,187118,1645,154151,1485,122479,1438,135,77,122344,1443,116757,1428,5587,553,31672,1073,32967,754,8612,411,8141,387,471,129,24355,772,194607,1887,152150,1828,106201,1894,7,18,106194,1893,101385,1865,4809,441,45949,1468,42457,741,8141,514,7882,501,259,91,34316,882,5001600US3406,"Congressional District 6 (116th Congress), New Jersey"
477698,2731,230940,1629,185489,1526,156585,1686,144,77,156441,1694,149875,1603,6566,593,28904,1123,45451,658,13708,544,13232,532,476,127,31743,738,246758,1592,188382,1441,140033,1602,19,22,140014,1602,133897,1744,6117,568,48349,1411,58376,827,10529,593,10179,594,350,118,47847,912,5001600US3407,"Congressional District 7 (116th Congress), New Jersey"
355637,3902,177825,2329,153909,2124,130397,2173,136,74,130261,2166,124502,2133,5759,644,23512,1080,23916,712,5068,409,4838,402,230,113,18848,659,177812,2277,145283,2240,106841,2088,73,56,106768,2085,101070,1992,5698,571,38442,1179,32529,1002,4374,444,4145,436,229,122,28155,1028,5001600US3408,"Congressional District 8 (116th Congress), New Jersey"
370034,3544,180324,2092,145504,2017,118020,2237,128,83,117892,2222,112982,2249,4910,591,27484,1199,34820,864,9630,570,9290,563,340,135,25190,973,189710,2362,144351,2095,100955,2155,78,69,100877,2154,96415,2119,4462,507,43396,1554,45359,897,7386,474,7080,477,306,107,37973,886,5001600US3409,"Congressional District 9 (116th Congress), New Jersey"
177859,3040,89244,1695,74338,1469,57599,1448,106,66,57493,1444,54391,1403,3102,424,16739,845,14906,730,4171,406,4020,384,151,110,10735,636,88615,1956,69067,1788,48113,1375,24,30,48089,1377,45221,1314,2868,392,20954,949,19548,812,3274,307,3035,272,239,101,16274,730,5001600US3410,"Congressional District 10 (116th Congress), New Jersey"
498140,2460,239167,1893,189234,1849,161010,1925,55,47,160955,1921,154388,1879,6567,491,28224,1207,49933,728,16042,626,15554,640,488,121,33891,841,258973,1721,192125,1520,145069,1659,0,29,145069,1659,139476,1732,5593,509,47056,1194,66848,877,12747,603,12347,578,400,105,54101,864,5001600US3411,"Congressional District 11 (116th Congress), New Jersey"
358496,2551,174484,1896,138246,1767,113717,1918,17,17,113700,1918,107546,1994,6154,710,24529,1227,36238,829,9871,554,9460,515,411,136,26367,765,184012,1621,135182,1466,97293,1401,15,23,97278,1402,92706,1373,4572,442,37889,1236,48830,795,7974,600,7639,592,335,123,40856,880,5001600US3412,"Congressional District 12 (116th Congress), New Jersey"
430852,3528,208858,1967,165292,1990,127284,1923,1853,260,125431,1958,118363,2092,7068,737,38008,1306,43566,605,9157,552,8782,563,375,139,34409,695,221994,2074,168129,1920,116906,2010,300,149,116606,1990,110341,2028,6265,685,51223,1484,53865,705,7752,529,7362,518,390,133,46113,812,5001600US3501,"Congressional District 1 (116th Congress), New Mexico"
462546,2633,230305,1501,180947,1375,129029,1849,2815,501,126214,1920,116843,2025,9371,940,51918,1804,49358,381,8352,584,8044,561,308,144,41006,666,232241,1522,176705,1427,107580,1869,472,147,107108,1856,100879,1816,6229,671,69125,1914,55536,413,6656,579,6437,570,219,130,48880,674,5001600US3502,"Congressional District 2 (116th Congress), New Mexico"
369921,2473,180801,1424,137293,1337,105536,1378,1998,358,103538,1420,96177,1435,7361,787,31757,1366,43508,549,9331,570,8977,562,354,117,34177,752,189120,1717,138431,1596,93859,1620,355,133,93504,1614,88967,1642,4537,608,44572,1308,50689,624,9049,494,8830,494,219,82,41640,782,5001600US3503,"Congressional District 3 (116th Congress), New Mexico"
512683,3032,250436,2001,197963,1933,160466,2014,324,131,160142,2020,152604,2109,7538,710,37497,1231,52473,754,13378,620,12979,629,399,127,39095,865,262247,1865,196041,1778,140625,1975,102,65,140523,1978,135598,2159,4925,524,55416,1697,66206,852,10686,568,10392,563,294,106,55520,839,5001600US3601,"Congressional District 1 (116th Congress), New York"
445635,4254,217438,2231,178688,2146,147263,2037,263,112,147000,2028,141173,1987,5827,473,31425,1120,38750,880,9072,503,8770,501,302,111,29678,851,228197,2824,175170,2462,130684,2318,6,12,130678,2319,126336,2258,4342,414,44486,1366,53027,857,9264,509,8996,500,268,97,43763,818,5001600US3602,"Congressional District 2 (116th Congress), New York"
446458,2989,213970,2056,159911,1772,131376,1437,183,66,131193,1441,126257,1425,4936,418,28535,1051,54059,990,16512,585,16147,583,365,125,37547,945,232488,1932,163542,1721,114940,1647,59,42,114881,1645,110543,1552,4338,476,48602,1327,68946,1207,11661,593,11498,593,163,67,57285,1140,5001600US3603,"Congressional District 3 (116th Congress), New York"
387448,3311,187598,1930,146955,1800,120129,1683,158,84,119971,1687,115345,1597,4626,368,26826,991,40643,862,12043,642,11761,643,282,85,28600,859,199850,1960,146446,1606,108335,1561,12,19,108323,1564,104520,1614,3803,411,38111,1282,53404,850,9888,588,9580,588,308,109,43516,842,5001600US3604,"Congressional District 4 (116th Congress), New York"
110912,3162,54571,2026,41904,1781,31209,1516,69,49,31140,1519,29106,1403,2034,403,10695,757,12667,657,2200,325,2019,314,181,102,10467,697,56341,1594,40888,1593,27425,1072,5,7,27420,1071,25999,1069,1421,272,13463,987,15453,690,2202,322,2154,318,48,30,13251,696,5001600US3605,"Congressional District 5 (116th Congress), New York"
266282,3147,127791,1859,97637,1795,79000,1633,33,35,78967,1630,74981,1677,3986,424,18637,890,30154,799,6287,400,6032,397,255,87,23867,800,138491,1891,97578,1691,69228,1366,0,28,69228,1366,66067,1280,3161,420,28350,1038,40913,914,5428,418,5222,414,206,88,35485,857,5001600US3606,"Congressional District 6 (116th Congress), New York"
281059,4156,139967,2504,124414,2205,101652,1895,10,15,101642,1895,97506,1820,4136,443,22762,1110,15553,822,3564,392,3426,384,138,77,11989,814,141092,2332,119449,2255,86395,1745,11,17,86384,1744,82220,1721,4164,423,33054,1299,21643,777,2897,352,2823,347,74,46,18746,746,5001600US3607,"Congressional District 7 (116th Congress), New York"
