"GEO_ID","NAME","B23006_001E","B23006_001M","B23006_002E","B23006_002M","B23006_003E","B23006_003M","B23006_004E","B23006_004M","B23006_005E","B23006_005M","B23006_006E","B23006_006M","B23006_007E","B23006_007M","B23006_008E","B23006_008M","B23006_009E","B23006_009M","B23006_010E","B23006_010M","B23006_011E","B23006_011M","B23006_012E","B23006_012M","B23006_013E","B23006_013M","B23006_014E","B23006_014M","B23006_015E","B23006_015M","B23006_016E","B23006_016M","B23006_017E","B23006_017M","B23006_018E","B23006_018M","B23006_019E","B23006_019M","B23006_020E","B23006_020M","B23006_021E","B23006_021M","B23006_022E","B23006_022M","B23006_023E","B23006_023M","B23006_024E","B23006_024M","B23006_025E","B23006_025M","B23006_026E","B23006_026M","B23006_027E","B23006_027M","B23006_028E","B23006_028M","B23006_029E","B23006_029M"
"5001600US1703","Congressional District 3 (116th Congress), Illinois","379160","3012","47429","1850","30955","1521","0","26","30955","1521","28233","1441","2722","408","16474","894","107498","2702","80618","2335","0","26","80618","2335","73922","2155","6696","548","26880","1208","110421","2169","89513","2046","155","128","89358","2062","84837","2054","4521","473","20908","1020","113812","2191","99469","1955","11","17","99458","1953","96544","1885","2914","362","14343","791"
"5001600US1706","Congressional District 6 (116th Congress), Illinois","391282","2397","17588","1212","12735","1043","0","26","12735","1043","11928","1024","807","199","4853","543","55962","1615","43908","1398","10","17","43898","1399","41999","1384","1899","274","12054","768","100601","2128","83366","1860","64","43","83302","1865","80167","1833","3135","356","17235","752","217131","2346","186506","2434","70","49","186436","2433","181468","2466","4968","435","30625","1113"
"5001600US1708","Congressional District 8 (116th Congress), Illinois","392775","2913","52150","2121","40104","1775","0","26","40104","1775","37792","1697","2312","405","12046","892","89575","2354","71375","2057","17","21","71358","2058","67777","2001","3581","467","18200","979","112185","2111","95679","2042","137","92","95542","2056","90913","2031","4629","467","16506","796","138865","2650","121501","2571","67","72","121434","2570","117421","2592","4013","415","17364","992"
"5001600US1710","Congressional District 10 (116th Congress), Illinois","368400","1635","37231","1588","27164","1349","0","26","27164","1349","25434","1363","1730","318","10067","735","73737","1829","57596","1653","495","229","57101","1612","53381","1556","3720","427","16141","881","86368","1784","70964","1594","1873","401","69091","1576","65782","1503","3309","473","15404","936","171064","2281","145767","2188","845","239","144922","2182","140698","2167","4224","417","25297","907"
"5001600US1711","Congressional District 11 (116th Congress), Illinois","383306","2308","48597","1764","34903","1665","0","26","34903","1665","32754","1575","2149","388","13694","935","83581","1720","65620","1640","63","99","65557","1634","61474","1571","4083","514","17961","945","109977","2365","91373","2223","79","66","91294","2233","87382","2243","3912","425","18604","911","141151","2106","123677","2099","54","59","123623","2099","120183","2091","3440","400","17474","882"
"5001600US1713","Congressional District 13 (116th Congress), Illinois","345860","1602","23854","1084","12318","789","0","26","12318","789","10527","690","1791","345","11536","728","95839","1605","69077","1498","9","15","69068","1495","64433","1530","4635","475","26762","1024","114213","2023","90477","1705","157","82","90320","1701","85424","1597","4896","562","23736","969","111954","2131","96098","2064","139","92","95959","2066","93818","2013","2141","314","15856","780"
"5001600US1715","Congressional District 15 (116th Congress), Illinois","355414","962","30715","992","14347","669","0","26","14347","669","12515","611","1832","263","16368","733","112893","1893","80291","1708","2","3","80289","1707","75338","1649","4951","440","32602","1088","136332","1845","106958","1665","176","65","106782","1666","101939","1626","4843","422","29374","1029","75474","1822","65445","1679","47","41","65398","1677","64009","1637","1389","220","10029","604"
"5001600US1716","Congressional District 16 (116th Congress), Illinois","354605","978","29963","1197","18294","991","0","26","18294","991","16340","937","1954","319","11669","715","110350","2016","82656","1781","0","26","82656","1781","76906","1666","5750","522","27694","1125","130879","1822","106546","1602","127","75","106419","1596","101626","1615","4793","456","24333","914","83413","1850","72291","1701","40","29","72251","1702","70156","1710","2095","300","11122","674"
"5001600US3705","Congressional District 5 (116th Congress), North Carolina","383625","600","50819","1642","28831","1270","17","27","28814","1268","26317","1280","2497","389","21988","1080","103758","2012","73072","1726","79","66","72993","1725","68831","1762","4162","452","30686","1181","123259","2319","95435","2046","243","117","95192","2047","90660","2017","4532","559","27824","1152","105789","2039","89833","1971","163","97","89670","1962","87223","1897","2447","394","15956","742"
"5001600US3706","Congressional District 6 (116th Congress), North Carolina","395953","1527","52656","1647","33064","1323","6","15","33058","1322","30220","1237","2838","399","19592","1100","109156","2057","78623","1792","23","32","78600","1797","74256","1900","4344","432","30533","1571","134037","2420","107057","2234","309","117","106748","2255","101430","2171","5318","536","26980","1230","100104","2107","85598","1956","195","85","85403","1950","83380","1922","2023","313","14506","916"
"5001600US3707","Congressional District 7 (116th Congress), North Carolina","401020","1359","51850","1991","30407","1542","0","29","30407","1542","28217","1526","2190","418","21443","1280","108215","2262","72904","1819","221","114","72683","1825","67052","1828","5631","715","35311","1399","138849","2702","105376","2244","1223","244","104153","2226","98513","2050","5640","571","33473","1260","102106","2295","83766","2043","1027","263","82739","2050","80098","2015","2641","436","18340","1011"
"5001600US3708","Congressional District 8 (116th Congress), North Carolina","400987","1281","38258","1633","21684","1185","8","14","21676","1184","19593","1080","2083","399","16574","1153","101227","2422","73343","2188","2325","323","71018","2176","66220","2043","4798","501","27884","1373","151672","2246","118542","2045","10515","620","108027","1947","102174","1957","5853","448","33130","1158","109830","2093","93591","2078","6623","566","86968","2077","84196","2075","2772","358","16239","803"
"5001600US3709","Congressional District 9 (116th Congress), North Carolina","404350","1873","44069","1513","22958","1180","0","29","22958","1180","20465","1063","2493","382","21111","989","95086","1812","65186","1655","271","148","64915","1627","60119","1647","4796","419","29900","1079","119888","2424","91511","2067","739","185","90772","2063","85933","2035","4839","440","28377","1234","145307","1989","122622","2016","491","137","122131","2001","119205","1942","2926","353","22685","923"
"5001600US3710","Congressional District 10 (116th Congress), North Carolina","395904","1222","48379","1825","26155","1166","0","29","26155","1166","22805","970","3350","493","22224","1249","114571","2272","81392","1899","0","29","81392","1899","75960","1940","5432","575","33179","1293","134234","2427","106003","2149","137","68","105866","2141","101020","2023","4846","464","28231","1298","98720","2191","84563","2000","116","91","84447","1994","82235","2010","2212","367","14157","955"
"5001600US3711","Congressional District 11 (116th Congress), North Carolina","381719","1222","48438","1861","26055","1354","0","29","26055","1354","24101","1304","1954","388","22383","1218","106253","2222","73064","1890","74","53","72990","1894","69274","1814","3716","483","33189","1321","132721","1995","100871","2050","128","66","100743","2057","96371","2010","4372","558","31850","1227","94307","2392","77302","2169","96","119","77206","2142","75289","2085","1917","293","17005","855"
"5001600US3712","Congressional District 12 (116th Congress), North Carolina","480557","1421","51838","2225","35742","1790","0","29","35742","1790","32507","1620","3235","452","16096","1014","84708","1919","64801","1820","99","95","64702","1810","59655","1788","5047","650","19907","1026","141414","2317","117382","2285","278","129","117104","2293","110551","2298","6553","680","24032","1188","202597","2855","180549","2649","79","78","180470","2653","175725","2674","4745","466","22048","974"
"5001600US3713","Congressional District 13 (116th Congress), North Carolina","401059","1671","45244","1581","27482","1386","12","28","27470","1381","24298","1291","3172","479","17762","1044","102385","2008","76851","1874","13","20","76838","1872","71340","1841","5498","668","25534","1084","134281","2429","106620","2277","255","147","106365","2274","100882","2178","5483","656","27661","1387","119149","2499","102055","2251","68","60","101987","2255","99243","2241","2744","387","17094","880"
"5001600US3800","Congressional District (at Large) (116th Congress), North Dakota","380323","744","19955","1007","13513","858","15","25","13498","859","12380","776","1118","260","6442","477","94059","1779","75112","1523","396","144","74716","1539","72097","1442","2619","426","18947","880","145073","1759","122870","1740","1739","236","121131","1687","118676","1763","2455","359","22203","820","121236","2108","108599","1933","1070","193","107529","1925","106471","1897","1058","234","12637","801"
"5001600US3901","Congressional District 1 (116th Congress), Ohio","383202","1350","30550","1410","16360","866","0","27","16360","866","13707","707","2653","389","14190","920","103116","2052","76034","2130","17","29","76017","2136","70807","2009","5210","520","27082","1164","109214","1985","87441","1725","66","55","87375","1718","83094","1660","4281","437","21773","922","140322","2427","121833","2352","234","111","121599","2379","118864","2338","2735","372","18489","935"
"5001600US3902","Congressional District 2 (116th Congress), Ohio","388930","1476","32637","1266","15965","811","0","27","15965","811","14086","751","1879","333","16672","990","116261","2275","82648","1877","0","27","82648","1877","77955","1886","4693","453","33613","1322","109586","2519","86368","2160","50","60","86318","2155","82619","2068","3699","385","23218","1027","130446","2210","113530","2131","43","35","113487","2138","111377","2083","2110","316","16916","837"
"5001600US3903","Congressional District 3 (116th Congress), Ohio","422683","2306","47725","1502","26585","1246","0","27","26585","1246","23100","1123","3485","523","21140","1125","119703","2254","88401","2200","14","17","88387","2200","82279","2124","6108","694","31302","1273","129344","2352","107533","2217","126","77","107407","2208","101771","2094","5636","615","21811","951","125911","2306","111815","2202","96","53","111719","2203","108800","2206","2919","381","14096","805"
"5001600US3904","Congressional District 4 (116th Congress), Ohio","366796","1134","29889","1116","14587","762","0","27","14587","762","12822","706","1765","245","15302","737","142411","1992","104302","1987","19","21","104283","1988","99808","1961","4475","449","38109","1157","124625","1674","99234","1590","93","77","99141","1593","95265","1608","3876","408","25391","821","69871","1550","60903","1525","76","50","60827","1533","59538","1502","1289","244","8968","510"
"5001600US3905","Congressional District 5 (116th Congress), Ohio","366438","1318","20293","1029","10919","708","0","27","10919","708","9958","687","961","218","9374","670","120404","2007","92312","1742","35","35","92277","1745","88367","1702","3910","456","28092","1053","120912","1657","100678","1571","316","133","100362","1562","97035","1537","3327","452","20234","835","104829","1759","91884","1694","150","81","91734","1691","90378","1665","1356","256","12945","662"
"5001600US3907","Congressional District 7 (116th Congress), Ohio","365532","1515","38939","1284","23799","1007","0","27","23799","1007","21842","914","1957","349","15140","778","134841","1938","101848","1695","18","20","101830","1695","96545","1663","5285","604","32993","1160","111693","1798","91417","1837","129","82","91288","1823","87524","1764","3764","442","20276","774","80059","1926","69530","1732","110","76","69420","1725","68287","1725","1133","240","10529","690"
"5001600US3908","Congressional District 8 (116th Congress), Ohio","364456","413","30336","1092","17352","930","0","27","17352","930","15351","882","2001","319","12984","759","126307","2068","95269","1959","0","27","95269","1959","90898","1907","4371","530","31038","1050","112851","1980","92715","1900","96","52","92619","1897","88995","1877","3624","399","20136","899","94962","1698","83226","1607","197","73","83029","1624","81394","1623","1635","266","11736","667"
"5001600US3910","Congressional District 10 (116th Congress), Ohio","368438","287","28788","1277","14781","858","35","54","14746","860","12258","800","2488","374","14007","883","94392","1910","66988","1729","94","68","66894","1725","61616","1675","5278","547","27404","1099","130639","2328","102580","2231","1061","253","101519","2234","96196","2125","5323","541","28059","1015","114619","2211","98611","2003","1992","316","96619","1983","94136","1966","2483","293","16008","794"
"5001600US3912","Congressional District 12 (116th Congress), Ohio","409671","1979","22972","1175","11483","744","0","27","11483","744","9822","687","1661","324","11489","797","95098","2127","69231","1955","13","22","69218","1954","65314","1924","3904","538","25867","972","110266","2514","89809","2284","125","66","89684","2282","86863","2262","2821","317","20457","931","181335","2719","159623","2726","230","100","159393","2729","156852","2669","2541","346","21712","894"
"5001600US3913","Congressional District 13 (116th Congress), Ohio","365014","1689","30283","1115","15634","775","0","27","15634","775","13367","721","2267","364","14649","842","133213","2323","95439","2069","93","72","95346","2086","88543","2089","6803","580","37774","1394","112404","1997","89563","1753","105","83","89458","1761","84376","1720","5082","505","22841","1048","89114","2181","77612","2046","11","14","77601","2044","75731","1948","1870","272","11502","709"
"5001600US3915","Congressional District 15 (116th Congress), Ohio","407085","1791","30747","1387","13630","910","0","27","13630","910","12367","874","1263","272","17117","939","121395","2263","83017","1704","17","28","83000","1708","79026","1697","3974","405","38378","1505","116305","2142","91171","2051","98","48","91073","2050","87194","1940","3879","413","25134","1016","138638","2369","121238","2070","251","123","120987","2041","119127","1986","1860","300","17400","994"
"5001600US4001","Congressional District 1 (116th Congress), Oklahoma","412734","406","42455","855","27114","696","0","22","27114","696","24865","688","2249","228","15341","575","106529","1321","78547","1219","58","40","78489","1212","73173","1142","5316","364","27982","791","137315","1752","109510","1615","120","48","109390","1618","104675","1552","4715","321","27805","896","126435","1777","109659","1633","134","63","109525","1612","107137","1587","2388","272","16776","645"
"5001600US4002","Congressional District 2 (116th Congress), Oklahoma","368949","554","49587","1191","23527","769","0","22","23527","769","21394","726","2133","230","26060","923","138638","1509","89699","1256","58","36","89641","1254","83978","1227","5663","386","48939","986","118254","1485","83111","1264","128","64","82983","1263","78874","1265","4109","312","35143","878","62470","978","51611","874","70","46","51541","874","50381","886","1160","168","10859","474"
"5001600US4004","Congressional District 4 (116th Congress), Oklahoma","397485","967","35754","1306","20400","922","43","43","20357","917","18743","858","1614","269","15354","798","124835","1899","88580","1664","842","214","87738","1641","83594","1659","4144","418","36255","914","133790","2282","103870","2003","2898","366","100972","1949","97069","1898","3903","404","29920","1014","103106","1903","88239","1936","2222","362","86017","1809","84546","1829","1471","237","14867","795"
"5001600US4101","Congressional District 1 (116th Congress), Oregon","459414","1042","38721","1372","27373","1148","0","28","27373","1148","25465","1088","1908","369","11348","753","82616","1889","60593","1736","104","62","60489","1735","57187","1732","3302","421","22023","922","142627","2349","112975","2217","265","99","112710","2222","107814","2177","4896","448","29652","1282","195450","2722","165927","2403","329","225","165598","2336","160841","2289","4757","464","29523","1050"
"5001600US4102","Congressional District 2 (116th Congress), Oregon","407115","774","46426","1732","30125","1464","0","28","30125","1464","27309","1353","2816","464","16301","943","108168","2380","74797","2010","57","46","74740","2015","69499","1958","5241","555","33371","1112","154546","2760","113422","2289","188","70","113234","2284","107565","2201","5669","542","41124","1496","97975","2302","79496","2101","140","74","79356","2098","76835","2145","2521","389","18479","926"
"5001600US4104","Congressional District 4 (116th Congress), Oregon","392988","955","35508","1730","20844","1155","0","28","20844","1155","18644","1029","2200","392","14664","981","97734","2120","66642","1716","90","66","66552","1722","61137","1667","5415","535","31092","1192","154695","2704","112986","2196","175","121","112811","2186","105452","2026","7359","650","41709","1280","105051","2217","85407","2016","189","103","85218","2008","81857","1939","3361","413","19644","1085"
"5001600US4201","Congressional District 1 (116th Congress), Pennsylvania","379865","640","18126","1021","12393","758","0","24","12393","758","11581","723","812","197","5733","615","97089","1998","77037","1707","25","23","77012","1712","73058","1634","3954","462","20052","951","96972","2103","80862","1919","137","76","80725","1921","77319","1858","3406","374","16110","816","167678","2207","147324","2041","81","61","147243","2046","143298","2104","3945","431","20354","830"
"5001600US4202","Congressional District 2 (116th Congress), Pennsylvania","393205","3160","69477","2221","35130","1690","0","24","35130","1690","29413","1464","5717","660","34347","1418","145200","3141","99838","2409","0","24","99838","2409","89180","2297","10658","822","45362","1945","93783","2706","75182","2427","62","63","75120","2422","69257","2359","5863","763","18601","1060","84745","2019","75369","1968","25","23","75344","1969","72322","1934","3022","438","9376","855"
"5001600US4204","Congressional District 4 (116th Congress), Pennsylvania","386263","942","16521","904","9975","729","0","24","9975","729","9148","677","827","234","6546","568","84761","1782","64954","1474","23","21","64931","1470","61724","1503","3207","418","19807","950","87849","1864","73839","1706","105","64","73734","1709","70353","1723","3381","374","14010","703","197132","2197","176066","2189","68","47","175998","2186","171187","2206","4811","391","21066","781"
"5001600US4206","Congressional District 6 (116th Congress), Pennsylvania","375215","717","32633","1210","22036","985","0","24","22036","985","20010","945","2026","344","10597","768","85557","1688","66632","1457","12","18","66620","1457","62673","1419","3947","415","18925","851","82050","1866","67413","1847","145","96","67268","1832","63659","1855","3609","404","14637","768","174975","2045","153053","1932","60","38","152993","1934","149196","1962","3797","387","21922","899"
"5001600US4207","Congressional District 7 (116th Congress), Pennsylvania","373083","734","31012","1337","18695","1167","0","24","18695","1167","16642","1082","2053","360","12317","805","115774","2369","89733","1982","81","80","89652","1979","84917","1877","4735","503","26041","1196","109779","1938","90042","1849","99","51","89943","1857","85786","1803","4157","449","19737","1085","116518","1978","102313","1827","3","9","102310","1827","99201","1831","3109","336","14205","842"
"5001600US4209","Congressional District 9 (116th Congress), Pennsylvania","365011","884","32411","1240","18439","850","0","24","18439","850","16925","820","1514","239","13972","838","149682","2082","111627","1928","52","45","111575","1919","106264","1935","5311","467","38055","1156","99114","1912","80423","1686","246","104","80177","1684","76826","1645","3351","381","18691","825","83804","1583","72749","1515","134","62","72615","1522","70658","1510","1957","274","11055","654"
"5001600US4211","Congressional District 11 (116th Congress), Pennsylvania","370056","982","44100","1546","28371","1137","0","24","28371","1137","26725","1065","1646","303","15729","901","132433","1915","105813","1941","30","39","105783","1952","101859","1966","3924","409","26620","964","92141","1937","77324","1750","78","52","77246","1754","74696","1717","2550","329","14817","793","101382","2285","89641","2119","74","54","89567","2118","87897","2149","1670","277","11741","701"
"5001600US4212","Congressional District 12 (116th Congress), Pennsylvania","344601","930","31992","1127","17842","882","0","24","17842","882","16487","833","1355","191","14150","672","139548","1640","101835","1498","24","20","101811","1496","97138","1469","4673","331","37713","1004","88558","1511","69790","1269","33","20","69757","1268","67257","1263","2500","277","18768","682","84503","1506","71572","1407","73","51","71499","1408","69995","1408","1504","244","12931","769"
"5001600US4214","Congressional District 14 (116th Congress), Pennsylvania","361336","485","20783","830","9506","668","0","24","9506","668","8360","609","1146","201","11277","591","131346","1901","90499","1692","22","20","90477","1694","85787","1740","4690","465","40847","1236","103612","1830","81855","1698","96","58","81759","1693","78498","1623","3261","360","21757","793","105595","1858","91714","1727","49","36","91665","1726","89550","1720","2115","263","13881","724"
"5001600US4216","Congressional District 16 (116th Congress), Pennsylvania","352784","563","25922","955","12788","703","0","24","12788","703","11396","609","1392","273","13134","633","130573","1978","92776","1730","43","49","92733","1718","87730","1671","5003","421","37797","1143","92569","1773","73208","1584","82","59","73126","1582","69939","1593","3187","406","19361","856","103720","1576","89151","1516","64","38","89087","1513","86847","1486","2240","298","14569","610"
"5001600US4502","Congressional District 2 (116th Congress), South Carolina","370521","1708","32315","1349","18301","968","9","18","18292","969","15789","886","2503","393","14014","939","96544","2136","69690","1910","430","128","69260","1912","65024","1822","4236","598","26854","1121","115842","2109","92359","2191","1836","348","90523","2163","85922","2114","4601","564","23483","1172","125820","2273","109469","2126","1497","285","107972","2110","105750","2196","2222","383","16351","902"
"5001600US4217","Congressional District 17 (116th Congress), Pennsylvania","387081","1399","13269","832","7444","563","0","24","7444","563","6789","518","655","171","5825","611","90828","1600","67813","1737","40","31","67773","1737","63570","1696","4203","456","23015","859","107801","1668","88959","1387","67","55","88892","1387","85293","1360","3599","427","18842","907","175183","2109","154219","1974","317","139","153902","1966","150407","1955","3495","336","20964","828"
"5001600US4401","Congressional District 1 (116th Congress), Rhode Island","281320","1537","32240","1504","19560","1003","0","30","19560","1003","17868","951","1692","347","12680","957","75555","2138","56444","1968","148","96","56296","1959","51911","1911","4385","482","19111","1004","75185","1814","61151","1584","714","239","60437","1598","57573","1601","2864","363","14034","886","98340","1799","86281","1856","1602","262","84679","1866","82259","1839","2420","324","12059","817"
"5001600US4402","Congressional District 2 (116th Congress), Rhode Island","277658","1547","22558","1511","13287","1088","0","30","13287","1088","11877","992","1410","296","9271","869","75806","2212","58165","1958","112","88","58053","1948","53552","1847","4501","608","17641","889","82581","1926","68297","1954","143","78","68154","1959","64686","1902","3468","476","14284","758","96713","1936","86254","1845","124","61","86130","1838","83856","1768","2274","373","10459","682"
"5001600US4504","Congressional District 4 (116th Congress), South Carolina","374389","1432","43076","1427","24244","1124","0","29","24244","1124","22243","1116","2001","337","18832","1058","92681","2273","66501","1737","17","20","66484","1736","62238","1728","4246","588","26180","1424","116414","2324","92669","1923","163","86","92506","1915","88721","1841","3785","494","23745","1201","122218","2732","104734","2487","152","86","104582","2494","102395","2437","2187","309","17484","815"
"5001600US4505","Congressional District 5 (116th Congress), South Carolina","366557","1092","44295","1493","23696","1089","0","29","23696","1089","20816","1083","2880","431","20599","1096","113158","2331","78748","2006","177","89","78571","2006","73729","1879","4842","526","34410","1360","118921","2369","93852","2180","1365","275","92487","2144","88046","2141","4441","571","25069","1065","90183","1932","77192","1782","730","205","76462","1776","74380","1724","2082","384","12991","847"
"5001600US4507","Congressional District 7 (116th Congress), South Carolina","362332","650","46826","1822","23468","1264","0","29","23468","1264","20032","1263","3436","554","23358","1201","122621","2414","84958","2210","75","69","84883","2199","78387","2178","6496","660","37663","1526","116523","1902","88596","1935","78","55","88518","1923","82559","1997","5959","639","27927","1282","76362","2349","63500","2227","174","116","63326","2245","61596","2182","1730","293","12862","796"
"5001600US4600","Congressional District (at Large) (116th Congress), South Dakota","430275","746","29905","1130","18765","911","4","9","18761","909","17245","889","1516","227","11140","640","122324","1995","96682","1668","80","61","96602","1668","92956","1533","3646","452","25642","960","149205","2081","126063","1991","953","169","125110","2002","121690","2040","3420","456","23142","965","128841","2266","115004","2172","655","200","114349","2124","113109","2127","1240","223","13837","741"
"5001600US4702","Congressional District 2 (116th Congress), Tennessee","378960","664","35261","1517","18258","1016","0","29","18258","1016","16270","979","1988","359","17003","900","110073","2370","78062","2230","55","44","78007","2229","74244","2171","3763","459","32011","1412","112512","2406","88501","2155","167","77","88334","2156","84260","2048","4074","459","24011","1186","121114","2368","102962","2142","108","63","102854","2136","100296","2063","2558","402","18152","889"
"5001600US4704","Congressional District 4 (116th Congress), Tennessee","399924","963","46386","1713","25078","1156","5","9","25073","1157","22557","1091","2516","418","21308","1064","135387","2546","97734","2204","42","47","97692","2203","92874","2190","4818","471","37653","1341","120334","2374","95502","2213","221","141","95281","2195","91936","2160","3345","529","24832","1157","97817","2420","84731","2352","241","108","84490","2327","82212","2275","2278","344","13086","764"
"5001600US4705","Congressional District 5 (116th Congress), Tennessee","433708","452","47735","1686","30066","1321","0","29","30066","1321","27901","1231","2165","366","17669","1021","101501","2130","75147","2094","30","29","75117","2096","71066","1929","4051","549","26354","972","112908","2110","92393","1962","90","54","92303","1965","89214","1970","3089","447","20515","1050","171564","2388","153230","2271","276","95","152954","2282","150052","2306","2902","430","18334","971"
"5001600US4707","Congressional District 7 (116th Congress), Tennessee","396761","866","35884","1348","16829","1015","31","35","16798","1014","15074","908","1724","344","19055","981","121495","2362","81059","2131","1386","303","79673","2081","74036","2128","5637","650","40436","1473","113641","2098","85400","1990","5100","506","80300","2055","76389","1983","3911","407","28241","1169","125741","2106","105164","1921","3105","483","102059","1814","99014","1898","3045","422","20577","999"
"5001600US4709","Congressional District 9 (116th Congress), Tennessee","370130","1297","48544","1593","27231","1243","0","29","27231","1243","22850","1174","4381","640","21313","998","115490","2423","82204","2242","66","46","82138","2248","73685","2190","8453","749","33286","1465","115035","2339","90611","2206","230","95","90381","2195","84631","2128","5750","539","24424","1057","91061","1911","79711","1806","377","157","79334","1810","76717","1884","2617","448","11350","835"
"5001600US4801","Congressional District 1 (116th Congress), Texas","351449","971","57670","1728","34350","1299","0","31","34350","1299","31906","1269","2444","419","23320","1232","102053","2555","69183","2034","22","24","69161","2031","64219","1914","4942","536","32870","1571","120604","2564","91761","2389","211","127","91550","2387","87137","2332","4413","503","28843","1332","71122","2120","59493","1920","65","77","59428","1916","57767","1882","1661","343","11629","694"
"5001600US1717","Congressional District 17 (116th Congress), Illinois","345874","1166","38050","1186","20841","973","0","26","20841","973","17710","978","3131","374","17209","776","111327","1576","82287","1633","22","20","82265","1633","75258","1682","7007","595","29040","1125","127697","1899","101099","1644","108","59","100991","1630","95537","1622","5454","520","26598","986","68800","1562","59326","1525","81","41","59245","1519","57930","1547","1315","192","9474","492"
"5001600US1718","Congressional District 18 (116th Congress), Illinois","362231","1606","18384","1032","9598","719","0","26","9598","719","8339","648","1259","204","8786","649","96069","1956","72459","1799","60","48","72399","1810","68751","1759","3648","372","23610","769","119357","2243","96097","2019","255","122","95842","2004","92006","1928","3836","422","23260","804","128421","2036","110839","2062","135","76","110704","2070","108486","2095","2218","400","17582","755"
"5001600US17ZZ","Congressional Districts not defined (116th Congress), Illinois","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"5001600US1801","Congressional District 1 (116th Congress), Indiana","372949","549","34003","1542","17882","1102","0","27","17882","1102","15484","1035","2398","376","16121","975","123852","2182","85430","1989","30","34","85400","1994","79038","1888","6362","566","38422","1114","123712","1851","97744","1876","63","66","97681","1884","91919","1767","5762","611","25968","1014","91382","1760","79331","1653","9","14","79322","1650","76936","1651","2386","315","12051","741"
"5001600US1802","Congressional District 2 (116th Congress), Indiana","361324","686","49093","1256","30362","1176","34","52","30328","1166","27599","1093","2729","359","18731","840","122072","1944","92027","1811","16","24","92011","1813","87629","1779","4382","374","30045","1147","108908","1987","88778","1821","105","81","88673","1820","85398","1799","3275","365","20130","847","81251","1846","70335","1716","97","66","70238","1726","68890","1706","1348","233","10916","650"
"5001600US1803","Congressional District 3 (116th Congress), Indiana","372024","604","43274","1360","26320","1129","0","27","26320","1129","24574","1130","1746","301","16954","801","117203","1935","90073","1876","59","68","90014","1875","85946","1810","4068","450","27130","1016","121216","1711","100358","1529","121","75","100237","1533","96909","1573","3328","428","20858","835","90331","1848","79184","1672","49","37","79135","1664","77428","1578","1707","350","11147","674"
"5001600US1804","Congressional District 4 (116th Congress), Indiana","373052","829","33543","1510","19891","1130","0","27","19891","1130","18089","1117","1802","257","13652","866","116842","2230","87513","2181","42","45","87471","2176","83544","2004","3927","449","29329","956","117851","1872","95971","1841","150","101","95821","1829","92160","1799","3661","487","21880","870","104816","2266","91950","2416","210","88","91740","2399","90254","2370","1486","323","12866","803"
"5001600US1805","Congressional District 5 (116th Congress), Indiana","408764","1763","22041","1202","12212","812","0","27","12212","812","11205","778","1007","215","9829","885","82570","2103","60477","1851","19","27","60458","1850","57725","1863","2733","326","22093","944","104951","2528","85342","2205","126","116","85216","2191","81674","2171","3542","445","19609","911","199202","3086","176104","2877","292","130","175812","2874","172205","2747","3607","455","23098","1066"
"5001600US1806","Congressional District 6 (116th Congress), Indiana","364228","655","33028","1261","17724","946","0","27","17724","946","15753","819","1971","353","15304","805","135348","2201","99289","2037","28","31","99261","2037","94554","1956","4707","548","36059","1056","112911","1707","90696","1715","37","26","90659","1717","87829","1681","2830","333","22215","1035","82941","2097","72512","1950","53","45","72459","1949","71572","1933","887","201","10429","650"
"5001600US1807","Congressional District 7 (116th Congress), Indiana","400830","1688","64466","1840","38652","1463","0","27","38652","1463","33818","1319","4834","612","25814","1204","120454","2268","86946","2293","16","26","86930","2294","78771","2252","8159","650","33508","1408","116323","2601","93637","2375","54","47","93583","2361","88502","2347","5081","599","22686","1108","99587","2246","87936","2300","76","61","87860","2295","85426","2343","2434","348","11651","756"
"5001600US1808","Congressional District 8 (116th Congress), Indiana","367817","538","37079","1370","19633","904","0","27","19633","904","17732","858","1901","327","17446","886","124708","2053","89228","1930","29","32","89199","1930","85020","1904","4179","394","35480","1165","124612","2010","99978","1811","92","90","99886","1823","96391","1818","3495","395","24634","983","81418","1728","71061","1577","76","45","70985","1565","69605","1605","1380","288","10357","677"
"5001600US1809","Congressional District 9 (116th Congress), Indiana","382764","789","34064","1558","18714","1107","12","20","18702","1109","16610","1086","2092","377","15350","906","121197","2108","88623","2105","75","55","88548","2109","83729","2107","4819","575","32574","1116","120234","2408","97839","2278","565","207","97274","2296","93411","2223","3863","445","22395","879","107269","2361","95157","2096","124","73","95033","2091","93225","2129","1808","303","12112","817"
"5001600US1901","Congressional District 1 (116th Congress), Iowa","382803","407","23843","897","15911","793","0","22","15911","793","14609","770","1302","271","7932","534","110435","1836","87602","1736","20","22","87582","1737","84596","1690","2986","360","22833","814","137426","1971","117703","1739","158","91","117545","1740","114394","1689","3151","340","19723","911","111099","1819","99760","1819","53","35","99707","1818","98180","1822","1527","230","11339","701"
